14,5,na,na,na,na,na,na,na,na,na,na,na,na,na,47,15,28,0.15,0,1,P,0,M,3,34.1,50,0.758305808,0.651898996,2,1991,0.75,3.38,0.68,0.1,0.22,0.04,0.62,2.87,0.57,0.13,0.27,0.05,-0.119186408,0.530199698,-0.161150909,-0.958607315,-0.638272164,-1.301029996,-0.200659451,0.459392488,-0.236572006,-0.853871964,-0.552841969,-1.22184875,2.3,10.4,2.08,0.3,0.7,0.14,0.34
16,2,na,na,na,na,na,na,na,na,na,na,na,na,na,53,23,39,0.1,0,Z,P,0,M,6,10,64,0.891981346,0.452072204,3,1991,1.42,2.47,1.24,0.49,0.68,0.34,0.64,1.15,0.58,0.23,0.3,0.15,0.155336037,0.394451681,0.096910013,-0.301029996,-0.161150909,-0.455931956,-0.187086643,0.064457989,-0.229147988,-0.619788758,-0.508638306,-0.795880017,4.2,7.4,3.7,1.3,1.9,0.95,na
17,4,na,na,na,na,na,na,na,na,na,na,na,na,na,47,23,36,0,0,Z,0,0,M,6,10,67,0.914127988,0.405425728,3,1991,1.31,4.32,1.08,0.31,0.39,0.1,0.48,1.71,0.43,0.08,0.1,0.03,0.120573931,0.636487896,0.037426498,-0.494850022,-0.397940009,-0.958607315,-0.30980392,0.235528447,-0.356547324,-1.045757491,-0.958607315,-1.397940009,4.1,13.4,3.35,1,1.2,0.3,na
18,4,na,na,na,na,na,na,na,na,na,na,na,na,na,49,24,36,0.07,0.8,1,P,S,M,3,10,71,0.939856058,0.341570769,3,1991,1.08,4.18,1.05,0.1,0.25,0.06,0.38,1.38,0.35,0.05,0.1,0.03,0.037426498,0.622214023,0.025305865,-0.958607315,-0.585026652,-1.15490196,-0.408935393,0.1430148,-0.443697499,-1.22184875,-0.958607315,-1.397940009,3.3,12.9,3.23,0.3,0.8,0.2,0.1
19,4,na,na,na,na,na,na,na,na,na,na,na,na,na,63,27,41,0.04,0,0,P,0,M,3,na,75,0.961129784,0.276096973,3,1991,1.14,4.33,1.08,0.04,0.07,0.02,0.3,1.17,0.29,0.01,0.03,0.01,0.06069784,0.63748973,0.037426498,-1.301029996,-1.096910013,-1.522878745,-0.508638306,0.071882007,-0.522878745,-1.698970004,-1.397940009,-1.698970004,3.5,13.3,3.33,0.2,0.3,0.08,
23,9,na,na,na,na,na,na,na,na,na,na,na,na,na,90,23,50,0.13,0,Z,P,0,M,6,na,88,0.998435421,0.05591699,3,1991,1.13,9.13,1.01,0.08,0.32,0.04,0.18,1.22,0.14,0.02,0.09,0.01,0.056904851,0.960946196,0.008600172,-1.045757491,-0.48148606,-1.301029996,-0.721246399,0.089905111,-0.823908741,-1.522878745,-1,-1.698970004,3.5,28.4,3.16,0.3,0.9,0.1,na
53,2,na,na,na,na,na,na,na,na,na,na,na,na,na,26,-5,14,0,0,1,0,0,M,5,13.8,311,-0.801361088,0.598180914,11,1991,3.63,7,3.5,0.36,0.46,0.23,0.56,1.07,0.54,0.08,0.11,0.06,0.561101384,0.845718018,0.545307116,-0.431798276,-0.327902142,-0.619788758,-0.244125144,0.033423755,-0.259637311,-1.045757491,-0.920818754,-1.15490196,5.2,10.2,5.1,0.2,0.2,0.1,0.14
54,2,na,na,na,na,na,na,na,na,na,na,na,na,na,47,29,36,0.12,0,1,P,0,M,3,16.54,314,-0.769414827,0.638749422,11,1991,2.92,5.53,2.77,0.87,1.43,0.72,0.42,0.79,0.4,0.13,0.21,0.11,0.46686762,0.743509765,0.444044796,-0.055517328,0.158362492,-0.13667714,-0.366531544,-0.096910013,-0.387216143,-0.853871964,-0.657577319,-0.920818754,5.7,11.4,5.7,0.7,1.4,0.7,0.17
57,2,na,na,na,na,na,na,na,na,na,na,na,na,na,44,18,31,0.2,0,N,P,0,M,3,8.71,326,-0.622046748,0.782980104,11,1991,3.22,6.08,3.04,0.59,0.82,0.41,0.56,1.04,0.52,0.14,0.2,0.1,0.509202522,0.784617293,0.484299839,-0.22184875,-0.080921908,-0.37675071,-0.244125144,0.021189299,-0.27572413,-0.823908741,-0.677780705,-0.958607315,4.6,9.1,4.55,0.1,0.1,0.05,na
58,3,na,na,na,na,na,na,na,na,na,na,na,na,na,29,-1,14,0.15,0,N,P,0,M,3,8.45,328,-0.594726687,0.803927962,11,1991,2.63,6.23,2.08,0.43,0.52,0.17,0.42,0.97,0.32,0.09,0.11,0.04,0.421603927,0.79518459,0.320146286,-0.356547324,-0.27572413,-0.744727495,-0.366531544,-0.008773924,-0.48148606,-1,-0.920818754,-1.301029996,4.6,12.1,4.03,0.3,0.4,0.13,na
60,3,na,na,na,na,na,na,na,na,na,na,na,na,na,18,-6,6,0.28,0,N,P,0,M,3,16.49,337,-0.463550271,0.886070622,12,1991,1.13,3.13,1.04,0.17,0.28,0.09,0.3,0.79,0.26,0.07,0.11,0.04,0.056904851,0.496929648,0.021189299,-0.744727495,-0.537602002,-1,-0.508638306,-0.096910013,-0.568636236,-1.096910013,-0.920818754,-1.301029996,4.1,12.1,4.03,0.2,0.4,0.13,na
61,2,na,na,na,na,na,na,na,na,na,na,na,na,na,46,20,36,0,0,N,0,0,M,7,24.43,341,-0.401487989,0.915864288,12,1991,0.89,1.78,0.89,0.09,0.18,0.09,0.19,0.37,0.19,0.04,0.07,0.04,-0.045757491,0.252853031,-0.045757491,-1,-0.721246399,-1,-0.698970004,-0.420216403,-0.698970004,-1.301029996,-1.096910013,-1.301029996,4.5,8.7,4.35,0.3,0.3,0.15,na
62,1,na,na,na,na,na,na,na,na,na,na,na,na,na,45,27,36,0,0,N,0,0,M,7,30.88,344,-0.353676122,0.935367949,12,1991,0.74,0.74,0.74,0.07,0.07,0.07,0.13,0.13,0.13,0.02,0.02,0.02,-0.124938737,-0.124938737,-0.124938737,-1.096910013,-1.096910013,-1.096910013,-0.853871964,-0.853871964,-0.853871964,-1.522878745,-1.522878745,-1.522878745,4.3,4.3,4.3,0.2,0.3,0.15,na
64,4,na,na,na,na,na,na,na,na,na,na,na,na,na,37,21,32,0.2,1,1,P,S,M,3,45.74,354,-0.18822671,0.982125606,12,1991,1.22,4.69,1.17,0.16,0.43,0.11,0.17,0.68,0.17,0.02,0.04,0.01,0.089905111,0.672097858,0.071882007,-0.769551079,-0.356547324,-0.920818754,-0.744727495,-0.161150909,-0.744727495,-1.522878745,-1.301029996,-1.698970004,4.1,15.9,3.98,0.6,1.5,0.38,0.46
65,2,na,na,na,na,na,na,na,na,na,na,na,na,na,36,15,27,0,0,U,0,0,M,8,64.07,359,-0.103101697,0.99467082,12,1991,1.04,2.07,1.04,0.04,0.07,0.04,0.17,0.33,0.17,0.01,0.01,0.01,0.021189299,0.318063335,0.021189299,-1.301029996,-1.096910013,-1.301029996,-0.744727495,-0.468521083,-0.744727495,-1.698970004,-1.698970004,-1.698970004,3.7,7.4,3.7,0.1,0.2,0.1,na
66,3,na,na,na,na,na,na,na,na,na,na,na,na,na,34,23,29,0,0,1,0,0,M,5,48.25,361,-0.068802427,0.997630305,12,1991,1,2.97,0.99,0.02,0.03,0.01,0.17,0.5,0.17,0,0,0,0.004321374,0.474216264,0,-1.522878745,-1.397940009,-1.698970004,-0.744727495,-0.292429824,-0.744727495,-2,-2,-2,3.6,10.8,3.6,0,0,0,0.48
67,6,na,na,na,na,na,na,na,na,na,na,na,na,na,38,28,32,0.01,0,4,P,0,M,5,38.45,364,-0.017213356,0.999851839,12,1991,0.97,5.64,0.94,0.07,0.13,0.02,0.18,1.04,0.17,0.01,0.02,0,-0.008773924,0.752048448,-0.022276395,-1.096910013,-0.853871964,-1.522878745,-0.721246399,0.021189299,-0.744727495,-1.698970004,-1.522878745,-2,3.6,21.5,3.58,0.2,0.3,0.05,1.54
68,3,na,na,na,na,na,na,na,na,na,na,na,na,na,36,12,27,0.15,0,U,P,0,M,3,35.44,8,0.137278772,0.990532452,1,1992,0.85,2.45,0.82,0.06,0.09,0.03,0.18,0.53,0.18,0.01,0.02,0.01,-0.065501549,0.390935107,-0.080921908,-1.15490196,-1,-1.397940009,-0.721246399,-0.26760624,-0.721246399,-1.698970004,-1.522878745,-1.698970004,3.4,10,3.33,0.2,0.2,0.07,na
69,2,na,na,na,na,na,na,na,na,na,na,na,na,na,44,13,32,0,0,Z,0,0,M,6,32.86,12,0.2051045,0.97874008,1,1992,0.78,1.55,0.78,0.07,0.13,0.07,0.18,0.36,0.18,0.01,0.02,0.01,-0.102372909,0.193124598,-0.102372909,-1.096910013,-0.853871964,-1.096910013,-0.721246399,-0.431798276,-0.721246399,-1.698970004,-1.522878745,-1.698970004,3.3,6.6,3.3,0.2,0.4,0.2,na
71,3,na,na,na,na,na,na,na,na,na,na,na,na,na,35,6,18,0.83,0,N,P,0,M,3,25.28,23,0.385663406,0.922639549,1,1992,0.69,1.99,0.66,0.03,0.04,0.01,0.18,0.5,0.17,0.01,0.02,0.01,-0.15490196,0.301029996,-0.173925197,-1.397940009,-1.301029996,-1.698970004,-0.721246399,-0.292429824,-0.744727495,-1.698970004,-1.522878745,-1.698970004,3.2,9.2,3.07,0.1,0.2,0.07,na
72,2,na,na,na,na,na,na,na,na,na,na,na,na,na,37,22,31,0,0,N,0,0,M,7,32.5,31,0.508670944,0.860961016,1,1992,0.69,1.34,0.67,0.05,0.06,0.03,0.14,0.27,0.14,0.01,0.01,0.01,-0.15490196,0.130333768,-0.167491087,-1.22184875,-1.15490196,-1.397940009,-0.823908741,-0.552841969,-0.823908741,-1.698970004,-1.698970004,-1.698970004,3.2,6.2,3.1,0.2,0.2,0.1,na
73,4,na,na,na,na,na,na,na,na,na,na,na,na,na,43,16,33,0,0,2,0,0,M,5,34.05,34,0.552435313,0.833555772,2,1992,0.73,2.83,0.71,0.08,0.29,0.07,0.14,0.51,0.13,0.02,0.05,0.01,-0.13076828,0.45331834,-0.142667504,-1.045757491,-0.522878745,-1.096910013,-0.823908741,-0.283996656,-0.853871964,-1.522878745,-1.22184875,-1.698970004,3.4,13.1,3.28,0.4,1.5,0.38,0.68
74,3,na,na,na,na,na,na,na,na,na,na,na,na,na,36,9,25,0,0,U,0,0,M,8,28.2,41,0.648629561,0.761104259,2,1992,0.59,1.74,0.58,0.07,0.16,0.05,0.09,0.26,0.09,0.02,0.03,0.01,-0.22184875,0.243038049,-0.229147988,-1.096910013,-0.769551079,-1.22184875,-1,-0.568636236,-1,-1.522878745,-1.397940009,-1.698970004,2.7,8,2.67,0.3,0.7,0.23,na
75,4,na,na,na,na,na,na,na,na,na,na,na,na,na,40,28,35,0,0,0.5,0,0,M,5,26.45,46,0.711656622,0.702527474,2,1992,4.9,7.19,1.8,4.25,4.83,1.21,0.45,0.85,0.21,0.34,0.49,0.12,0.691081492,0.857332496,0.257678575,0.629409599,0.684845362,0.086359831,-0.337242168,-0.065501549,-0.657577319,-0.455931956,-0.301029996,-0.886056648,4.1,12.4,3.1,1.2,1.6,0.4,0.13
76,3,na,na,na,na,na,na,na,na,na,na,na,na,na,39,19,31,0.24,2.5,1,P,S,M,3,26.86,50,0.758305808,0.651898996,2,1992,0.65,1.74,0.58,0.03,0.03,0.01,0.11,0.27,0.09,0.01,0.02,0.01,-0.180456064,0.243038049,-0.229147988,-1.397940009,-1.397940009,-1.698970004,-0.920818754,-0.552841969,-1,-1.698970004,-1.522878745,-1.698970004,2.9,8,2.67,0.2,0.3,0.1,0.27
77,7,na,na,na,na,na,na,na,na,na,na,na,na,na,60,21,38,0.13,0,4,P,0,M,5,26.65,56,0.821476553,0.570242293,2,1992,68.18,124.72,17.82,64.85,103.81,14.83,15.72,29.32,4.19,15.28,27,3.86,1.83372069,2.095970922,1.251151343,1.811976944,2.016281025,1.171433901,1.196728723,1.467312063,0.62324929,1.184407485,1.431524584,0.587710965,8.1,36.6,5.23,3.5,9.8,0.82,1.07
80,3,na,na,na,na,na,na,na,na,na,na,na,na,na,29,10,19,0.03,0,1,P,0,M,3,15.76,71,0.939856058,0.341570769,3,1992,2.35,5.78,1.93,0.56,0.79,0.26,1.52,3.94,1.31,0.64,0.98,0.33,0.372912003,0.762678564,0.28780173,-0.244125144,-0.096910013,-0.568636236,0.184691431,0.596597096,0.120573931,-0.187086643,-0.004364805,-0.468521083,5.1,14.3,4.77,0.2,0.2,0.07,0.16
81,3,na,na,na,na,na,na,na,na,na,na,na,na,na,44,20,30,0.02,0,1,P,0,M,3,13.45,74,0.956234827,0.292600336,3,1992,1.32,3.41,1.14,0.1,0.11,0.04,0.72,1.56,0.52,0.13,0.14,0.05,0.123851641,0.534026106,0.06069784,-0.958607315,-0.920818754,-1.301029996,-0.13667714,0.195899652,-0.27572413,-0.853871964,-0.823908741,-1.22184875,4.6,13.4,4.47,0.3,0.3,0.1,0.13
82,3,na,na,na,na,na,na,na,na,na,na,na,na,na,49,23,35,0.03,0,1,P,0,M,3,12.5,77,0.970063922,0.242849722,3,1992,0.99,2.89,0.96,0.06,0.08,0.03,0.35,1.01,0.34,0.03,0.04,0.01,0,0.462397998,-0.013228266,-1.15490196,-1.045757491,-1.397940009,-0.443697499,0.008600172,-0.455931956,-1.397940009,-1.301029996,-1.698970004,4.6,13.4,4.47,0.3,0.7,0.23,0.13
83,5,na,na,na,na,na,na,na,na,na,na,na,na,na,63,10,38,0.18,0,1,P,0,M,3,12.94,81,0.984473817,0.17553149,3,1992,0.95,4.47,0.89,0.1,0.22,0.04,0.32,1.51,0.3,0.03,0.08,0.02,-0.017728767,0.651278014,-0.045757491,-0.958607315,-0.638272164,-1.301029996,-0.48148606,0.181843588,-0.508638306,-1.397940009,-1.045757491,-1.522878745,4.4,20.8,4.16,0.4,0.8,0.16,0.13
85,5,na,na,na,na,na,na,na,na,na,na,na,na,na,70,23,45,0,0,Z,0,0,M,6,na,93,0.999546281,-0.030120305,4,1992,0.74,3.3,0.66,0.08,0.22,0.04,0.23,0.96,0.19,0.04,0.09,0.02,-0.124938737,0.519827994,-0.173925197,-1.045757491,-0.638272164,-1.301029996,-0.619788758,-0.013228266,-0.698970004,-1.301029996,-1,-1.522878745,4,19.2,3.84,0.1,0.1,0.02,na
106,4,na,na,na,na,na,na,na,na,na,na,na,na,na,39,6,23,0.18,2,1,P,S,M,3,11.63,354,-0.18822671,0.982125606,12,1992,0.93,3.55,0.89,0.18,0.34,0.09,0.15,0.58,0.15,0.03,0.05,0.01,-0.026872146,0.551449998,-0.045757491,-0.721246399,-0.455931956,-1,-0.795880017,-0.229147988,-0.795880017,-1.397940009,-1.22184875,-1.698970004,3.5,13.3,3.33,0.7,1.4,0.35,0.12
107,3,na,na,na,na,na,na,na,na,na,na,na,na,na,34,na,13,0.28,3,1,P,S,M,3,15.1,364,-0.017213356,0.999851839,12,1992,0.95,2.71,0.9,0.06,0.16,0.05,0.16,0.46,0.15,0.01,0.02,0.01,-0.017728767,0.434568904,-0.040958608,-1.15490196,-0.769551079,-1.22184875,-0.769551079,-0.327902142,-0.795880017,-1.698970004,-1.522878745,-1.698970004,3.8,10.9,3.63,0.3,0.8,0.27,0.15
108,2,na,na,na,na,na,na,na,na,na,na,na,na,na,30,21,26,0.91,9,N,P,S,M,3,13.15,12,0.2051045,0.97874008,1,1993,0.78,1.55,0.78,0.06,0.11,0.06,0.15,0.3,0.15,0.01,0.02,0.01,-0.102372909,0.193124598,-0.102372909,-1.15490196,-0.920818754,-1.15490196,-0.795880017,-0.508638306,-0.795880017,-1.698970004,-1.522878745,-1.698970004,3.4,6.8,3.4,0.2,0.4,0.2,na
109,4,na,na,na,na,na,na,na,na,na,na,na,na,na,41,-10,23,0.49,0,1,P,0,M,3,11.36,19,0.321269662,0.946987753,1,1993,0.66,2.46,0.62,0.04,0.1,0.03,0.13,0.49,0.12,0.01,0.01,0,-0.173925197,0.392696953,-0.200659451,-1.301029996,-0.958607315,-1.397940009,-0.853871964,-0.301029996,-0.886056648,-1.698970004,-1.698970004,-2,3.1,11.4,2.85,0.2,0.4,0.1,0.11
110,6,na,na,na,na,na,na,na,na,na,na,na,na,na,40,-4,19,0.09,0,6,P,0,M,3,18.81,24,0.401487989,0.915864288,1,1993,0.66,3.59,0.6,0.08,0.14,0.02,0.13,0.73,0.12,0.01,0.01,0,-0.173925197,0.556302501,-0.214670165,-1.045757491,-0.823908741,-1.522878745,-0.853871964,-0.13076828,-0.886056648,-1.698970004,-1.698970004,-2,3.3,17.9,2.98,0.5,0.8,0.13,1.13
111,5,na,na,na,na,na,na,na,na,na,na,na,na,na,47,4,31,0,0,1,0,0,M,5,22.81,30,0.49377555,0.869589389,1,1993,0.67,3.11,0.62,0.08,0.18,0.04,0.14,0.65,0.13,0.02,0.05,0.01,-0.167491087,0.494154594,-0.200659451,-1.045757491,-0.721246399,-1.301029996,-0.823908741,-0.180456064,-0.853871964,-1.522878745,-1.22184875,-1.698970004,3.5,16.4,3.28,0.5,1.2,0.24,0.23
112,3,na,na,na,na,na,na,na,na,na,na,na,na,na,29,-3,15,0.48,0,U,P,0,M,3,21.53,52,0.780295851,0.625410573,2,1993,0.57,1.63,0.54,0.03,0.06,0.02,0.12,0.35,0.12,0.01,0.01,0,-0.236572006,0.214843848,-0.259637311,-1.397940009,-1.15490196,-1.522878745,-0.886056648,-0.443697499,-0.886056648,-1.698970004,-1.698970004,-2,3.5,10.1,3.37,0.2,0.4,0.13,na
113,5,na,na,na,na,na,na,na,na,na,na,na,na,na,47,25,35,0,0,2,0,0,M,5,25.84,61,0.867456355,0.497513289,3,1993,0.92,4,0.8,0.13,0.41,0.08,0.19,0.83,0.17,0.03,0.09,0.02,-0.031517051,0.603144373,-0.091514981,-0.853871964,-0.37675071,-1.045757491,-0.698970004,-0.075720714,-0.744727495,-1.397940009,-1,-1.522878745,3.9,18.3,3.66,0.2,0.4,0.08,0.52
114,4,na,na,na,na,na,na,na,na,na,na,na,na,na,42,14,30,0.51,3.3,3,P,S,M,3,24.29,67,0.914127988,0.405425728,3,1993,4.98,16.04,4.01,2.34,6.46,1.62,0.8,2.01,0.5,0.3,0.65,0.16,0.698100546,1.205475037,0.604226053,0.371067862,0.810904281,0.212187604,-0.091514981,0.305351369,-0.292429824,-0.508638306,-0.180456064,-0.769551079,5,18.5,4.63,1,2.7,0.68,0.73
115,3,na,na,na,na,na,na,na,na,na,na,na,na,na,41,4,21,0,0,U,0,0,M,8,26.57,74,0.956234827,0.292600336,3,1993,2.31,5.92,1.97,1.32,2.96,0.99,0.63,1.35,0.45,0.43,0.83,0.28,0.365487985,0.773054693,0.29666519,0.123851641,0.472756449,0,-0.193820026,0.133538908,-0.337242168,-0.356547324,-0.075720714,-0.537602002,4.1,11.1,3.7,0.7,1.2,0.4,na
116,4,na,na,na,na,na,na,na,na,na,na,na,na,na,46,29,35,0.09,1,6,P,S,M,3,26.88,80,0.98130647,0.192451582,3,1993,21.23,24.3,6.08,20.21,20.23,5.06,1.39,2.24,0.56,1.12,1.23,0.31,1.327154512,1.385784959,0.784617293,1.305781151,1.306210508,0.705007959,0.146128036,0.352182518,-0.244125144,0.053078443,0.093421685,-0.494850022,4.9,16.3,4.08,1.1,1.2,0.3,1.61
117,5,na,na,na,na,na,na,na,na,na,na,na,na,na,65,29,43,0,0,2,0,0,M,5,31.42,84,0.992222209,0.124479264,3,1993,57.93,169.76,33.95,39.2,71.17,14.23,8.32,24.62,4.92,6.45,12.01,2.4,1.762978491,2.229860949,1.530967682,1.593396842,1.852357984,1.153509989,0.920645001,1.391464412,0.692846919,0.810232518,1.079904468,0.382017043,8.2,36.1,7.22,1.9,3.8,0.76,0.63
119,1,na,na,na,na,na,na,na,na,na,na,na,na,na,48,20,34,0,0,Z,0,0,M,6,12,93,0.999546281,-0.030120305,4,1993,5.35,5.35,5.35,1.69,1.69,1.69,0.78,0.78,0.78,0.1,0.1,0.1,0.72916479,0.72916479,0.72916479,0.230448921,0.230448921,0.230448921,-0.102372909,-0.102372909,-0.102372909,-0.958607315,-0.958607315,-0.958607315,7.3,7.3,7.3,1,1,0.5,na
120,1,na,na,na,na,na,na,na,na,na,na,na,na,na,52,31,42,0,0,Z,0,0,M,6,na,95,0.997917161,-0.064508449,4,1993,3.84,3.84,3.84,0.18,0.18,0.18,0.75,0.75,0.75,0.07,0.07,0.07,0.58546073,0.58546073,0.58546073,-0.721246399,-0.721246399,-0.721246399,-0.119186408,-0.119186408,-0.119186408,-1.096910013,-1.096910013,-1.096910013,6.3,6.3,6.3,0,0.4,0.2,na
154,4,na,na,na,na,na,na,na,na,na,na,na,na,na,34,10,21,0.41,3,U,P,S,M,3,8.56,330,-0.566701756,0.823923006,11,1993,0.81,3.17,0.79,0.03,0.05,0.01,0.17,0.65,0.16,0.01,0.03,0.01,-0.086186148,0.50242712,-0.096910013,-1.397940009,-1.22184875,-1.698970004,-0.744727495,-0.180456064,-0.769551079,-1.698970004,-1.397940009,-1.698970004,5,19.5,4.88,0.1,0.3,0.07,na
155,2,na,na,na,na,na,na,na,na,na,na,na,na,na,40,27,35,0.02,0,N,P,0,M,7,6.99,335,-0.49377555,0.869589389,12,1993,0.83,1.58,0.79,0.05,0.08,0.04,0.16,0.31,0.16,0.01,0.02,0.01,-0.075720714,0.201397124,-0.096910013,-1.22184875,-1.045757491,-1.301029996,-0.769551079,-0.494850022,-0.769551079,-1.698970004,-1.522878745,-1.698970004,5.1,9.7,4.85,0.3,0.4,0.2,na
156,3,na,na,na,na,na,na,na,na,na,na,na,na,na,37,18,31,0.02,0,N,P,0,M,3,9.66,338,-0.448229342,0.893918597,12,1993,0.81,2.42,0.81,0.09,0.2,0.07,0.15,0.45,0.15,0.02,0.04,0.01,-0.086186148,0.385606274,-0.086186148,-1,-0.677780705,-1.096910013,-0.795880017,-0.337242168,-0.795880017,-1.522878745,-1.301029996,-1.698970004,5,14.9,4.97,0.6,1.3,0.43,na
157,2,na,na,na,na,na,na,na,na,na,na,na,na,na,46,17,33,0,0,N,0,0,M,7,5,343,-0.369724543,0.929141411,12,1993,0.77,1.53,0.77,0.04,0.07,0.04,0.14,0.27,0.14,0.01,0.01,0.01,-0.107905397,0.187520721,-0.107905397,-1.301029996,-1.096910013,-1.301029996,-0.823908741,-0.552841969,-0.823908741,-1.698970004,-1.698970004,-1.698970004,4.8,9.5,4.75,0.3,0.5,0.25,na
158,4,na,na,na,na,na,na,na,na,na,na,na,na,na,50,22,39,0.21,0,N,P,0,M,3,na,346,-0.321269662,0.946987753,12,1993,4.15,9.54,2.39,1.71,3.28,0.82,1.28,2.76,0.69,0.47,0.9,0.23,0.619093331,0.980003372,0.380211242,0.235528447,0.517195898,-0.080921908,0.11058971,0.442479769,-0.15490196,-0.318758763,-0.040958608,-0.619788758,5.7,20.7,5.18,0.7,2.1,0.53,na
159,2,na,na,na,na,na,na,na,na,na,na,na,na,na,38,32,35,0.21,0,N,P,0,M,3,na,351,-0.238672766,0.971100052,12,1993,2.1,3.87,1.94,0.59,0.85,0.43,0.64,1.12,0.56,0.27,0.38,0.19,0.324282455,0.588831726,0.290034611,-0.22184875,-0.065501549,-0.356547324,-0.187086643,0.053078443,-0.244125144,-0.552841969,-0.408935393,-0.698970004,5.1,10.2,5.1,0,0,0,na
