date	phot_tot	phos_storm	solids_tot	solids_storm
2/10/1995	1.21	1.17	0.06	0.06
2/11/1995	1.17	1.17	0.06	0.06
2/12/1995	1.17	1.17	0.06	0.06
2/13/1995	1.17	1.17	0.06	0.06
2/14/1995	1.17	1.17	0.06	0.06
2/15/1995	1.17	1.17	0.06	0.06
2/16/1995	1.17	1.17	0.06	0.06
2/17/1995	1.17	1.17	0.06	0.06
2/18/1995	1.3	1.3	0.06	0.06
2/19/1995	3.3	1.3	0.64	0.06
2/20/1995	18	1.3	3.7	0.06
2/21/1995	7.5	3.2	1.5	0.64
2/22/1995	5.1	3.2	1	0.64
2/23/1995	3.2	3.2	0.64	0.64
2/24/1995	1.73	1.43	0.09	0.07
2/25/1995	1.51	1.43	0.08	0.07
2/26/1995	1.43	1.43	0.07	0.07
2/27/1995	1.43	1.43	0.07	0.07
2/28/1995	1.43	1.43	0.07	0.07
3/1/1995	1.43	1.43	0.07	0.07
3/2/1995	1.34	1.3	0.07	0.06
3/3/1995	1.3	1.3	0.06	0.06
3/4/1995	1.3	1.3	0.06	0.06
3/5/1995	1.3	1.3	0.06	0.06
3/6/1995	1.3	1.3	0.06	0.06
3/7/1995	1.3	1.3	0.06	0.06
3/8/1995	1.3	1.3	0.06	0.06
3/9/1995	1.3	1.3	0.06	0.06
3/10/1995	1.34	1.3	0.07	0.06
3/11/1995	35	2.09	7.2	0.05
3/12/1995	4.5	2.09	0.9	0.05
3/13/1995	2.09	2.09	0.05	0.05
3/14/1995	1.96	1.64	0.04	0.04
3/15/1995	1.73	1.64	0.04	0.04
3/16/1995	1.64	1.64	0.04	0.04
3/17/1995	1.61	1.55	0.04	0.04
3/18/1995	1.55	1.55	0.04	0.04
3/19/1995	1.55	1.55	0.04	0.04
3/20/1995	5.6	2.17	0.36	0.05
3/21/1995	3.6	2.17	0.22	0.05
3/22/1995	2.17	2.17	0.05	0.05
3/23/1995	2.12	1.67	0.05	0.04
3/24/1995	1.83	1.67	0.04	0.04
3/25/1995	1.67	1.67	0.04	0.04
3/26/1995	1.88	1.88	0.04	0.04
3/27/1995	3.1	1.88	0.18	0.04
3/28/1995	3.1	1.88	0.18	0.04
3/29/1995	2.46	2	0.06	0.05
3/30/1995	2.18	2	0.05	0.05
3/31/1995	2	2	0.05	0.05
4/1/1995	1.94	1.68	0.04	0.04
4/2/1995	1.75	1.68	0.04	0.04
4/3/1995	1.68	1.68	0.04	0.04
4/4/1995	1.49	1.48	0.03	0.03
4/5/1995	1.48	1.48	0.03	0.03
4/6/1995	1.55	1.48	0.04	0.03
4/7/1995	1.72	1.72	0.04	0.04
4/8/1995	2.8	1.72	0.1	0.04
4/9/1995	1.99	1.72	0.05	0.04
4/10/1995	3.6	3.6	0.15	0.15
4/11/1995	51	3.6	9.9	0.15
4/12/1995	96.09	3.6	7.3	0.15
4/13/1995	6.8	2.9	0.33	0.07
4/14/1995	3.42	2.9	0.08	0.07
4/15/1995	2.9	2.9	0.07	0.07
4/16/1995	2.74	2.72	0.06	0.06
4/17/1995	2.72	2.72	0.06	0.06
4/18/1995	46.62	2.72	11.7	0.06
4/19/1995	20.15	5.32	2.83	0.24
4/20/1995	5.32	5.32	0.24	0.24
4/21/1995	10.28	5.32	1.48	0.24
4/22/1995	3.73	2.87	0.09	0.07
4/23/1995	3.06	2.87	0.07	0.07
4/24/1995	2.87	2.87	0.07	0.07
4/25/1995	2.83	2.83	0.06	0.06
4/26/1995	3.7	2.83	0.14	0.06
4/27/1995	9.26	2.83	1.04	0.06
4/28/1995	2.82	2.59	0.07	0.06
4/29/1995	2.59	2.59	0.06	0.06
4/30/1995	2.93	2.59	0.07	0.06
5/1/1995	2.49	2.15	0.06	0.05
5/2/1995	2.32	2.15	0.06	0.05
5/3/1995	2.15	2.15	0.05	0.05
5/4/1995	2.15	1.95	0.05	0.05
5/5/1995	2.08	1.95	0.05	0.05
5/6/1995	1.95	1.95	0.05	0.05
5/7/1995	1.92	1.92	0.05	0.05
5/8/1995	37.6	1.92	6.85	0.05
5/9/1995	139.74	1.92	33.72	0.05
5/10/1995	228.83	9.19	47.08	0.97
5/11/1995	11.4	9.19	1.2	0.97
5/12/1995	9.19	9.19	0.97	0.97
5/13/1995	47.73	8.42	14.15	0.89
5/14/1995	11.61	8.42	1.31	0.89
5/15/1995	8.42	8.42	0.89	0.89
5/16/1995	7.8	6.08	0.82	0.63
5/17/1995	7.09	6.08	0.74	0.63
5/18/1995	6.08	6.08	0.63	0.63
5/19/1995	5.46	4.49	0.56	0.46
5/20/1995	4.89	4.49	0.5	0.46
5/21/1995	4.49	4.49	0.46	0.46
5/22/1995	4.3	4.3	0.43	0.43
5/23/1995	4.39	4.3	0.44	0.43
5/24/1995	4.35	4.3	0.43	0.43
5/25/1995	3.82	3.54	0.38	0.35
5/26/1995	3.54	3.54	0.35	0.35
5/27/1995	7.98	3.54	1.52	0.35
5/28/1995	9.72	3.97	1.7	0.39
5/29/1995	4.78	3.97	0.46	0.39
5/30/1995	3.97	3.97	0.39	0.39
5/31/1995	3.68	3.63	0.36	0.34
6/1/1995	3.63	3.63	0.35	0.34
6/2/1995	3.67	3.63	0.34	0.34
6/3/1995	3.69	3.33	0.34	0.29
6/4/1995	3.4	3.33	0.3	0.29
6/5/1995	3.33	3.33	0.29	0.29
6/6/1995	3.91	3.38	0.33	0.28
6/7/1995	3.78	3.38	0.32	0.28
6/8/1995	3.38	3.38	0.28	0.28
6/9/1995	3.21	3.21	0.26	0.25
6/10/1995	3.24	3.21	0.25	0.25
6/11/1995	3.21	3.21	0.25	0.25
6/12/1995	3.02	2.92	0.23	0.21
6/13/1995	3.03	2.92	0.22	0.21
6/14/1995	2.92	2.92	0.21	0.21
6/15/1995	2.74	2.74	0.2	0.2
6/16/1995	2.8	2.74	0.2	0.2
6/17/1995	2.81	2.74	0.2	0.2
6/18/1995	2.73	2.51	0.2	0.18
6/19/1995	2.59	2.51	0.19	0.18
6/20/1995	2.51	2.51	0.18	0.18
6/21/1995	2.6	2.4	0.19	0.17
6/22/1995	2.4	2.4	0.17	0.17
6/23/1995	2.47	2.4	0.18	0.17
6/24/1995	10	10	0.3	0.3
6/25/1995	16	10	1.3	0.3
6/26/1995	20	10	1.7	0.3
6/27/1995	20	6.68	1.7	0.42
6/28/1995	7.6	6.68	0.51	0.42
6/29/1995	6.68	6.68	0.42	0.42
6/30/1995	5.53	4.79	0.34	0.26
7/1/1995	5.16	4.79	0.3	0.26
7/2/1995	4.79	4.79	0.26	0.26
7/3/1995	4.73	4.73	0.25	0.25
7/4/1995	4.88	4.73	0.25	0.25
7/5/1995	10	4.73	0.72	0.25
7/6/1995	4.36	2.99	0.2	0.13
7/7/1995	3.23	2.99	0.14	0.13
7/8/1995	2.99	2.99	0.13	0.13
7/9/1995	2.95	2.59	0.12	0.1
7/10/1995	2.71	2.59	0.1	0.1
7/11/1995	2.59	2.59	0.1	0.1
7/12/1995	2.58	2.58	0.09	0.09
7/13/1995	2.63	2.58	0.09	0.09
7/14/1995	2.61	2.58	0.09	0.09
7/15/1995	2.68	2.68	0.1	0.1
7/16/1995	3.05	2.68	0.11	0.1
7/17/1995	2.88	2.68	0.1	0.1
7/18/1995	2.6	2.52	0.09	0.09
7/19/1995	2.52	2.52	0.09	0.09
7/20/1995	2.62	2.52	0.09	0.09
7/21/1995	2.61	2.54	0.09	0.09
7/22/1995	2.54	2.54	0.09	0.09
7/23/1995	2.54	2.54	0.09	0.09
7/24/1995	2.44	2.28	0.08	0.08
7/25/1995	2.36	2.28	0.08	0.08
7/26/1995	2.28	2.28	0.08	0.08
7/27/1995	39.36	4.43	10.22	0.11
7/28/1995	49.44	4.43	5.14	0.11
7/29/1995	4.43	4.43	0.11	0.11
7/30/1995	3.68	3.38	0.09	0.09
7/31/1995	3.38	3.38	0.09	0.09
8/1/1995	3.39	3.38	0.09	0.09
8/2/1995	3.26	3.17	0.09	0.09
8/3/1995	3.29	3.17	0.1	0.09
8/4/1995	3.17	3.17	0.1	0.09
8/5/1995	2.87	2.87	0.09	0.09
8/6/1995	67.11	2.87	23.7	0.09
8/7/1995	379.21	2.87	88.27	0.09
8/8/1995	15.56	4.93	1.38	0.35
8/9/1995	4.93	4.93	0.35	0.35
8/10/1995	5.27	4.93	0.37	0.35
8/11/1995	5.25	3.16	0.37	0.22
8/12/1995	3.7	3.16	0.26	0.22
8/13/1995	3.16	3.16	0.22	0.22
8/14/1995	3	2.68	0.2	0.17
8/15/1995	2.68	2.68	0.18	0.17
8/16/1995	2.7	2.68	0.17	0.17
8/17/1995	2.87	2.52	0.18	0.15
8/18/1995	2.65	2.52	0.17	0.15
8/19/1995	2.52	2.52	0.15	0.15
8/20/1995	2.29	2.2	0.14	0.13
8/21/1995	2.2	2.2	0.13	0.13
8/22/1995	2.39	2.2	0.14	0.13
8/23/1995	2.43	2.22	0.14	0.13
8/24/1995	2.22	2.22	0.13	0.13
8/25/1995	2.37	2.22	0.13	0.13
8/26/1995	2.24	2.24	0.13	0.13
8/27/1995	2.24	2.24	0.13	0.13
8/28/1995	5.13	2.24	0.59	0.13
8/29/1995	18.23	2.92	3.1	0.16
8/30/1995	4.32	2.92	0.26	0.16
8/31/1995	2.92	2.92	0.16	0.16
9/1/1995	2.64	2.64	0.14	0.14
9/2/1995	2.81	2.64	0.15	0.14
9/3/1995	3.03	2.64	0.16	0.14
9/4/1995	2.84	2.54	0.15	0.14
9/5/1995	2.54	2.54	0.14	0.14
9/6/1995	2.97	2.54	0.16	0.14
9/7/1995	6.2	3.06	0.36	0.17
9/8/1995	3.31	3.06	0.18	0.17
9/9/1995	3.06	3.06	0.17	0.17
9/10/1995	2.91	2.73	0.17	0.17
9/11/1995	2.83	2.73	0.17	0.17
9/12/1995	2.73	2.73	0.17	0.17
9/13/1995	2.61	2.3	0.17	0.16
9/14/1995	2.37	2.3	0.16	0.16
9/15/1995	2.3	2.3	0.16	0.16
9/16/1995	2.82	2.82	0.2	0.2
9/17/1995	3.71	2.82	0.22	0.2
9/18/1995	4.56	2.82	0.22	0.2
9/19/1995	7.93	4.03	0.39	0.3
9/20/1995	9.94	4.03	0.54	0.3
9/21/1995	4.03	4.03	0.3	0.3
9/22/1995	2.24	1.98	0.25	0.22
9/23/1995	2.09	1.98	0.23	0.22
9/24/1995	1.98	1.98	0.22	0.22
9/25/1995	2.11	1.87	0.23	0.21
9/26/1995	2.14	1.87	0.24	0.21
9/27/1995	1.87	1.87	0.21	0.21
9/28/1995	1.86	1.86	0.2	0.2
9/29/1995	1.9	1.86	0.21	0.2
9/30/1995	2.25	1.86	0.25	0.2
