storm_num,num_days,startdatetime,enddatetime,num_events,theisen,p5max,p10max,p15max,p30max,p60max,ei,duration,intense,ap_1day,ap_3day,ap_5day,tmax,tmin,tmean,nws_prec,nws_snow,melt_snow,p,s,m,event_type,sweq,start_day,end_day,month,year,ptot_max,ptot_tot,ptot_avg,pstorm_max,pstorm_tot,pstorm_avg,stot_max,stot_tot,stot_avg,sstorm_max,sstorm_tot,sstorm_avg,qtot_max,qtot_tot,qtot_avg,qstorm_max,qstorm_tot,qstorm_avg,melt_water,total_water
11,6,,,,,,,,,,,,,,,,42,-5,23,0,0,4,,,M,5,25.27%,1/16/91,1/21/91,1,1991,0.69,3.95,0.66,0.11,0.16,0.03,0.22,1.25,0.21,0.02,0.06,0.01,2.1,12.2,2.03,0.3,0.4,0.07,1.01,1.01
12,11,,,,,,,,,,,,,,,,50,4,33,0,0,8,,,M,5,29.80%,2/1/91,2/11/91,2,1991,0.78,7.71,0.7,0.13,0.38,0.03,0.48,4.5,0.41,0.09,0.25,0.02,2.4,23.8,2.16,0.4,1.1,0.1,2.38,2.38
13,3,,,,,,,,,,,,,,,,36,2,26,0,0,U,,,M,8,25.69%,2/16/91,2/18/91,2,1991,0.65,1.82,0.61,0.1,0.17,0.06,0.53,1.49,0.5,0.09,0.17,0.06,2,5.6,1.87,0.3,0.5,0.17,NA,NA
14,5,,,,,,,,,,,,,,,,47,15,28,0.15,0,1,P,,M,3,34.10%,2/19/91,2/23/91,2,1991,0.75,3.38,0.68,0.1,0.22,0.04,0.62,2.87,0.57,0.13,0.27,0.05,2.3,10.4,2.08,0.3,0.7,0.14,0.34,0.34
15,4,3/1/91 10:20,3/2/91 2:05,1,0.355,0.12,0.108,0.08,0.076,0.06,0.139,15.75,0.023,0,0,0,38,14,27,0.47,0,4,P,,M,2,19.11%,2/28/91,3/3/91,2,1991,1.25,3.6,0.9,0.63,0.88,0.22,0.71,2.07,0.52,0.33,0.49,0.12,3.9,11.2,2.8,2,2.9,0.73,0.76,1.12
16,2,,,,,,,,,,,,,,,,53,23,39,0.1,0,Z,P,,M,6,10.00%,3/5/91,3/6/91,3,1991,1.42,2.47,1.24,0.49,0.68,0.34,0.64,1.15,0.58,0.23,0.3,0.15,4.2,7.4,3.7,1.3,1.9,0.95,NA,NA
17,4,,,,,,,,,,,,,,,,47,23,36,0,0,Z,,,M,6,10.00%,3/8/91,3/11/91,3,1991,1.31,4.32,1.08,0.31,0.39,0.1,0.48,1.71,0.43,0.08,0.1,0.03,4.1,13.4,3.35,1,1.2,0.3,NA,NA
18,4,,,,,,,,,,,,,,,,49,24,36,0.07,0.8,1,P,S,M,3,10.00%,3/12/91,3/15/91,3,1991,1.08,4.18,1.05,0.1,0.25,0.06,0.38,1.38,0.35,0.05,0.1,0.03,3.3,12.9,3.23,0.3,0.8,0.2,0.1,0.1
19,4,,,,,,,,,,,,,,,,63,27,41,0.04,0,0,P,,M,3,,3/16/91,3/19/91,3,1991,1.14,4.33,1.08,0.04,0.07,0.02,0.3,1.17,0.29,0.01,0.03,0.01,3.5,13.3,3.33,0.2,0.3,0.08,0,0
20,1,3/20/91 19:25,3/21/91 5:40,1,0.252,0.324,0.312,0.288,0.228,0.175,0.361,10.25,0.025,0,0,0,57,29,43,0,0,0,P,,,1,,3/20/91,3/20/91,3,1991,1.18,1.18,1.18,0.07,0.07,0.07,0.28,0.28,0.28,0,0,0,3.7,3.7,3.7,0.3,0.5,0.25,0,0.25
21,4,3/22/91 14:50,3/23/91 14:35,1,1.105,0.48,0.432,0.424,0.376,0.351,2.685,23.75,0.047,0,0.252,0.252,61,35,44,1.2,NA,0,P,,,1,,3/22/91,3/25/91,3,1991,10.3,17.48,4.37,8.92,12.36,3.09,1.3,2.28,0.57,0.88,1.02,0.26,6.9,20.7,5.18,2.6,4.9,1.23,0,1.11
22,2,3/27/91 4:10,3/27/91 16:20,1,0.599,0.732,0.732,0.616,0.442,0.312,1.789,12.167,0.049,0,0,1.105,61,27,40,0.37,0,0,P,,,1,,3/27/91,3/28/91,3,1991,3.1,4.33,2.17,1.97,2.07,1.04,3.29,3.49,1.75,3.11,3.13,1.57,5.1,8.9,4.45,1.6,1.9,0.95,0,0.6
23,9,,,,,,,,,,,,,,,,90,23,50,0.13,0,Z,P,,M,6,,3/29/91,4/6/91,3,1991,1.13,9.13,1.01,0.08,0.32,0.04,0.18,1.22,0.14,0.02,0.09,0.01,3.5,28.4,3.16,0.3,0.9,0.1,NA,NA
24,2,4/8/91 7:00,4/8/91 15:10,1,0.893,0.684,0.684,0.664,0.614,0.496,4.12,8.167,0.109,0,0,0,70,32,48,1.36,0,0,P,,,1,,4/8/91,4/9/91,4,1991,1.3,2.31,1.16,0.38,0.47,0.24,0.34,0.47,0.24,0.22,0.23,0.12,4.1,7.4,3.7,1,1.2,0.6,0,0.89
25,4,4/12/91 6:15,4/14/91 9:50,1,0.794,0.24,0.228,0.204,0.196,0.162,0.849,51.583,0.015,0,0.038,0.944,51,33,42,1.18,0,0,P,,,1,,4/12/91,4/15/91,4,1991,1.6,4.59,1.15,0.67,1.01,0.25,0.42,0.83,0.21,0.28,0.33,0.08,4.3,14.8,3.7,0.9,2.2,0.55,0,0.79
26,3,4/18/91 13:50,4/19/91 7:05,1,0.637,0.156,0.138,0.124,0.118,0.097,0.4,17.25,0.037,0,0,0.429,55,38,48,NA,0,0,P,,,1,,4/18/91,4/20/91,4,1991,1.25,3.16,1.05,0.38,0.45,0.15,0.57,0.86,0.29,0.44,0.45,0.15,4.6,11.7,3.9,1.4,1.7,0.57,0,0.64
27,3,4/22/91 15:30,4/23/91 6:50,1,0.381,0.732,0.51,0.432,0.276,0.181,0.696,15.333,0.025,0,0,0.637,68,38,51,0.2,0,0,P,,,1,,4/22/91,4/24/91,4,1991,1.04,2.97,0.99,0.24,0.4,0.13,0.17,0.47,0.16,0.04,0.06,0.02,3.9,11,3.67,0.9,1.4,0.47,0,0.38
28,5,4/26/91 14:45,4/29/91 18:10,3,3.115,2.34,2.016,1.692,1.506,1.03,29.908,75.417,0.041,0,0,0.381,77,45,61,3.89,0,0,P,,,1,,4/26/91,4/30/91,4,1991,1524.24,1542.12,308.42,1520.14,1531.25,306.25,846.01,851.99,170.4,844.93,849.41,169.88,25,44.6,8.92,19.4,23.5,4.7,0,3.12
29,2,5/5/91 2:30,5/6/91 15:20,1,1.31,0.324,0.282,0.26,0.258,0.25,2.098,36.833,0.036,0.015,0.131,0.258,53,37,45,1.29,0,0,P,,,1,,5/5/91,5/6/91,5,1991,73.09,85.98,42.99,69.82,79.44,39.72,27.08,30.52,15.26,26.3,28.96,14.48,11,18.1,9.05,5.7,7.5,3.75,0,1.31
30,2,5/8/91 1:45,5/8/91 12:55,1,0.329,0.12,0.12,0.112,0.096,0.07,0.166,11.167,0.029,0,1.31,1.441,78,40,54,0.35,0,0,P,,,1,,5/8/91,5/9/91,5,1991,5.75,8.14,4.07,3.78,4.2,2.1,1.37,1.82,0.91,0.98,1.04,0.52,6.1,11.2,5.6,1.5,2,1,0,0.33
31,1,5/13/91 3:30,5/13/91 5:50,1,0.326,1.236,1.008,0.744,0.39,0.205,0.976,2.333,0.14,0,0,0.297,86,66,76,0,0,0,P,,,1,,5/13/91,5/13/91,5,1991,1.92,1.92,1.92,0.13,0.13,0.13,0.47,0.47,0.47,0.09,0.09,0.09,4.4,4.4,4.4,0.3,0.3,0.15,0,0.33
32,3,5/15/91 19:25,5/16/91 21:50,1,2.323,2.268,2.004,1.724,1.082,0.629,20.368,26.417,0.088,0,0.326,0.326,85,50,69,1.51,0,0,P,,,1,,5/15/91,5/17/91,5,1991,831.51,876.56,292.19,829.82,861.06,287.02,382.69,392.5,130.83,382.28,389.03,129.68,19,30.4,10.13,15.1,17.4,5.8,0,2.32
33,1,5/18/91 2:40,5/18/91 14:10,1,0.228,0.12,0.102,0.08,0.072,0.068,0.086,11.5,0.02,0.041,2.364,2.69,54,38,46,0.25,0,0,P,,,1,,5/18/91,5/18/91,5,1991,16.78,16.78,16.78,4.66,4.66,4.66,3.64,3.64,3.64,0.99,0.99,0.99,6.1,6.1,6.1,0.9,16,8,0,0.23
34,2,5/25/91 12:35,5/26/91 1:55,1,0.388,0.3,0.258,0.192,0.146,0.119,0.343,13.333,0.029,0.087,0.348,0.348,81,57,67,0.52,0,0,P,,,1,,5/25/91,5/26/91,5,1991,3.85,7.51,3.76,1,1,0.5,0.89,1.7,0.85,0.18,0.18,0.09,5,9.5,4.75,0.7,0.7,0.35,0,0.39
35,2,5/28/91 2:15,5/28/91 11:25,1,0.534,1.932,1.914,1.324,0.688,0.352,3.438,9.167,0.058,0,0.408,0.691,89,67,79,0.19,0,0,P,,,1,,5/28/91,5/29/91,5,1991,5.93,7.91,3.96,3.27,3.58,1.79,1.8,2.28,1.14,1.17,1.24,0.62,6,10.4,5.2,1.7,1.8,0.9,0,0.53
36,3,5/31/91 8:45,6/1/91 17:15,2,0.88,1.92,1.854,1.62,1.028,0.526,6.683,32.5,0.027,0.118,0.145,0.689,NA,67,NA,1.91,0,0,P,,,1,,5/31/91,6/2/91,5,1991,81.84,92.46,30.82,80.17,84.57,28.19,37.55,40.81,13.6,37.14,39.34,13.11,7.1,16.5,5.5,2.8,4.2,1.4,0,0.88
