date	phos_tot	phos_storm	solids_tot	solids_storm	q_tot	q_storm
10/30/93	0.28	0.02	0	0	0.2	0.02
10/31/93	0.26	0	0	0	0.18	0
11/1/93	0.26	0	0	0	0.18	0
11/2/93	0.22	0	0	0	0.16	0
11/3/93	0.25	0.03	0	0	0.18	0.02
11/4/93	0.28	0.06	0	0	0.2	0.04
11/5/93	2.03	0	0.03	0	0.91	0
11/6/93	19.91	17.88	0.28	0.25	5.9	4.99
11/7/93	6.86	4.83	0.07	0.04	2.9	1.99
11/8/93	1.94	1.03	0.02	0.01	1.3	0.65
11/9/93	1.18	0.27	0.01	0	0.84	0.19
11/10/93	0.91	0	0.01	0	0.65	0
11/11/93	0.94	0	0.01	0	0.67	0
11/12/93	1.79	0.85	0.02	0.01	1.3	0.63
11/13/93	17.74	16.8	0.28	0.27	8.5	7.83
11/14/93	16.42	4.17	0.36	0.17	10	3.8
11/15/93	13.02	0.77	0.23	0.04	6.2	0
11/16/93	12.25	0	0.19	0	6.2	0
11/17/93	7.27	4.6	0.09	0.06	4.4	2.4
11/18/93	4.42	1.75	0.04	0.01	3.2	1.2
11/19/93	2.67	0	0.03	0	2	0
11/20/93	1.59	0.76	0.02	0.01	1.3	0.54
11/21/93	0.96	0.13	0.01	0	0.83	0.07
11/22/93	0.83	0	0.01	0	0.76	0
11/23/93	0.78	0.19	0.01	0	0.76	0.11
11/24/93	0.72	0.13	0.01	0	0.75	0.1
11/25/93	0.59	0	0.01	0	0.65	0
11/26/93	13.57	0	0.64	0.25	7.8	1
11/27/93	55.67	42.1	2.59	2.2	18	11.2
11/28/93	18.49	4.92	0.39	0	6.8	0
11/29/93	2.68	1.61	0.02	0.01	2.7	1.5
11/30/93	1.35	0.28	0.01	0	1.6	0.4
12/1/93	1.07	0	0.01	0	1.2	0
12/2/93	1.25	0	0.01	0	1.4	0
12/3/93	1.79	0.54	0.01	0	2.1	0.7
12/4/93	1.78	0.53	0.01	0	2.1	0.7
12/5/93	1.78	0.02	0.01	0	2.1	0.1
12/6/93	1.76	0	0.01	0	2	0
12/7/93	1.98	0.22	0.01	0	2.3	0.3
12/8/93	1.59	0.46	0.01	0	1.8	0.5
12/9/93	1.14	0.01	0.01	0	1.3	0
12/10/93	1.13	0	0.01	0	1.3	0
12/11/93	1.09	0.18	0.01	0	1.2	0.2
12/12/93	0.92	0.01	0.01	0	1	0
12/13/93	0.91	0	0.01	0	1	0
12/14/93	0.92	0.03	0.01	0	1	0.05
12/15/93	0.92	0.03	0.01	0	1	0.05
12/16/93	0.89	0	0.01	0	0.95	0
12/17/93	0.77	0.35	0.01	0.01	0.82	0.38
12/18/93	0.57	0.15	0	0	0.6	0.16
12/19/93	0.42	0	0	0	0.44	0
12/20/93	0.27	0.11	0	0	0.28	0.12
12/21/93	0.19	0.03	0	0	0.2	0.04
12/22/93	0.16	0	0	0	0.16	0
12/23/93	0.09	0.05	0	0	0.09	0.05
12/24/93	0.06	0.02	0	0	0.06	0.02
12/25/93	0.04	0	0	0	0.04	0
12/26/93	0.03	0.02	0	0	0.03	0.02
12/27/93	0.02	0.01	0	0	0.02	0.01
12/28/93	0.01	0	0	0	0.01	0
12/29/93	0	0	0	0	0	0
12/30/93	0	0	0	0	0	0
12/31/93	0	0	0	0	0	0
1/1/94	0	0	0	0	0	0
1/2/94	0	0	0	0	0	0
1/3/94	0	0	0	0	0	0
1/4/94	0	0	0	0	0	0
1/5/94	0	0	0	0	0	0
1/6/94	0	0	0	0	0	0
1/7/94	0	0	0	0	0	0
1/8/94	0	0	0	0	0	0
1/9/94	0	0	0	0	0	0
1/10/94	0	0	0	0	0	0
1/11/94	0	0	0	0	0	0
1/12/94	0	0	0	0	0	0
1/13/94	0	0	0	0	0	0
1/14/94	0	0	0	0	0	0
1/15/94	0	0	0	0	0	0
1/16/94	0	0	0	0	0	0
1/17/94	0	0	0	0	0	0
1/18/94	0	0	0	0	0	0
1/19/94	0	0	0	0	0	0
1/20/94	0	0	0	0	0	0
1/21/94	0	0	0	0	0	0
1/22/94	0	0	0	0	0	0
1/23/94	0	0	0	0	0	0
1/24/94	0	0	0	0	0	0
1/25/94	0	0	0	0	0	0
1/26/94	0	0	0	0	0	0
1/27/94	0	0	0	0	0	0
1/28/94	0	0	0	0	0	0
1/29/94	0	0	0	0	0	0
1/30/94	0	0	0	0	0	0
1/31/94	0	0	0	0	0	0
2/1/94	0	0	0	0	0	0
2/2/94	0	0	0	0	0	0
2/3/94	0	0	0	0	0	0
2/4/94	0	0	0	0	0	0
2/5/94	0	0	0	0	0	0
2/6/94	0	0	0	0	0	0
2/7/94	0	0	0	0	0	0
2/8/94	0	0	0	0	0	0
2/9/94	0	0	0	0	0	0
2/10/94	0	0	0	0	0	0
2/11/94	0	0	0	0	0	0
2/12/94	0	0	0	0	0	0
2/13/94	0	0	0	0	0	0
2/14/94	0	0	0	0	0	0
2/15/94	0	0	0	0	0	0
2/16/94	0	0	0	0	0	0
2/17/94	0	0	0	0	0	0
2/18/94	1.29	0	0.04	0	0.8	0
2/19/94	74.19	72.9	1.93	1.89	30	29.2
2/20/94	539.61	538.32	30.75	30.71	120	119.2
2/21/94	212.31	178.71	9.07	7.85	55	41
2/22/94	73.05	39.45	2.88	1.66	24	10
2/23/94	33.6	0	1.22	0	14	0
2/24/94	17.41	9.31	0.58	0.32	9.2	4.2
2/25/94	10.39	2.29	0.33	0.07	6.4	1.4
2/26/94	8.1	0	0.26	0	5	0
2/27/94	6.16	2.27	0.19	0.07	3.8	1.4
2/28/94	4.86	0.97	0.15	0.03	3	0.6
3/1/94	3.89	0	0.12	0	2.4	0
3/2/94	3.4	0.97	0.11	0.03	2.1	0.6
3/3/94	2.43	0	0.08	0	1.5	0
3/4/94	8.61	6.18	0.38	0.3	4.5	3
3/5/94	186.49	83.81	10.61	5.13	56	28
3/6/94	382.64	279.96	27.14	21.66	90	62
3/7/94	102.68	0	5.48	0	28	0
3/8/94	57.02	37.58	2.94	2.01	16	9.8
3/9/94	39.17	19.73	2.02	1.09	11	4.8
3/10/94	19.44	0	0.93	0	6.2	0
3/11/94	11.7	3.4	0.49	0.19	4.7	0.5
3/12/94	8.3	0	0.3	0	4.2	0
3/13/94	8.8	0.5	0.33	0.03	4.5	0.3
3/14/94	14	0	0.59	0	6.6	0
3/15/94	31	17	1.5	0.91	12	5.4
3/16/94	23	9	1.1	0.51	9.6	3
3/17/94	8.8	6.53	0.33	0.26	4.5	3.1
3/18/94	3.9	1.63	0.13	0.06	2.4	1
3/19/94	2.27	0	0.07	0	1.4	0
3/20/94	4.58	0	0.18	0	2.6	0
3/21/94	55.9	51.32	5.36	5.18	20	17.4
3/22/94	61.09	56.51	4.6	4.42	18	15.4
3/23/94	39.83	30.53	2	1.71	13	7
3/24/94	10	0.7	0.32	0.03	6.2	0.2
3/25/94	9.3	0	0.29	0	6	0
3/26/94	5.06	0.61	0.15	0.02	3.4	0.3
3/27/94	4.45	0	0.13	0	3.1	0
3/28/94	5.1	0.65	0.15	0.02	3.6	0.5
3/29/94	4.6	1.13	0.13	0.03	3.4	0.7
3/30/94	4.46	0.99	0.12	0.02	3.4	0.7
3/31/94	3.47	0	0.1	0	2.7	0
4/1/94	3.54	0	0.1	0	2.9	0
4/2/94	6.85	3.31	0.18	0.08	5.7	2.8
4/3/94	6.14	2.6	0.16	0.06	5.3	2.4
4/4/94	6.02	0	0.15	0	5.4	0
4/5/94	20	13.98	1.3	1.15	11	5.6
4/6/94	20	13.98	1.3	1.15	11	5.6
4/7/94	22	0	1.5	0	12	0
4/8/94	29	7	2.3	0.8	15	3
4/9/94	24	2	1.8	0.3	13	1
4/10/94	12	8.81	0.69	0.62	7.6	4
4/11/94	3.19	0	0.07	0	3.6	0
4/12/94	7.05	3.86	0.58	0.51	5.9	2.3
4/13/94	50.82	33.81	6.39	5.68	28	16
4/14/94	17.01	0	0.71	0	12	0
4/15/94	189.48	172.47	33.7	32.99	49	37
4/16/94	41.54	37.55	3.09	2.96	17	13.9
4/17/94	9.44	5.45	0.34	0.21	6.7	3.6
4/18/94	3.99	0	0.13	0	3.1	0
4/19/94	2.25	1.1	0.07	0.04	1.9	0.8
4/20/94	1.6	0.45	0.05	0.02	1.4	0.3
4/21/94	1.15	0	0.03	0	1.1	0
4/22/94	0.72	0.3	0.02	0.01	0.72	0.27
4/23/94	0.42	0	0.01	0	0.45	0
4/24/94	0.98	0.56	0.09	0.08	0.91	0.46
4/25/94	5794.13	5767.41	2201.84	2200.87	460	444
4/26/94	222.64	195.92	31.45	30.48	58	42
4/27/94	26.72	0	0.97	0	16	0
4/28/94	7.49	4.67	0.19	0.13	7.1	3.8
4/29/94	4.02	1.2	0.09	0.03	4.7	1.4
4/30/94	2.82	0	0.06	0	3.3	0
5/1/94	6.41	3	0.14	0.07	7.4	3.5
5/2/94	7.2	3.79	0.16	0.09	8.3	4.4
5/3/94	3.41	0	0.07	0	3.9	0
5/4/94	1.85	0.67	0.04	0.02	2.1	0.7
5/5/94	1.35	0.17	0.03	0.01	1.6	0.2
5/6/94	1.18	0	0.02	0	1.4	0
5/7/94	1.03	0.52	0.02	0.01	1.3	0.65
5/8/94	0.64	0.13	0.01	0	0.8	0.15
5/9/94	0.51	0	0.01	0	0.65	0
5/10/94	0.49	0	0.01	0	0.64	0
5/11/94	0.98	0.49	0.02	0.01	1.3	0.66
5/12/94	0.93	0.44	0.02	0.01	1.3	0.66
5/13/94	0.7	0.16	0.01	0	0.97	0.2
5/14/94	0.54	0	0.01	0	0.77	0
5/15/94	1.25	0.71	0.02	0.01	1.8	1.03
5/16/94	1.26	0.85	0.02	0.01	1.9	1.27
5/17/94	0.62	0.21	0.01	0	0.93	0.3
5/18/94	0.41	0	0.01	0	0.63	0
5/19/94	0.28	0.08	0	0	0.43	0.14
5/20/94	0.26	0.06	0	0	0.39	0.1
5/21/94	0.2	0	0	0	0.29	0
5/22/94	0.16	0.01	0	0	0.23	0.02
5/23/94	0.17	0.02	0	0	0.24	0.03
5/24/94	0.15	0	0	0	0.21	0
5/25/94	0.22	0	0	0	0.3	0
5/26/94	0.5	0.28	0.01	0.01	0.66	0.36
5/27/94	0.31	0.09	0	0	0.41	0.11
5/28/94	0.24	0.01	0	0	0.31	0.02
5/29/94	0.27	0.04	0	0	0.33	0.04
5/30/94	0.23	0	0	0	0.29	0
5/31/94	0.15	0.14	0	0	0.18	0.17
6/1/94	0.04	0.03	0	0	0.04	0.03
6/2/94	0.01	0	0	0	0.01	0
6/3/94	0	0	0	0	0	0
6/4/94	0	0	0	0	0	0
6/5/94	0	0	0	0	0	0
6/6/94	0.02	0.02	0	0	0.03	0.03
6/7/94	0	0	0	0	0	0
6/8/94	0	0	0	0	0	0
6/9/94	0	0	0	0	0	0
6/10/94	0	0	0	0	0	0
6/11/94	0	0	0	0	0	0
6/12/94	0	0	0	0	0	0
6/13/94	0.04	0.04	0	0	0.04	0.04
6/14/94	0.04	0.04	0	0	0.04	0.04
6/15/94	0.05	0.05	0	0	0.06	0.06
6/16/94	0	0	0	0	0	0
6/17/94	0	0	0	0	0	0
6/18/94	0	0	0	0	0	0
6/19/94	0	0	0	0	0	0
6/20/94	0	0	0	0	0	0
6/21/94	0	0	0	0	0	0
6/22/94	0	0	0	0	0	0
6/23/94	0	0	0	0	0	0
6/24/94	0	0	0	0	0	0
6/25/94	0	0	0	0	0	0
6/26/94	0	0	0	0	0	0
6/27/94	0	0	0	0	0	0
6/28/94	0	0	0	0	0	0
6/29/94	0	0	0	0	0	0
6/30/94	0	0	0	0	0	0
7/1/94	0	0	0	0	0	0
7/2/94	0	0	0	0	0	0
7/3/94	0	0	0	0	0	0
7/4/94	0.15	0.15	0	0	0.1	0.1
7/5/94	13.14	13.14	0.81	0.81	6.2	6.2
7/6/94	47.16	35.55	3.28	2.51	16	12
7/7/94	11.61	0	0.77	0	4	0
7/8/94	17.9	6.29	1.09	0.32	6.3	2.3
7/9/94	12.73	12.25	0.66	0.65	4.9	4.6
7/10/94	1.61	1.13	0.03	0.02	0.99	0.69
7/11/94	0.48	0	0.01	0	0.3	0
7/12/94	0.19	0.09	0	0	0.12	0.06
7/13/94	0.1	0	0	0	0.06	0
7/14/94	0.13	0.03	0	0	0.08	0.02
7/15/94	0.1	0.02	0	0	0.06	0.01
7/16/94	0.08	0	0	0	0.05	0
7/17/94	0.18	0.1	0	0	0.12	0.07
7/18/94	0.08	0	0	0	0.05	0
7/19/94	0.13	0.05	0	0	0.08	0.03
7/20/94	0.12	0.04	0	0	0.08	0.03
7/21/94	0.1	0	0	0	0.06	0
7/22/94	0.11	0.01	0	0	0.07	0.01
7/23/94	0.1	0	0	0	0.06	0
7/24/94	0.11	0	0	0	0.07	0
7/25/94	0.54	0.43	0.02	0.02	0.34	0.27
7/26/94	0.18	0.07	0.01	0.01	0.11	0.04
7/27/94	0.09	0.08	0	0	0.06	0.06
7/28/94	0.01	0	0	0	0	0
7/29/94	0.03	0.02	0	0	0.02	0.02
7/30/94	0.07	0.07	0	0	0.04	0.04
7/31/94	0	0	0	0	0	0
8/1/94	0.36	0.36	0	0	0.23	0.23
8/2/94	1.05	0.53	0.01	0.01	0.66	0.33
8/3/94	0.52	0	0	0	0.33	0
8/4/94	1.09	0.57	0.01	0.01	0.69	0.36
8/5/94	0.41	0.28	0	0	0.26	0.18
8/6/94	0.28	0.15	0	0	0.18	0.1
8/7/94	0.13	0	0	0	0.08	0
8/8/94	0.13	0	0	0	0.08	0
8/9/94	0.13	0	0	0	0.08	0
8/10/94	0.14	0.01	0	0	0.08	0
8/11/94	0.16	0.08	0	0	0.09	0.05
8/12/94	0.1	0.02	0	0	0.06	0.02
8/13/94	0.08	0	0	0	0.04	0
8/14/94	0.04	0.04	0	0	0.02	0.02
8/15/94	0.04	0.04	0	0	0.02	0.02
8/16/94	0	0	0	0	0	0
8/17/94	0	0	0	0	0	0
8/18/94	0	0	0	0	0	0
8/19/94	0.48	0.48	0	0	0.19	0.19
8/20/94	5.03	4.01	0.06	0.05	2	1.63
8/21/94	3.55	2.53	0.04	0.03	1.3	0.93
8/22/94	1.02	0	0.01	0	0.37	0
8/23/94	0.39	0.19	0.01	0.01	0.14	0.07
8/24/94	0.29	0.09	0	0	0.1	0.03
8/25/94	0.2	0	0	0	0.07	0
8/26/94	0.26	0.25	0	0	0.09	0.09
8/27/94	0.17	0.16	0	0	0.06	0.06
8/28/94	0.01	0	0	0	0	0
8/29/94	0	0	0	0	0	0
8/30/94	0	0	0	0	0	0
8/31/94	0.17	0.17	0	0	0.06	0.06
9/1/94	0.06	0.06	0	0	0.02	0.02
9/2/94	0	0	0	0	0	0
9/3/94	0	0	0	0	0	0
9/4/94	0	0	0	0	0	0
9/5/94	0	0	0	0	0	0
9/6/94	0	0	0	0	0	0
9/7/94	0	0	0	0	0	0
9/8/94	0	0	0	0	0	0
9/9/94	0	0	0	0	0	0
9/10/94	0	0	0	0	0	0
9/11/94	0	0	0	0	0	0
9/12/94	0	0	0	0	0	0
9/13/94	0	0	0	0	0	0
9/14/94	0	0	0	0	0	0
9/15/94	0	0	0	0	0	0
9/16/94	0	0	0	0	0	0
9/17/94	0	0	0	0	0	0
9/18/94	0	0	0	0	0	0
9/19/94	0	0	0	0	0	0
9/20/94	0	0	0	0	0	0
9/21/94	0	0	0	0	0	0
9/22/94	0	0	0	0	0	0
9/23/94	0	0	0	0	0	0
9/24/94	0	0	0	0	0	0
9/25/94	0	0	0	0	0	0
9/26/94	0.25	0.25	0.01	0.01	0.08	0.08
9/27/94	2.04	2.04	0.05	0.05	0.62	0.62
9/28/94	4.86	3.66	0.11	0.08	1.5	1.14
9/29/94	1.76	0.56	0.04	0.01	0.53	0.17
9/30/94	1.2	0	0.03	0	0.36	0
10/1/06	0	0	0	0	0	0
10/2/06	0	0	0	0	0	0
10/3/06	0	0	0	0	0	0
10/4/06	3.95	3.95	1.03	1.03	0.43	0.43
10/5/06	0	0	0	0	0	0
10/6/06	0	0	0	0	0	0
10/7/06	0	0	0	0	0	0
10/8/06	0	0	0	0	0	0
10/9/06	0	0	0	0	0	0
10/10/06	0	0	0	0	0	0
10/11/06	0	0	0	0	0	0
10/12/06	0	0	0	0	0	0
10/13/06	0	0	0	0	0	0
10/14/06	0	0	0	0	0	0
10/15/06	0	0	0	0	0	0
10/16/06	0	0	0	0	0	0
10/17/06	0.74	0.74	0.02	0.02	0.14	0.14
10/18/06	0	0	0	0	0	0
10/19/06	0	0	0	0	0	0
10/20/06	0	0	0	0	0	0
10/21/06	0	0	0	0	0	0
10/22/06	1.47	0	0.04	0	0.32	0
10/23/06	3.26	1.79	0.08	0.04	0.72	0.4
10/24/06	2.32	0.85	0.06	0.02	0.53	0.21
10/25/06	0.99	0.85	0.01	0.01	0.23	0.2
10/26/06	0.39	0.25	0	0	0.09	0.06
10/27/06	0.14	0	0	0	0.03	0
10/28/06	0	0	0	0	0	0
10/29/06	0	0	0	0	0	0
10/30/06	0	0	0	0	0	0
10/31/06	0	0	0	0	0	0
11/1/06	0	0	0	0	0	0
11/2/06	0	0	0	0	0	0
11/3/06	0	0	0	0	0	0
11/4/06	0	0	0	0	0	0
11/5/06	0	0	0	0	0	0
11/6/06	0	0	0	0	0	0
11/7/06	0	0	0	0	0	0
11/8/06	0	0	0	0	0	0
11/9/06	0	0	0	0	0	0
11/10/06	0	0	0	0	0	0
11/11/06	0	0	0	0	0	0
11/12/06	0	0	0	0	0	0
11/13/06	0	0	0	0	0	0
11/14/06	0	0	0	0	0	0
11/15/06	0	0	0	0	0	0
11/16/06	0	0	0	0	0	0
11/17/06	0	0	0	0	0	0
11/18/06	0	0	0	0	0	0
11/19/06	0.03	0.03	0	0	0.01	0.01
11/20/06	0.12	0.12	0	0	0.05	0.05
11/21/06	0.04	0	0	0	0.02	0
11/22/06	0.05	0.01	0	0	0.02	0
11/23/06	0.11	0.07	0	0	0.05	0.03
11/24/06	0.11	0	0	0	0.05	0
11/25/06	0.11	0	0	0	0.05	0
11/26/06	0.13	0.02	0	0	0.06	0.01
11/27/06	0.2	0	0	0	0.1	0
11/28/06	2.3	2.1	0.07	0.07	0.61	0.51
11/29/06	1.7	1.5	0.05	0.05	0.42	0.32
11/30/06	0.75	0.03	0.05	0.04	0.39	0
12/1/06	0.73	0.01	0.01	0	0.39	0
12/2/06	0.72	0	0.01	0	0.39	0
12/3/06	0.7	0.1	0.01	0	0.39	0.04
12/4/06	0.68	0.08	0.01	0	0.39	0.04
12/5/06	0.6	0	0.01	0	0.35	0
12/6/06	0.52	0.02	0.01	0	0.31	0
12/7/06	0.51	0.01	0.01	0	0.31	0
12/8/06	0.5	0	0.01	0	0.31	0
12/9/06	0.61	0	0.01	0	0.39	0
12/10/06	0.66	0.05	0.01	0	0.42	0.03
12/11/06	0.7	0.09	0.01	0	0.46	0.07
12/12/06	0.97	0	0.01	0	0.65	0
12/13/06	2.83	1.86	0.04	0.03	1.95	1.3
12/14/06	3.37	2.4	0.05	0.04	2.37	1.72
12/15/06	2.09	1.32	0.03	0.02	1.5	0.92
12/16/06	1.32	0.55	0.02	0.01	0.97	0.39
12/17/06	0.77	0	0.01	0	0.58	0
12/18/06	0.55	0.16	0.01	0	0.42	0.11
12/19/06	0.42	0.03	0.01	0	0.33	0.02
12/20/06	0.39	0	0.01	0	0.31	0
12/21/06	0.74	0	0.01	0	0.58	0
12/22/06	72.4	71.66	9.34	9.33	30	29.42
12/23/06	335	334.26	18	17.99	66.24	65.66
12/24/06	87.9	79.59	1.57	1.42	28.29	22.43
12/25/06	26.2	17.89	0.31	0.16	11.71	5.85
12/26/06	8.31	0	0.15	0	5.86	0
12/27/06	3.69	1.55	0.08	0.03	3.16	0.84
12/28/06	2.47	0.33	0.06	0.01	2.38	0.06
12/29/06	2.14	0	0.05	0	2.32	0
12/30/06	4.93	0	0.1	0	4.62	0
12/31/06	54.9	49.97	3.82	3.72	24.02	19.4
1/1/07	256	251.07	14	13.9	75.82	71.2
1/2/07	51	42.86	0.8	0.61	18.91	12.92
1/3/07	12.5	4.36	0.27	0.08	7.97	1.98
1/4/07	8.14	0	0.19	0	5.99	0
1/5/07	5.8	3.31	0.14	0.07	4.73	2.34
1/6/07	3.73	1.24	0.1	0.03	3.38	0.99
1/7/07	2.49	0	0.07	0	2.39	0
1/8/07	2.04	1.13	0.05	0.03	1.99	1.07
1/9/07	1.47	0.56	0.04	0.02	1.46	0.54
1/10/07	0.91	0	0.02	0	0.92	0
1/11/07	0.82	0.17	0.02	0	0.84	0.14
1/12/07	0.88	0.23	0.02	0	0.93	0.23
1/13/07	0.65	0	0.02	0	0.7	0
1/14/07	0.57	0.18	0.01	0	0.62	0.18
1/15/07	0.53	0.14	0.01	0	0.59	0.15
1/16/07	0.39	0	0.01	0	0.44	0
1/17/07	0.36	0.04	0.01	0	0.4	0.03
1/18/07	0.36	0.04	0.01	0	0.4	0.03
1/19/07	0.32	0	0.01	0	0.37	0
1/20/07	0.28	0.01	0.01	0	0.32	0.02
1/21/07	0.28	0.01	0.01	0	0.32	0.02
1/22/07	0.27	0	0.01	0	0.3	0
1/23/07	0.25	0.12	0	0	0.28	0.14
1/24/07	0.18	0.05	0	0	0.2	0.06
1/25/07	0.13	0	0	0	0.14	0
1/26/07	0.13	0.03	0	0	0.14	0.02
1/27/07	0.13	0.03	0	0	0.14	0.02
1/28/07	0.1	0	0	0	0.12	0
1/29/07	0.1	0.02	0	0	0.12	0.03
1/30/07	0.08	0	0	0	0.09	0
1/31/07	0.09	0.01	0	0	0.1	0.01
2/1/07	0.12	0	0	0	0.13	0
2/2/07	0.12	0	0	0	0.13	0
2/3/07	0.12	0	0	0	0.14	0.01
2/4/07	0.12	0	0	0	0.14	0
2/5/07	0.12	0	0	0	0.14	0
2/6/07	0.12	0	0	0	0.14	0
2/7/07	0.12	0	0	0	0.14	0
2/8/07	0.12	0	0	0	0.14	0
2/9/07	0.12	0	0	0	0.14	0
2/10/07	0.12	0	0	0	0.14	0
2/11/07	0.12	0	0	0	0.14	0
2/12/07	0.12	0	0	0	0.14	0
2/13/07	0.12	0	0	0	0.14	0
2/14/07	0.12	0	0	0	0.14	0
2/15/07	0.12	0	0	0	0.14	0
2/16/07	0.12	0	0	0	0.14	0
2/17/07	0.12	0	0	0	0.14	0
2/18/07	0.12	0	0	0	0.14	0
2/19/07	0.17	0	0	0	0.2	0
2/20/07	0.23	0.06	0	0	0.26	0.06
2/21/07	0.32	0.15	0.01	0.01	0.36	0.16
2/22/07	0.57	0	0.01	0	0.6	0.05
2/23/07	0.86	0.29	0.02	0.01	0.8	0.25
2/24/07	0.68	0.11	0.01	0	0.55	0
2/25/07	1.92	0.79	0.03	0.02	1.38	0.76
2/26/07	1.32	0.19	0.02	0.01	0.84	0.22
2/27/07	1.13	0	0.01	0	0.62	0
2/28/07	0.93	0.2	0.01	0	0.47	0.06
3/1/07	0.76	0.03	0.01	0	0.41	0
3/2/07	0.73	0	0.01	0	0.43	0.02
3/3/07	0.84	0	0.01	0	0.54	0
3/4/07	0.84	0	0.01	0	0.59	0.05
3/5/07	0.84	0	0.01	0	0.65	0.11
3/6/07	1.18	0.48	0.01	0.01	0.99	0.29
3/7/07	0.96	0.26	0.01	0.01	0.88	0.18
3/8/07	0.7	0	0	0	0.7	0
3/9/07	0.51	0	0	0	0.54	0
3/10/07	0.6	0.09	0	0	0.65	0.11
3/11/07	59.6	59.09	0.44	0.44	6.09	5.55
3/12/07	2000	1677	303	280.6	230	137.87
3/13/07	1580	1257	156	133.6	345	252.87
3/14/07	323	0	22.4	0	92.13	0
3/15/07	50.9	44.25	2.97	2.84	20.66	15.97
3/16/07	13.9	7.25	0.22	0.09	7.64	2.95
3/17/07	6.65	0	0.13	0	4.69	0
3/18/07	4.5	0	0.1	0	3.52	0
3/19/07	4.95	0.45	0.11	0.01	3.95	0.43
3/20/07	5.54	1.04	0.12	0.02	4.5	0.98
3/21/07	4.18	0	0.11	0	3.27	0
3/22/07	305	300.82	46	45.89	52.98	49.71
3/23/07	66.1	61.92	3.31	3.2	17.67	14.4
3/24/07	12	0	0.49	0	9.65	0
3/25/07	48.2	36.2	4.8	4.31	18.6	8.95
3/26/07	44.2	32.2	3.12	2.63	18.71	9.06
3/27/07	12.6	8.99	0.7	0.55	9.66	6.55
3/28/07	5.88	2.27	0.29	0.14	4.91	1.8
3/29/07	3.61	0	0.15	0	3.11	0
3/30/07	2.64	0	0.07	0.02	2.35	0
3/31/07	2.94	0.3	0.05	0	2.67	0.32
4/1/07	34	31.36	1.52	1.47	19.72	17.37
4/2/07	37.7	31.39	1.36	1.27	18.2	12.93
4/3/07	10.4	4.09	0.22	0.13	7.05	1.78
4/4/07	6.31	0	0.09	0	5.27	0
4/5/07	2.37	1.68	0.05	0.03	3.2	1.75
4/6/07	0.99	0.3	0.03	0.01	2.01	0.56
4/7/07	0.69	0	0.02	0	1.45	0
4/8/07	0.59	0.05	0.02	0	1.27	0.06
4/9/07	0.55	0.01	0.02	0	1.23	0.02
4/10/07	0.54	0	0.02	0	1.21	0
4/11/07	0.57	0	0.02	0	1.32	0
4/12/07	0.65	0.08	0.02	0	1.52	0.2
4/13/07	4	3.43	0.08	0.06	2.97	1.65
4/14/07	21.1	19.56	0.47	0.43	9.87	6.17
4/15/07	10.4	8.86	0.23	0.19	6.07	2.37
4/16/07	1.54	0	0.04	0	3.7	0
4/17/07	1.02	0.32	0.03	0.01	2.45	0.77
4/18/07	0.82	0.12	0.02	0	1.97	0.29
4/19/07	0.7	0	0.02	0	1.68	0
4/20/07	0.59	0.18	0.02	0.01	1.43	0.44
4/21/07	0.49	0.08	0.01	0	1.17	0.18
4/22/07	0.41	0	0.01	0	0.99	0
4/23/07	0.42	0.11	0.01	0	1	0.25
4/24/07	0.37	0.06	0.01	0	0.89	0.14
4/25/07	0.31	0	0.01	0	0.75	0
4/26/07	0.38	0	0.01	0	0.9	0
4/27/07	5.1	4.72	0.21	0.2	3.65	2.75
4/28/07	5.1	4.72	0.21	0.2	3.64	2.74
4/29/07	0.93	0.32	0.02	0	2.24	0.78
4/30/07	0.61	0	0.02	0	1.46	0
5/1/07	128	127.39	8.5	8.48	34.28	32.82
5/2/07	49.2	43.7	1.36	1.21	16.36	12.51
5/3/07	12.1	6.6	0.25	0.1	6.83	2.98
5/4/07	5.5	0	0.15	0	3.85	0
5/5/07	3.43	1.91	0.11	0.03	2.72	1.05
5/6/07	1.96	0.44	0.09	0.01	2.15	0.48
5/7/07	1.52	0	0.08	0	1.67	0
5/8/07	1.22	0.38	0.07	0.02	1.34	0.4
5/9/07	1.04	0.2	0.06	0.01	1.15	0.21
5/10/07	0.84	0	0.05	0	0.94	0
5/11/07	0.66	0.27	0.04	0.01	0.73	0.3
5/12/07	0.47	0.08	0.03	0	0.53	0.1
5/13/07	0.39	0	0.03	0	0.43	0
5/14/07	0.36	0	0.03	0	0.4	0
5/15/07	1.4	1.04	0.1	0.07	1.38	0.98
5/16/07	1.5	1.14	0.12	0.09	1.53	1.13
5/17/07	0.89	0.4	0.08	0.04	1.01	0.45
5/18/07	0.61	0.12	0.06	0.02	0.7	0.14
5/19/07	0.49	0	0.04	0	0.56	0
5/20/07	0.44	0	0.04	0	0.51	0
5/21/07	0.45	0.01	0.04	0	0.52	0.01
5/22/07	0.47	0.03	0.04	0	0.55	0.04
5/23/07	0.34	0.13	0.03	0.01	0.4	0.15
5/24/07	0.25	0.04	0.02	0	0.3	0.05
5/25/07	0.21	0	0.02	0	0.25	0
5/26/07	0.22	0.02	0.02	0	0.27	0.03
5/27/07	0.24	0.04	0.02	0	0.28	0.04
5/28/07	0.2	0	0.02	0	0.24	0
5/29/07	0.11	0	0.01	0	0.14	0.01
5/30/07	0.11	0	0.01	0	0.13	0
