date	phos_tot	phos_storm	solids_tot	solids_storm	q_tot	q_storm
4/14/92	17.89	0	0.31	0	11	0
4/15/92	19.3	1.41	0.49	0.18	13	2
4/16/92	2758.98	2741.09	706.14	705.83	329	318
4/17/92	141.66	110.01	7.39	6.37	45	29
4/18/92	31.65	0	1.02	0	16	0
4/19/92	46.74	15.09	5.01	3.99	20	4
4/20/92	123.09	86.27	15.44	14.45	39	25
4/21/92	359.71	322.89	61.8	60.81	66	52
4/22/92	36.82	0	0.99	0	14	0
4/23/92	14.15	6.83	0.43	0.24	7.5	3.2
4/24/92	9.49	2.17	0.27	0.08	5.3	1
4/25/92	7.32	0	0.19	0	4.3	0
4/26/92	5.27	2.39	0.13	0.07	3.3	1.3
4/27/92	4.21	1.33	0.1	0.04	2.8	0.8
4/28/92	2.88	0	0.06	0	2	0
4/29/92	2.37	0.2	0.05	0.01	1.8	0
4/30/92	2.5	0.33	0.05	0.01	2	0.2
5/1/92	2.17	0	0.04	0	1.8	0
5/2/92	1.36	0.3	0.02	0.01	1.2	0.2
5/3/92	1.12	0.06	0.02	0.01	1	0
5/4/92	1.06	0	0.01	0	1	0
5/5/92	0.83	0.29	0.01	0	0.86	0.27
5/6/92	0.69	0.15	0.01	0	0.74	0.15
5/7/92	0.54	0	0.01	0	0.59	0
5/8/92	0.5	0.07	0.01	0	0.54	0.06
5/9/92	0.52	0.09	0.01	0	0.57	0.09
5/10/92	0.43	0	0.01	0	0.48	0
5/11/92	0.38	0.09	0	0	0.42	0.1
5/12/92	0.29	0	0	0	0.32	0
5/13/92	0.36	0.07	0	0	0.4	0.08
5/14/92	0.27	0.12	0	0	0.3	0.13
5/15/92	0.19	0.04	0	0	0.21	0.04
5/16/92	0.15	0	0	0	0.17	0
5/17/92	1	0.21	0.01	0	1.1	0.2
5/18/92	1.06	0.27	0.02	0.01	1.2	0.3
5/19/92	0.79	0	0.01	0	0.9	0
5/20/92	0.48	0.32	0.01	0.01	0.54	0.36
5/21/92	0.26	0.1	0	0	0.3	0.12
5/22/92	0.16	0	0	0	0.18	0
5/23/92	0.16	0	0	0	0.18	0
5/24/92	0.23	0.07	0	0	0.27	0.09
5/25/92	0.22	0.06	0	0	0.25	0.07
5/26/92	0.2	0.12	0	0	0.23	0.14
5/27/92	0.11	0.03	0	0	0.13	0.04
5/28/92	0.08	0	0	0	0.09	0
5/29/92	0.06	0.04	0	0	0.07	0.05
5/30/92	0.03	0.01	0	0	0.04	0.02
5/31/92	0.02	0	0	0	0.02	0
6/1/92	0	0	0	0	0	0
6/2/92	0	0	0	0	0	0
6/3/92	0	0	0	0	0	0
6/4/92	0	0	0	0	0	0
6/5/92	0	0	0	0	0	0
6/6/92	0	0	0	0	0	0
6/7/92	0	0	0	0	0	0
6/8/92	0	0	0	0	0	0
6/9/92	0	0	0	0	0	0
6/10/92	0	0	0	0	0	0
6/11/92	0	0	0	0	0	0
6/12/92	0	0	0	0	0	0
6/13/92	0	0	0	0	0	0
6/14/92	0	0	0	0	0	0
6/15/92	0	0	0	0	0	0
6/16/92	0	0	0	0	0	0
6/17/92	0	0	0	0	0	0
6/18/92	0	0	0	0	0	0
6/19/92	0	0	0	0	0	0
6/20/92	0	0	0	0	0	0
6/21/92	0	0	0	0	0	0
6/22/92	0	0	0	0	0	0
6/23/92	0	0	0	0	0	0
6/24/92	0	0	0	0	0	0
6/25/92	0	0	0	0	0	0
6/26/92	0	0	0	0	0	0
6/27/92	0	0	0	0	0	0
6/28/92	0	0	0	0	0	0
6/29/92	0	0	0	0	0	0
6/30/92	0	0	0	0	0	0
7/1/92	0	0	0	0	0	0
7/2/92	0	0	0	0	0	0
7/3/92	0	0	0	0	0	0
7/4/92	0	0	0	0	0	0
7/5/92	0	0	0	0	0	0
7/6/92	0	0	0	0	0	0
7/7/92	0	0	0	0	0	0
7/8/92	0	0	0	0	0	0
7/9/92	0	0	0	0	0	0
7/10/92	0	0	0	0	0	0
7/11/92	0	0	0	0	0	0
7/12/92	0.09	0.09	0	0	0.06	0.06
7/13/92	0.39	0	0.01	0	0.23	0
7/14/92	8.11	7.72	0.11	0.1	3.1	2.87
7/15/92	3.98	3.59	0.11	0.1	2.1	1.87
7/16/92	1.07	0.79	0.04	0.03	0.65	0.45
7/17/92	0.35	0.07	0.01	0	0.23	0.03
7/18/92	0.28	0	0.01	0	0.2	0
7/19/92	0.13	0.01	0.01	0	0.1	0
7/20/92	0.13	0.01	0.01	0	0.1	0
7/21/92	0.12	0	0.01	0	0.11	0.01
7/22/92	0.04	0	0	0	0.04	0
7/23/92	0.06	0.02	0	0	0.06	0.02
7/24/92	0.1	0.06	0.01	0.01	0.1	0.06
7/25/92	0.01	0.01	0	0	0.01	0.01
7/26/92	0	0	0	0	0	0
7/27/92	0	0	0	0	0	0
7/28/92	0	0	0	0	0	0
7/29/92	0	0	0	0	0	0
7/30/92	0	0	0	0	0	0
7/31/92	0	0	0	0	0	0
8/1/92	0	0	0	0	0	0
8/2/92	0	0	0	0	0	0
8/3/92	0	0	0	0	0	0
8/4/92	0	0	0	0	0	0
8/5/92	0	0	0	0	0	0
8/6/92	0	0	0	0	0	0
8/7/92	0	0	0	0	0	0
8/8/92	0	0	0	0	0	0
8/9/92	0	0	0	0	0	0
8/10/92	0	0	0	0	0	0
8/11/92	0	0	0	0	0	0
8/12/92	0	0	0	0	0	0
8/13/92	0	0	0	0	0	0
8/14/92	0	0	0	0	0	0
8/15/92	0	0	0	0	0	0
8/16/92	0	0	0	0	0	0
8/17/92	0	0	0	0	0	0
8/18/92	0	0	0	0	0	0
8/19/92	0	0	0	0	0	0
8/20/92	0	0	0	0	0	0
8/21/92	0	0	0	0	0	0
8/22/92	0	0	0	0	0	0
8/23/92	0	0	0	0	0	0
8/24/92	0	0	0	0	0	0
8/25/92	0	0	0	0	0	0
8/26/92	0	0	0	0	0	0
8/27/92	0	0	0	0	0	0
8/28/92	0	0	0	0	0	0
8/29/92	0	0	0	0	0	0
8/30/92	0	0	0	0	0	0
8/31/92	0	0	0	0	0	0
9/1/92	0	0	0	0	0	0
9/2/92	0	0	0	0	0	0
9/3/92	0	0	0	0	0	0
9/4/92	0	0	0	0	0	0
9/5/92	0	0	0	0	0	0
9/6/92	0	0	0	0	0	0
9/7/92	0	0	0	0	0	0
9/8/92	0	0	0	0	0	0
9/9/92	0	0	0	0	0	0
9/10/92	0	0	0	0	0	0
9/11/92	0	0	0	0	0	0
9/12/92	0	0	0	0	0	0
9/13/92	0	0	0	0	0	0
9/14/92	0.31	0.27	0	0	0.11	0.09
9/15/92	0.04	0	0	0	0.02	0
9/16/92	28.01	27.97	0.64	0.64	6.8	6.78
9/17/92	84.88	0	2.21	0	15	0
9/18/92	764.22	679.34	91.25	89.04	107	92
9/19/92	172.88	88	5.25	3.04	37	22
9/20/92	34.77	29.95	0.5	0.45	8	6.6
9/21/92	11.2	6.38	0.12	0.07	2.9	1.5
9/22/92	4.82	0	0.05	0	1.4	0
9/23/92	2.95	1.96	0.03	0.02	0.98	0.57
9/24/92	1.72	0.73	0.02	0.01	0.64	0.23
9/25/92	0.99	0	0.01	0	0.41	0
9/26/92	1.98	0	0.03	0	0.89	0
9/27/92	56.09	54.11	1.46	1.43	20	19.11
9/28/92	38.98	37	0.78	0.75	13	12.11
9/29/92	18.39	11.52	0.39	0.3	4.1	3.1
9/30/92	6.87	0	0.12	0.03	1.8	0.8
10/1/92	7	0.13	0.09	0	1	0
10/2/92	5.3	2.03	0.07	0.03	0.77	0.29
10/3/92	3.96	0.69	0.05	0.01	0.57	0.09
10/4/92	3.27	0	0.04	0	0.48	0
10/5/92	3.34	0.44	0.04	0.01	0.54	0
10/6/92	3.73	0.83	0.04	0.01	0.67	0.13
10/7/92	2.9	0	0.03	0	0.58	0.04
10/8/92	2.47	0.07	0.02	0	0.55	0
10/9/92	2.4	0	0.02	0	0.6	0.05
10/10/92	3.15	0.75	0.02	0	0.88	0.33
10/11/92	2.84	1.02	0.02	0.01	0.88	0.18
10/12/92	2.22	0.4	0.01	0	0.77	0.07
10/13/92	1.82	0	0.01	0	0.7	0
10/14/92	1.51	0	0.01	0	0.65	0
10/15/92	1.54	0.03	0.01	0	0.74	0.09
10/16/92	2.43	0.92	0.01	0	1.3	0.65
10/17/92	2.56	0.18	0.01	0	1.5	0
10/18/92	2.38	0	0.01	0	1.6	0.1
10/19/92	2.45	0.07	0.01	0	1.7	0.2
10/20/92	2.99	0	0.01	0	2.1	0
10/21/92	4.88	1.89	0.02	0.01	3.6	1.5
10/22/92	5.18	2.19	0.02	0.01	4	1.9
10/23/92	3.88	1.2	0.02	0	3.1	0.8
10/24/92	2.93	0.25	0.02	0	2.4	0.1
10/25/92	2.68	0	0.02	0	2.3	0
10/26/92	2.01	0.37	0.01	0	1.8	0.2
10/27/92	1.79	0.15	0.01	0	1.6	0
10/28/92	1.64	0	0.01	0	1.6	0
10/29/92	1.31	0.09	0.01	0	1.3	0
10/30/92	1.27	0.05	0.01	0	1.3	0
10/31/92	1.22	0	0.01	0	1.3	0
11/1/92	1.42	0	0.02	0	1.5	0
11/2/92	364.88	363.46	30.7	30.68	59	57.5
11/3/92	189.85	188.43	9.73	9.71	35	33.5
11/4/92	50.68	39.13	1.29	1.12	14	8.6
11/5/92	24.28	12.73	0.39	0.22	8.7	3.3
11/6/92	11.55	0	0.17	0	5.4	0
11/7/92	5.56	2.74	0.07	0.04	3.6	1
11/8/92	2.82	0	0.03	0	2.6	0
11/9/92	44.44	41.62	1.44	1.41	16	13.4
11/10/92	60.01	36.38	1.7	1.22	19	8
11/11/92	23.63	0	0.48	0	11	0
11/12/92	43.13	19.5	1.7	1.22	20	9
11/13/92	114.36	103.4	4.42	4.25	33	28.2
11/14/92	28.51	17.55	0.5	0.33	11	6.2
11/15/92	10.96	0	0.17	0	4.8	0
11/16/92	5.18	3.17	0.07	0.05	2.8	1.2
11/17/92	3.09	1.08	0.04	0.02	2	0.4
11/18/92	2.01	0	0.02	0	1.6	0
11/19/92	1.6	0	0.02	0	1.6	0
11/20/92	624.77	623.17	67.03	67.01	118	116.4
11/21/92	1848.44	1846.84	196	195.98	305	303.4
11/22/92	144.92	90.41	4.88	3.59	46	24
11/23/92	81.77	27.26	2.21	0.92	29	7
11/24/92	54.51	0	1.29	0	22	0
11/25/92	34.55	19.71	0.69	0.46	16	7.1
11/26/92	22.67	7.83	0.38	0.15	12	3.1
11/27/92	14.84	0	0.23	0	8.9	0
11/28/92	9.04	4.96	0.14	0.08	5.9	2.9
11/29/92	5.7	1.62	0.09	0.03	4	1
11/30/92	4.08	0	0.06	0	3	0
12/1/92	3.03	1.15	0.05	0.02	2.3	0.8
12/2/92	2.55	0.67	0.04	0.01	2	0.5
12/3/92	1.88	0	0.03	0	1.5	0
12/4/92	1.6	0.56	0.03	0.01	1.3	0.38
12/5/92	1.45	0.41	0.02	0	1.2	0.28
12/6/92	1.04	0	0.02	0	0.92	0
12/7/92	0.92	0.13	0.02	0.01	0.84	0.1
12/8/92	0.79	0	0.01	0	0.74	0
12/9/92	0.8	0.01	0.01	0	0.77	0.03
12/10/92	0.89	0.03	0.02	0	0.89	0
12/11/92	0.86	0	0.02	0	0.89	0
12/12/92	0.87	0.01	0.02	0	0.93	0.04
12/13/92	1.06	0	0.02	0	1.2	0
12/14/92	1.81	0.75	0.03	0.01	2	0.8
12/15/92	461.31	460.25	66.01	65.99	130	128.8
12/16/92	1272.47	1224.31	105.65	104.87	356	336
12/17/92	161.34	113.18	5.32	4.54	57	37
12/18/92	48.16	0	0.78	0	20	0
12/19/92	26.07	15.86	0.41	0.25	11	6.8
12/20/92	15.55	5.34	0.24	0.08	6.4	2.2
12/21/92	10.21	0	0.16	0	4.2	0
12/22/92	6.33	2.69	0.1	0.04	2.6	1.1
12/23/92	4.1	0.46	0.06	0	1.7	0.2
12/24/92	3.64	0	0.06	0	1.5	0
12/25/92	3.16	0.73	0.05	0.01	1.3	0.3
12/26/92	2.92	0.49	0.05	0.01	1.2	0.2
12/27/92	2.43	0	0.04	0	1	0
12/28/92	2.2	0	0.03	0	0.91	0
12/29/92	2.58	0.38	0.04	0.01	1.5	0.59
12/30/92	24.31	22.11	0.34	0.31	9	8.09
12/31/92	33.68	12.13	0.41	0.14	9.6	2.6
1/1/93	28.17	6.62	0.35	0.08	8.4	1.4
1/2/93	21.55	0	0.27	0	7	0
1/3/93	8.48	0	0.11	0	3	0
1/4/93	28.53	20.05	0.37	0.26	11	8
1/5/93	19.99	11.51	0.26	0.15	8.4	5.4
1/6/93	10.27	8.06	0.14	0.11	4.7	3.5
1/7/93	3.01	0.8	0.04	0.01	1.5	0.3
1/8/93	2.21	0	0.03	0	1.2	0
1/9/93	1.49	0.69	0.02	0.01	0.88	0.32
1/10/93	1.09	0.29	0.02	0.01	0.7	0.14
1/11/93	0.8	0	0.01	0	0.56	0
1/12/93	0.63	0.22	0.01	0	0.48	0.11
1/13/93	0.52	0.11	0.01	0	0.43	0.06
1/14/93	0.41	0	0.01	0	0.37	0
1/15/93	0.37	0.05	0.01	0.01	0.33	0.05
1/16/93	0.36	0.04	0.01	0.01	0.32	0.04
1/17/93	0.32	0	0	0	0.28	0
1/18/93	0.3	0.01	0	0	0.26	0.02
1/19/93	0.29	0	0	0	0.25	0.01
1/20/93	0.29	0	0	0	0.24	0
1/21/93	2.79	0	0.04	0	2.3	0
1/22/93	12.35	9.56	0.16	0.12	10	7.7
1/23/93	13.82	11.03	0.18	0.14	11	8.7
1/24/93	16.61	3.38	0.21	0.05	13	3
1/25/93	14.3	1.07	0.18	0.02	11	1
1/26/93	13.23	0	0.16	0	10	0
1/27/93	5.38	3.57	0.06	0.04	4	2.7
1/28/93	2.05	0.24	0.02	0	1.5	0.2
1/29/93	1.81	0	0.02	0	1.3	0
1/30/93	3.12	0	0.04	0	2.2	0
1/31/93	4.76	1.64	0.05	0.01	3.3	1.1
2/1/93	24.93	21.81	0.28	0.24	17	14.8
2/2/93	11.93	3.28	0.13	0.04	8	2.3
2/3/93	8.65	0	0.09	0	5.7	0
2/4/93	9.57	0.92	0.1	0.01	6.2	0.5
2/5/93	12.56	7.85	0.13	0.08	8	5.1
2/6/93	9.59	4.88	0.1	0.05	6	3.1
2/7/93	4.71	0	0.05	0	2.9	0
2/8/93	1.98	0.85	0.02	0.01	1.2	0.54
2/9/93	1.35	0.22	0.01	0	0.8	0.14
2/10/93	1.13	0	0.01	0	0.66	0
2/11/93	1.01	0.2	0.01	0	0.58	0.13
2/12/93	0.89	0.08	0.01	0	0.5	0.05
2/13/93	0.81	0	0.01	0	0.45	0
2/14/93	0.78	0.04	0.01	0	0.42	0.04
2/15/93	0.75	0.01	0.01	0	0.4	0.02
2/16/93	0.74	0	0.01	0	0.38	0
2/17/93	0.72	0	0.01	0	0.36	0.02
2/18/93	0.72	0	0.01	0	0.35	0.01
2/19/93	0.72	0	0.01	0	0.34	0
2/20/93	0.7	0	0	0	0.32	0.02
2/21/93	0.7	0	0	0	0.31	0.01
2/22/93	0.7	0	0	0	0.3	0
2/23/93	0.7	0.01	0	0	0.29	0.01
2/24/93	0.69	0	0	0	0.28	0
2/25/93	0.72	0.03	0	0	0.28	0
2/26/93	0.71	0	0	0	0.27	0
2/27/93	0.73	0.02	0	0	0.27	0
2/28/93	0.77	0.06	0	0	0.27	0
3/1/93	0.86	0	0	0	0.3	0
3/2/93	24.33	23.47	0.13	0.13	7.8	7.5
3/3/93	220.19	219.33	2.52	2.52	50	49.7
3/4/93	223.73	41.86	4.62	0.68	37	7
3/5/93	181.87	0	3.94	0	30	0
3/6/93	261.92	80.05	5.39	1.45	46	16
3/7/93	198.82	141.07	4.27	2.88	37	24
3/8/93	142.85	85.1	3.63	2.24	28	15
3/9/93	57.75	0	1.39	0	13	0
3/10/93	26.06	10.05	0.38	0.27	7.4	2.3
3/11/93	17.92	1.91	0.11	0	5.8	0.7
3/12/93	16.01	0	0.14	0.03	5.1	0
3/13/93	12.88	1.51	0.09	0	4.2	0.6
3/14/93	11.37	0	0.11	0.02	3.6	0
3/15/93	13.33	1.96	0.17	0.08	4.1	0.5
3/16/93	102.25	71.97	2.15	1.99	27	17.2
3/17/93	84.91	54.63	0.74	0.58	24	14.2
3/18/93	30.28	0	0.16	0	9.8	0
3/19/93	17.23	12.48	0.08	0.06	5.8	4.2
3/20/93	8.02	3.27	0.04	0.02	2.7	1.1
3/21/93	4.75	0	0.02	0	1.6	0
3/22/93	8.02	0	0.04	0	2.7	0
3/23/93	11.58	3.56	0.05	0.01	3.9	1.2
3/24/93	82.41	74.39	1.44	1.4	19	16.3
3/25/93	292.73	152.71	7.21	5.07	45	13
3/26/93	267.83	127.81	4.08	1.94	43	11
3/27/93	140.02	0	2.14	0	32	0
3/28/93	124.5	48.93	3.45	1.11	36	7
3/29/93	121.37	45.8	4.67	2.33	38	9
3/30/93	75.57	0	2.34	0	29	0
3/31/93	59.46	48.52	1.37	1.24	23	18.4
4/1/93	16.24	5.3	0.19	0.06	6.7	2.1
4/2/93	10.94	0	0.13	0	4.6	0
4/3/93	14.43	0	0.18	0	6.1	0
4/4/93	140.62	126.19	12.06	11.88	40	33.9
4/5/93	133.17	118.74	8.59	8.41	42	35.9
4/6/93	62.35	0	1.33	0.35	24	0
4/7/93	63.78	1.43	0.98	0	25	1
4/8/93	1494.73	1432.38	276.41	275.43	251	227
4/9/93	198.67	167.46	11.65	11.37	57	43
4/10/93	48.59	17.38	0.8	0.52	19	5
4/11/93	31.21	0	0.28	0	14	0
4/12/93	134.74	109.33	5.63	5.33	48	36
4/13/93	72.96	47.55	2.08	1.78	28	16
4/14/93	25.41	0	0.3	0	12	0
4/15/93	944.13	735.33	207.63	192.85	181	110
4/16/93	1065.08	856.28	183.94	169.16	220	149
4/17/93	208.8	0	14.78	0	71	0
4/18/93	138.4	0	8.96	0	56	0
4/19/93	239.25	100.85	29.36	20.4	72	16
4/20/93	645.16	506.76	81.24	72.28	154	98
4/21/93	321.04	296.22	25.83	25.48	114	100
4/22/93	80.45	55.63	2.34	1.99	34	20
4/23/93	24.82	0	0.35	0	14	0
4/24/93	14.7	6.84	0.17	0.08	9.1	4.3
4/25/93	11.05	3.19	0.13	0.04	6.8	2
4/26/93	7.86	0	0.09	0	4.8	0
4/27/93	8.06	0	0.11	0	4.6	0
4/28/93	308.14	300.08	26.45	26.34	86	81.4
4/29/93	37.43	29.37	1.01	0.9	15	10.4
4/30/93	20.11	10.78	0.46	0.28	8.4	4.3
5/1/93	11.55	2.22	0.24	0.06	5	0.9
5/2/93	9.33	0	0.18	0	4.1	0
5/3/93	10.55	0	0.18	0	4.8	0
5/4/93	22.53	11.98	0.36	0.18	10	5.2
5/5/93	16.39	5.84	0.24	0.06	7.7	2.9
5/6/93	8.54	3.27	0.12	0.05	4.1	1.5
5/7/93	5.27	0	0.07	0	2.6	0
5/8/93	12.18	6.91	0.14	0.07	6.2	3.6
5/9/93	11.09	8.65	0.12	0.1	5.7	4.4
5/10/93	3.9	1.46	0.04	0.02	2.1	0.8
5/11/93	2.44	0	0.02	0	1.3	0
5/12/93	1.78	0.98	0.02	0.01	0.99	0.53
5/13/93	1.32	0.52	0.01	0	0.75	0.29
5/14/93	0.8	0	0.01	0	0.46	0
5/15/93	0.65	0.2	0.01	0.01	0.38	0.1
5/16/93	0.55	0.1	0.01	0.01	0.33	0.05
5/17/93	0.45	0	0	0	0.28	0
5/18/93	0.41	0	0	0	0.25	0
5/19/93	0.47	0.06	0	0	0.3	0.05
5/20/93	0.5	0.09	0.01	0.01	0.33	0.08
5/21/93	0.38	0.11	0	0	0.25	0.06
5/22/93	0.27	0	0	0	0.19	0
5/23/93	0.92	0.65	0.01	0.01	0.64	0.45
5/24/93	2.49	0.92	0.03	0.01	1.8	0.6
5/25/93	3.27	1.7	0.04	0.02	2.4	1.2
5/26/93	1.57	0	0.02	0	1.2	0
5/27/93	1.15	0.49	0.01	0	0.87	0.35
5/28/93	0.99	0.33	0.01	0	0.76	0.24
5/29/93	0.66	0	0.01	0	0.52	0
5/30/93	3.1	0	0.04	0	2.2	0
5/31/93	54.33	51.23	1.73	1.69	23	20.8
6/1/93	38.28	35.18	0.63	0.59	15	12.8
6/2/93	11.78	8.86	0.09	0.07	5.8	4.3
6/3/93	5.05	2.13	0.04	0.02	2.6	1.1
6/4/93	2.92	0	0.02	0	1.5	0
6/5/93	2.3	1.07	0.02	0.01	1.2	0.57
6/6/93	1.5	0.27	0.01	0	0.77	0.14
6/7/93	1.23	0	0.01	0	0.63	0
6/8/93	210.37	136.3	60.14	54.06	22	0
6/9/93	3333.49	3259.42	997.55	991.47	392	370
6/10/93	74.07	0	6.08	0	24	2
6/11/93	17.48	12.87	0.19	0.16	8.4	6
6/12/93	7.83	3.22	0.05	0.02	4	1.6
6/13/93	4.61	0	0.03	0	2.4	0
6/14/93	412.13	394.39	107.41	106.33	64	59.2
6/15/93	67.56	49.82	4.05	2.97	16	11.2
6/16/93	17.74	0	1.08	0	4.8	0
6/17/93	1649.12	1330.21	2300	2200	460	366
6/18/93	1847.53	1528.62	3000	2900	525	431
6/19/93	318.91	0	100	0	94	0
6/20/93	202.83	167.42	44	42.6	62	51
6/21/93	83.41	48	7.8	6.4	26	15
6/22/93	35.41	0	1.4	0	11	0
6/23/93	15.54	0	0.58	0.39	5.2	0
6/24/93	18.78	3.24	0.19	0	6.5	1.3
6/25/93	34.2	18.66	0.48	0.29	12	6.8
6/26/93	13.17	10.89	0.12	0.06	4.8	3.9
6/27/93	4.67	2.39	0.13	0.07	1.8	0.9
6/28/93	2.28	0	0.06	0	0.9	0
6/29/93	1.5	0.21	0.04	0.01	0.61	0.07
6/30/93	1.29	0	0.03	0	0.54	0
7/1/93	1.31	0.02	0.03	0	0.55	0.01
7/2/93	2.12	0	0.05	0	0.88	0
7/3/93	3.65	1.53	0.09	0.04	1.5	0.62
7/4/93	5.96	3.84	0.15	0.1	2.4	1.52
7/5/93	395.88	151.6	290	180	160	62
7/6/93	1173.01	928.73	2500	2390	473	375
7/7/93	244.28	0	110	0	98	0
7/8/93	214.86	176.7	82	79.4	85	70
7/9/93	75.3	37.14	10	7.4	30	15
7/10/93	38.16	0	2.6	0	15	0
7/11/93	15.82	9.99	0.17	0	6.1	3.9
7/12/93	9.21	3.38	0.3	0.13	3.5	1.3
7/13/93	5.83	0	0.2	0.03	2.2	0
7/14/93	5.57	3.04	0.19	0.09	2.1	1.14
7/15/93	3.83	1.3	0.14	0.04	1.4	0.44
7/16/93	2.53	0	0.1	0	0.96	0
7/17/93	1.76	0	0.07	0	0.66	0
7/18/93	2.39	0.63	0.1	0.03	0.9	0.24
7/19/93	2.91	1.15	0.14	0.07	1.1	0.44
7/20/93	2.57	0	0.13	0	0.97	0
7/21/93	3.26	0.69	0.17	0.04	1.2	0.23
7/22/93	2.86	0.29	0.16	0.03	1.1	0.13
7/23/93	2.65	0.24	0.16	0.01	1	0.09
7/24/93	2.41	0	0.15	0	0.91	0
7/25/93	23.85	21.44	1.62	1.47	9	8.09
7/26/93	17.88	15.7	1.25	1.14	6.8	6
7/27/93	4.78	2.6	0.29	0.18	1.8	1
7/28/93	2.18	0	0.11	0	0.8	0
7/29/93	1.2	0.17	0.05	0.02	0.44	0.07
7/30/93	1.08	0.05	0.03	0	0.39	0.02
7/31/93	1.03	0	0.03	0	0.37	0
8/1/93	0.94	0.33	0.02	0.01	0.33	0.12
8/2/93	0.61	0	0.01	0	0.21	0
8/3/93	0.62	0.01	0.01	0	0.21	0
8/4/93	0.56	0.41	0.01	0.01	0.19	0.14
8/5/93	0.15	0	0	0	0.05	0
8/6/93	38.62	38.47	3.08	3.08	10	9.95
8/7/93	26.76	25.75	1.96	1.95	7	6.67
8/8/93	3.34	2.33	0.05	0.04	1	0.67
8/9/93	1.01	0	0.01	0	0.33	0
8/10/93	0.91	0.43	0.01	0.01	0.3	0.14
8/11/93	0.52	0.04	0	0	0.17	0.01
8/12/93	0.48	0	0	0	0.16	0
8/13/93	0.6	0.15	0.01	0.01	0.2	0.05
8/14/93	0.48	0.03	0	0	0.16	0.01
8/15/93	0.45	0	0	0	0.15	0
8/16/93	0.24	0.24	0	0	0.08	0.08
8/17/93	0.07	0.07	0	0	0.03	0.03
8/18/93	0	0	0	0	0	0
8/19/93	0	0	0	0	0	0
8/20/93	0	0	0	0	0	0
8/21/93	0	0	0	0	0	0
8/22/93	0	0	0	0	0	0
8/23/93	0	0	0	0	0	0
8/24/93	0	0	0	0	0	0
8/25/93	0	0	0	0	0	0
8/26/93	0	0	0	0	0	0
8/27/93	0.01	0.01	0	0	0	0
8/28/93	0	0	0	0	0	0
8/29/93	0	0	0	0	0	0
8/30/93	0.28	0.28	0	0	0.12	0.12
8/31/93	1.54	1.22	0.02	0.02	0.7	0.55
9/1/93	1.14	0.82	0.02	0.02	0.52	0.37
9/2/93	0.32	0	0	0	0.15	0
9/3/93	0.19	0.15	0	0	0.09	0.07
9/4/93	0.12	0.08	0	0	0.05	0.03
9/5/93	0.04	0	0	0	0.02	0
9/6/93	0	0	0	0	0	0
9/7/93	0	0	0	0	0	0
9/8/93	0	0	0	0	0	0
9/9/93	0	0	0	0	0	0
9/10/93	0	0	0	0	0	0
9/11/93	0	0	0	0	0	0
9/12/93	0	0	0	0	0	0
9/13/93	0	0	0	0	0	0
9/14/93	0.21	0.21	0	0	0.12	0.12
9/15/93	5.42	1.31	0.12	0.02	3	0.7
9/16/93	5.63	1.52	0.13	0.03	3.1	0.8
9/17/93	4.11	0	0.1	0	2.3	0
9/18/93	1.9	0.92	0.05	0.02	1.1	0.52
9/19/93	1	0.02	0.03	0	0.58	0
9/20/93	0.98	0	0.03	0	0.58	0
9/21/93	7.7	2.96	0.21	0.08	4.6	1.8
9/22/93	12.84	8.1	0.35	0.22	7.7	4.9
9/23/93	4.74	0	0.13	0	2.8	0
9/24/93	1.28	0.93	0.04	0.03	0.77	0.56
9/25/93	0.69	0.34	0.02	0.01	0.41	0.2
9/26/93	0.35	0	0.01	0	0.21	0
9/27/93	0.2	0.07	0.01	0.01	0.12	0.04
9/28/93	0.18	0.05	0.01	0.01	0.11	0.03
9/29/93	0.13	0	0	0	0.08	0
9/30/93	0.07	0.03	0	0	0.04	0
10/1/93	0.04	0	0	0	0.04	0
10/2/93	0.06	0.02	0	0	0.07	0.03
10/3/93	0.06	0.02	0	0	0.07	0.03
10/4/93	0.04	0	0	0	0.04	0
10/5/93	0.04	0	0	0	0.04	0
10/6/93	0.15	0.07	0	0	0.16	0.07
10/7/93	0.08	0	0	0	0.09	0
10/8/93	0.1	0.02	0	0	0.11	0.02
10/9/93	0.17	0.06	0	0	0.18	0.06
10/10/93	0.16	0.05	0	0	0.18	0.06
10/11/93	0.11	0	0	0	0.12	0
10/12/93	0.07	0	0	0	0.08	0
10/13/93	0.09	0.02	0	0	0.1	0.02
10/14/93	0.09	0.02	0	0	0.1	0.02
10/15/93	0.2	0	0.01	0	0.22	0
10/16/93	6.37	6.17	0.54	0.53	6.9	6.68
10/17/93	8.15	7.95	0.62	0.61	8.9	8.68
10/18/93	3.92	3.03	0.23	0.21	4.3	3.36
10/19/93	1.35	0.46	0.03	0.01	1.5	0.56
10/20/93	0.89	0	0.02	0	0.94	0
10/21/93	39.11	30.24	0.55	0.35	11	7.2
10/22/93	29.8	20.93	0.77	0.57	10	6.2
10/23/93	8.87	0	0.2	0	3.8	0
10/24/93	1.25	0.74	0.01	0.01	0.89	0.53
10/25/93	0.72	0.21	0.01	0.01	0.51	0.15
10/26/93	0.51	0	0	0	0.36	0
10/27/93	0.43	0.15	0	0	0.31	0.11
10/28/93	0.32	0.04	0	0	0.23	0.03
10/29/93	0.28	0	0	0	0.2	0
