storm_num,num_days,startdatetime,enddatetime,num_events,theisen,p5max,p10max,p15max,p30max,p60max,ei,duration,intense,ap_1day,ap_3day,ap_5day,tmax,tmin,tmean,nws_prec,nws_snow,melt_snow,p,s,m,event_type,sweq,start_day,end_day,month,year,ptot_max,ptot_tot,ptot_avg,pstorm_max,pstorm_tot,pstorm_avg,stot_max,stot_tot,stot_avg,sstorm_max,sstorm_tot,sstorm_avg,qtot_max,qtot_tot,qtot_avg,qstorm_max,qstorm_tot,qstorm_avg,melt_water,total_water
45,3,9/11/91 19:10,9/12/91 10:55,1,0.266,0.252,0.204,0.156,0.1,0.08,0.148,15.75,0.017,0,0.016,0.037,75,59,68,0.28,0,0,P,,,1,,9/11/91,9/13/91,9,1991,0.69,1.94,0.65,0.1,0.17,0.06,0.03,0.09,0.03,0,0,0,2.2,6.3,2.1,0.3,0.6,0.2,0,0.27
46,2,9/16/91 0:05,9/18/91 4:05,2,0.544,0.444,0.372,0.34,0.248,0.162,0.761,52,0.01,0.073,0.58,0.846,75,51,67,0.5,0,0,P,,,1,,9/16/91,9/17/91,9,1991,0.81,1.49,0.74,0.14,0.22,0.11,0.04,0.07,0.03,0.01,0.01,0.01,2.8,5.2,2.6,0.6,0.8,0.4,0,0.54
47,3,10/4/91 11:15,10/5/91 12:00,1,0.973,0.324,0.312,0.264,0.214,0.164,1.219,24.75,0.039,0.069,0.098,0.105,56,34,47,1.29,0,0,P,,,1,,10/4/91,10/6/91,10,1991,1.45,3.69,1.23,0.32,0.7,0.23,0.02,0.05,0.02,0.01,0.02,0.01,3.4,8.6,2.87,0.8,1.7,0.57,0,0.97
48,3,10/13/91 18:20,10/14/91 4:50,1,0.349,0.18,0.162,0.16,0.148,0.141,0.304,10.5,0.033,0,0,0,55,35,45,0.31,0,0,P,,,1,,10/13/91,10/15/91,10,1991,1.2,3.34,1.11,0.09,0.16,0.05,0.01,0.04,0.01,0,0,0,2.8,7.8,2.6,0.2,0.4,0.13,0,0.35
49,4,10/24/91 9:25,10/26/91 18:25,2,2.375,2.964,2.136,1.716,0.938,0.499,14.997,57,0.042,0,0,0.141,69,40,51,2.45,0,0,P,,,1,,10/24/91,10/27/91,10,1991,43.02,80.5,20.12,41.81,70.64,17.66,6.83,9.92,2.48,6.81,9.4,2.35,14,39.7,9.93,11.2,19.1,4.78,0,2.38
50,3,10/28/91 16:20,10/29/91 18:30,1,1,0.696,0.618,0.556,0.36,0.207,2.334,26.17,0.038,0,0.469,2.377,57,34,47,0.86,0,0,P,,,1,,10/28/91,10/30/91,10,1991,61.5,89.31,29.77,51.94,66.48,22.16,8.34,11.56,3.85,6.95,8.54,2.85,17,40.5,13.5,6,11,3.67,0,1
51,2,11/1/91 9:10,11/1/91 16:50,1,0.538,0.648,0.636,0.612,0.588,0.404,2.349,7.67,0.07,0.012,0.403,1.074,50,17,40,0.37,0,0,P,,,1,,11/1/91,11/2/91,11,1991,52.53,70.88,35.44,46.16,58.14,29.07,5.76,8.33,4.17,5,6.81,3.41,15,29,14.5,5.9,10.8,5.4,0,0.54
52,3,,,,,,,,,,,,,,,,35,4,20,0.06,1,U,P,S,M,3,,11/6/91,11/8/91,11,1991,2.6,7.48,2.49,0.01,0.01,0,0.54,1.44,0.48,0.11,0.21,0.07,4.7,13.7,4.57,0.4,0.6,0.2,NA,NA
53,3,,,,,,,,,,,,,,,,37,25,32,0.08,0.8,1,P,S,M,3,,11/10/91,11/12/91,11,1991,2,5.87,1.96,0.14,0.28,0.09,0.23,0.46,0.15,0.12,0.12,0.04,4.6,13.3,4.43,0.5,1,0.33,NA,NA
54,3,11/14/91 14:15,11/15/91 8:45,1,0.47,0.24,0.21,0.18,0.15,0.129,0.401,18.5,0.025,0,0,0.014,51,31,42,0.61,0,0,P,,,1,,11/14/91,11/16/91,11,1991,14.01,25.37,8.46,11.94,16.66,5.55,1.69,2.98,0.99,1.57,2.11,0.7,11,25.9,8.63,6.2,8.6,2.87,0,0.47
55,4,11/17/91 22:55,11/18/91 5:30,1,0.402,0.336,0.324,0.296,0.264,0.213,0.683,6.58,0.061,0.011,0.054,0.485,53,35,46,0.35,0,0,P,,,1,,11/17/91,11/20/91,11,1991,27.13,51.04,12.76,22.56,30.94,7.74,4.45,8.51,2.13,3.81,5.39,1.35,14,41.4,10.35,6.3,11.2,2.8,0,0.4
56,5,11/22/91 18:55,11/23/91 11:20,1,0.484,0.24,0.228,0.208,0.182,0.155,0.51,16.42,0.029,0,0,0.423,48,13,30,0.42,0.5,1,P,S,M,1,,11/22/91,11/26/91,11,1991,14,33.01,6.6,9.49,13.8,2.76,1.7,4.36,0.87,0.96,1.36,0.27,12,39.6,7.92,5.4,7.8,1.56,NA,NA
57,5,11/28/91 17:30,11/30/91 8:00,1,0.764,0.42,0.414,0.368,0.294,0.214,1.458,38.5,0.02,0,0.008,0.008,54,14,30,0.46,2.5,3,P,S,M,2,10.00%,11/28/91,12/2/91,11,1991,120.25,158.26,31.65,117.97,140.49,28.1,16.04,19.21,3.84,15.74,17.47,3.49,36,82.4,16.48,30.4,49.6,9.92,0.3,1.06
58,2,,,,,,,,,,,,,,,,30,6,21,0.48,6.5,U,P,S,M,3,8.54%,12/3/91,12/4/91,12,1991,5.46,10.46,5.23,0.59,0.59,0.3,0.42,0.79,0.4,0.05,0.05,0.03,8,15.6,7.8,0.4,0.4,0.2,NA,NA
59,4,12/5/91 8:35,12/5/91 15:55,1,0.25,0.12,0.12,0.12,0.1,0.08,0.153,7.33,0.034,0,0.034,0.034,50,3,26,0.5,5.5,8,P,S,M,2,13.23%,12/5/91,12/8/91,12,1991,6.27,21.18,5.29,0.88,1.57,0.39,0.46,1.56,0.39,0.07,0.13,0.03,11,35.4,8.85,1.2,1.4,0.35,1.06,1.31
60,3,12/12/91 4:05,12/12/91 15:25,1,0.41,0.24,0.18,0.16,0.12,0.09,0.303,11.33,0.036,0,0,0,52,17,35,0.31,0,U,P,,M,2,,12/12/91,12/14/91,12,1991,110,274,91.33,102.37,250.37,83.46,12,30.3,10.1,11.46,28.66,9.55,36,97,32.33,21,46,15.33,NA,NA
61,2,,,,,,,,,,,,,,,,40,20,30,0,0,Z,,,M,6,,12/25/91,12/26/91,12,1991,1.64,3.06,1.53,0.3,0.38,0.19,0.1,0.19,0.09,0.02,0.03,0.02,5.3,10,5,0.7,0.8,0.4,NA,NA
62,3,1/2/92 8:50,1/3/92 8:00,1,0.268,0.12,0.12,0.112,0.086,0.077,0.123,23.17,0.012,0,0,0,41,29,36,0.07,0,U,P,,M,2,,1/2/92,1/4/92,1,1992,2.03,5.56,1.85,0.25,0.7,0.23,0.14,0.38,0.13,0.02,0.04,0.01,7.5,20.6,6.87,0.9,2.6,0.87,NA,NA
63,3,1/8/92 8:30,1/8/92 17:00,1,0.214,0.108,0.078,0.072,0.064,0.053,0.073,8.5,0.025,0,0,0,39,23,35,0.17,0,U,P,,M,2,,1/8/92,1/10/92,1,1992,3.44,8.29,2.76,1.3,2.38,0.79,0.27,0.64,0.21,0.1,0.19,0.06,13,31,10.33,5.1,9.1,3.03,NA,NA
