storm_num,num_days,num_events,theisen,p5max,p10max,p15max,p30max,p60max,ei,duration,intense,ap_1day,ap_2day,ap_3day,tmax,tmin,tmean,nws_prec,nws_snow,melt_snow,p,s,m,event_type,sweq,julian,sinJulian,cosJulian,month,year,ptot_max,ptot_tot,ptot_avg,pstorm_max,pstorm_tot,pstorm_avg,stot_max,stot_tot,stot_avg,sstorm_max,sstorm_tot,sstorm_avg,logptotmax,logptottot,logptotavg,logpstormmax,logpstormtot,logpstormavg,logstotmax,logstottot,logstotavg,logsstormmax,logsstormtot,logsstormavg,qtot_max,qtot_tot,qtot_avg,qstorm_max,qstorm_tot,qstorm_avg,melt_water,total_water
189,3,na,na,na,na,na,na,na,na,na,na,na,na,na,38,12,31,0.27,2,2,P,S,M,3,18.33,349,-0.271958158,0.962309077,12,1994,0.92,2.63,0.88,0.07,0.08,0.03,0.16,0.44,0.15,0.03,0.04,0.01,-0.031517051,0.421603927,-0.050609993,-1.096910013,-1.045757491,-1.397940009,-0.769551079,-0.346787486,-0.795880017,-1.397940009,-1.301029996,-1.698970004,2.5,7.3,2.43,0.1,0.1,0.03,0.37,0.37
190,5,na,na,na,na,na,na,na,na,na,na,na,na,na,45,29,38,0,0,Z,,,M,6,,355,-0.171293144,0.985220107,12,1994,1.29,5.68,1.14,0.18,0.32,0.06,0.22,0.99,0.2,0.02,0.05,0.01,0.113943352,0.755112266,0.06069784,-0.721246399,-0.48148606,-1.15490196,-0.638272164,0,-0.677780705,-1.522878745,-1.22184875,-1.698970004,3.2,14.3,2.86,0.4,0.8,0.16,na,na
191,3,na,na,na,na,na,na,na,na,na,na,na,na,na,27,3,16,0.24,4,U,P,S,M,3,9.67,6,0.103101697,0.99467082,1,1995,1.01,2.99,1,0.09,0.13,0.04,0.12,0.37,0.12,0.01,0.01,0,0.008600172,0.477121255,0.004321374,-1,-0.853871964,-1.301029996,-0.886056648,-0.420216403,-0.886056648,-1.698970004,-1.698970004,-2,2.1,6.3,2.1,0.2,0.2,0.07,na,na
193,3,na,na,na,na,na,na,na,na,na,na,na,na,na,35,18,27,0.47,6,U,P,S,M,3,23.06,19,0.321269662,0.946987753,1,1995,1.54,4.29,1.43,0.14,0.21,0.07,0.15,0.4,0.13,0.01,0.01,0,0.190331698,0.633468456,0.158362492,-0.823908741,-0.657577319,-1.096910013,-0.795880017,-0.387216143,-0.853871964,-1.698970004,-1.698970004,-2,2.9,8.2,2.73,0.2,0.3,0.1,na,na
194,3,na,na,na,na,na,na,na,na,na,na,na,na,na,31,12,23,0.04,na,U,P,S,M,3,10.75,22,0.369724543,0.929141411,1,1995,1.27,3.6,1.2,0.13,0.19,0.06,0.12,0.33,0.11,0.01,0.01,0,0.10720997,0.557507202,0.08278537,-0.853871964,-0.698970004,-1.15490196,-0.886056648,-0.468521083,-0.920818754,-1.698970004,-1.698970004,-2,2.5,7.2,2.4,0.2,0.3,0.1,na,na
195,4,na,na,na,na,na,na,na,na,na,na,na,na,na,57,23,43,0,0,N,,,M,7,9.17,69,0.927541684,0.373719715,3,1995,116.24,252.91,63.23,105.28,221.23,55.31,24.74,41.71,10.43,24.69,39.9,9.98,2.065392962,2.402983173,1.800991861,2.022387126,2.34486365,1.742882171,1.393575203,1.6203443,1.018700499,1.392696953,1.601081728,0.999565488,29,77.1,19.28,27,47.1,11.78,na,na
224,4,na,na,na,na,na,na,na,na,na,na,na,na,na,43,10,27,0.3,3.5,4,P,S,M,3,15.71,332,-0.538005172,0.842941537,11,1995,0.8,2.75,0.69,0.05,0.1,0.03,0.07,0.25,0.06,0,0,0,-0.091514981,0.440909082,-0.15490196,-1.22184875,-0.958607315,-1.397940009,-1.096910013,-0.585026652,-1.15490196,-2,-2,-2,3.4,11.6,2.9,0.2,0.4,0.1,0.63,0.63
225,3,na,na,na,na,na,na,na,na,na,na,na,na,na,30,-12,2,0.43,3.5,U,P,S,M,3,22.92,343,-0.369724543,0.929141411,12,1995,0.56,1.57,0.52,0.04,0.05,0.02,0.06,0.16,0.05,0,0,0,-0.244125144,0.198657087,-0.27572413,-1.301029996,-1.22184875,-1.522878745,-1.15490196,-0.769551079,-1.22184875,-2,-2,-2,2.6,7.3,2.43,0.1,0.1,0.03,na,na
228,2,na,na,na,na,na,na,na,na,na,na,na,na,na,27,-6,13,0.29,7,4.5,P,S,M,3,6.67,24,0.401487989,0.915864288,1,1996,0.63,1.25,0.63,0.1,0.2,0.1,0.05,0.11,0.05,0,0,0,-0.193820026,0.100370545,-0.193820026,-0.958607315,-0.677780705,-0.958607315,-1.22184875,-0.920818754,-1.22184875,-2,-2,-2,4,8,4,0.6,1.2,0.6,0.3,0.3
229,2,na,na,na,na,na,na,na,na,na,na,na,na,na,36,1,21,0.3,0,N,P,,M,3,7.95,27,0.448229342,0.893918597,1,1996,0.52,1.02,0.51,0.05,0.08,0.04,0.04,0.09,0.04,0,0,0,-0.27572413,0.012837225,-0.283996656,-1.22184875,-1.045757491,-1.301029996,-1.301029996,-1,-1.301029996,-2,-2,-2,3.3,6.5,3.25,0.3,0.5,0.25,na,na
231,2,na,na,na,na,na,na,na,na,na,na,na,na,na,55,32,43,0,0,Z,,,M,6,,55,0.811539059,0.584298174,2,1996,39.08,77.65,38.82,34.7,68.89,34.45,2.35,4.39,2.19,2.17,4.02,2.01,1.59206567,1.890197386,1.589167391,1.540454614,1.838219222,1.537315273,0.372912003,0.643452676,0.342422681,0.338456494,0.605305046,0.305351369,19,37,18.5,14.2,27.4,13.7,na,na
233,12,na,na,na,na,na,na,na,na,na,na,na,na,na,50,15,36,0,0,Z,,,M,6,,71,0.939856058,0.341570769,3,1996,31.64,149.98,12.5,14.21,52.74,4.4,4.74,18.8,1.57,1.78,4.93,0.41,1.500373714,2.176062305,1.09725731,1.152899596,1.722222464,0.644438589,0.67669361,1.274388796,0.198657087,0.252853031,0.693726949,-0.37675071,19,126.1,10.51,11,30.8,2.57,na,na
267,2,na,na,na,na,na,na,na,na,na,na,na,na,na,30,14,23,0.37,6.5,N,P,S,M,3,26.11,9,0.154308821,0.988022666,1,1997,2,2.95,1.48,1.36,1.67,0.84,0.2,0.29,0.15,0.13,0.15,0.08,0.303196057,0.471291711,0.173186268,0.136720567,0.225309282,-0.070581074,-0.677780705,-0.522878745,-0.795880017,-0.853871964,-0.795880017,-1.045757491,4.4,8.2,4.1,1.2,1.8,0.9,na,na
268,3,na,na,na,na,na,na,na,na,na,na,na,na,na,24,-12,3,0.23,4,N,P,S,M,3,18,16,0.271958158,0.962309077,1,1997,0.5,1.44,0.48,0.04,0.06,0.02,0.05,0.15,0.05,0,0,0,-0.292429824,0.161368002,-0.30980392,-1.301029996,-1.15490196,-1.522878745,-1.22184875,-0.795880017,-1.22184875,-2,-2,-2,2.5,7.2,2.4,0.2,0.3,0.1,na,na
269,4,na,na,na,na,na,na,na,na,na,na,na,na,na,45,5,25,0.46,na,N,P,S,M,3,8,22,0.369724543,0.929141411,1,1997,9.3,19.42,4.86,8.88,16.1,4.03,0.76,1.69,0.42,0.71,1.31,0.33,0.968949681,1.288472801,0.687528961,0.948901761,1.20709554,0.606381365,-0.113509275,0.230448921,-0.366531544,-0.142667504,0.120573931,-0.468521083,11,29.5,7.38,8.9,17.5,4.38,na,na
270,3,na,na,na,na,na,na,na,na,na,na,na,na,na,34,21,29,0.42,3,N,P,S,M,3,17.75,35,0.566701756,0.823923006,2,1997,0.92,2.73,0.91,0.09,0.18,0.06,0.1,0.3,0.1,0.01,0.03,0.01,-0.031517051,0.437750563,-0.036212173,-1,-0.721246399,-1.15490196,-0.958607315,-0.508638306,-0.958607315,-1.698970004,-1.397940009,-1.698970004,2.9,8.6,2.87,0.3,0.6,0.2,na,na
271,2,na,na,na,na,na,na,na,na,na,na,na,na,na,53,33,44,0,0,N,,,M,7,27.33,49,0.746972088,0.664855398,2,1997,117.47,171.38,85.69,116.67,169.78,84.89,11.49,14.52,7.26,11.4,14.34,7.17,2.069963938,2.233985479,1.932980822,2.06699642,2.229912108,1.92890769,1.06069784,1.162265614,0.861534411,1.057285644,1.156851901,0.856124444,50,83,41.5,47.5,78,39,na,na
273,2,na,na,na,na,na,na,na,na,na,na,na,na,na,49,25,35,0.11,0,N,P,,M,3,13.33,60,0.858763958,0.512371412,3,1997,51,78,39,26,28,14,3.5,5.5,2.75,1.7,1.9,0.95,1.707655324,1.892150278,1.59117595,1.415140352,1.447313109,1.146438135,0.545307116,0.741151599,0.440909082,0.23299611,0.281033367,-0.017728767,31,52,26,11,12,6,na,na
275,2,na,na,na,na,na,na,na,na,na,na,na,na,na,32,18,25,0.81,6.5,N,P,S,M,3,12.14,72,0.945596387,0.325342085,3,1997,3.76,5.25,2.63,2.57,2.87,1.44,0.2,0.31,0.16,0.11,0.13,0.07,0.57634135,0.720985744,0.421603927,0.411619706,0.459392488,0.161368002,-0.677780705,-0.494850022,-0.769551079,-0.920818754,-0.853871964,-1.096910013,10,18,9,3.5,5,2.5,na,na
276,4,na,na,na,na,na,na,na,na,na,na,na,na,na,55,24,38,0,0,Z,,,M,6,26.88,79,0.977848342,0.209314646,3,1997,82.63,179.16,44.79,81.16,166.24,41.56,9.66,19.01,4.75,9.55,18.23,4.56,1.917190309,2.253265294,1.651278014,1.909395546,2.220761654,1.618780025,0.985426474,1.279210513,0.677606953,0.980457892,1.261024834,0.6599162,41,118,29.5,33,78,19.5,na,na
278,3,na,na,na,na,na,na,na,na,na,na,na,na,na,64,38,51,0.04,0,Z,P,,M,2,,92,0.999916659,-0.012910296,4,1997,3.5,9.44,3.15,0.46,0.7,0.23,0.19,0.53,0.18,0.01,0.02,0.01,0.545307116,0.975431809,0.499687083,-0.327902142,-0.148741651,-0.619788758,-0.698970004,-0.26760624,-0.721246399,-1.698970004,-1.522878745,-1.698970004,8.6,25.3,8.43,0.3,0.3,0.1,na,na
306,2,na,na,na,na,na,na,na,na,na,na,na,na,na,35,9,20,0.03,0.5,0.5,P,S,M,3,10,350,-0.255353295,0.966847814,12,1999,1.7,3.3,1.65,0.2,0.3,0.15,0.13,0.25,0.13,0.02,0.03,0.02,0.23299611,0.519827994,0.220108088,-0.677780705,-0.508638306,-0.795880017,-0.853871964,-0.585026652,-0.853871964,-1.522878745,-1.397940009,-1.522878745,3.5,6.8,3.4,0.2,0.2,0.1,0.05,0.05
307,2,na,na,na,na,na,na,na,na,na,na,na,na,na,46,10,26,0.11,1.5,2,P,S,M,3,10,362,-0.051619667,0.998666816,12,1999,1.2,2.4,1.2,0.1,0.2,0.1,0.1,0.19,0.1,0.01,0.01,0.01,0.08278537,0.382017043,0.08278537,-0.958607315,-0.677780705,-0.958607315,-0.958607315,-0.698970004,-0.958607315,-1.698970004,-1.698970004,-1.698970004,2.9,5.7,2.85,0.1,0.2,0.1,0.2,0.2
308,7,na,na,na,na,na,na,na,na,na,na,na,na,na,49,10,28,0.77,7,4,P,S,M,3,9.14,7,0.120208045,0.992748722,1,2000,1.1,7.16,1.02,0.1,0.32,0.05,0.09,0.62,0.09,0.01,0.01,0,0.045322979,0.855519156,0.012837225,-0.958607315,-0.48148606,-1.22184875,-1,-0.200659451,-1,-1.698970004,-1.698970004,-2,3.1,20.2,2.89,0.2,1.1,0.09,0.37,0.37
309,2,na,na,na,na,na,na,na,na,na,na,na,na,na,39,14,28,0,0,2.5,,,M,5,,15,0.255353295,0.966847814,1,2000,0.94,1.83,0.92,0.06,0.07,0.04,0.08,0.16,0.08,0,0,0,-0.022276395,0.264817823,-0.031517051,-1.15490196,-1.096910013,-1.301029996,-1.045757491,-0.769551079,-1.045757491,-2,-2,-2,2.8,5.5,2.75,0.1,0.2,0.1,0,0
310,2,na,na,na,na,na,na,na,na,na,na,na,na,na,34,10,21,1.1,1.5,1.5,P,S,M,3,9.29,18,0.304921225,0.952377576,1,2000,0.84,1.67,0.84,0.05,0.09,0.04,0.08,0.15,0.08,0.01,0.01,0.01,-0.070581074,0.225309282,-0.070581074,-1.22184875,-1,-1.301029996,-1.045757491,-0.795880017,-1.045757491,-1.698970004,-1.698970004,-1.698970004,2.6,5.2,2.6,0.1,0.1,0.05,0.14,0.14
311,2,na,na,na,na,na,na,na,na,na,na,na,na,na,34,17,27,0.21,3.1,1.3,P,S,M,3,,30,0.49377555,0.869589389,1,2000,0.62,1.23,0.62,0.02,0.03,0.02,0.06,0.12,0.06,0,0,0,-0.200659451,0.093421685,-0.200659451,-1.522878745,-1.397940009,-1.522878745,-1.15490196,-0.886056648,-1.15490196,-2,-2,-2,2.2,4.4,2.2,0,0,0,0,0
312,3,na,na,na,na,na,na,na,na,na,na,na,na,na,40,13,28,0,0,1.5,,,M,5,20.56,38,0.60847687,0.793571609,2,2000,0.55,1.63,0.54,0.03,0.06,0.02,0.05,0.15,0.05,0,0,0,-0.251811973,0.214843848,-0.259637311,-1.397940009,-1.15490196,-1.522878745,-1.22184875,-0.795880017,-1.22184875,-2,-2,-2,2.2,6.5,2.17,0.1,0.2,0.07,0.31,0.31
313,3,na,na,na,na,na,na,na,na,na,na,na,na,na,48,17,33,0,0,5,,,M,5,22.06,51,0.769414827,0.638749422,2,2000,2.9,3.99,1.33,2.38,2.43,0.81,0.21,0.32,0.11,0.16,0.17,0.06,0.463892989,0.602059991,0.127104798,0.378397901,0.387389826,-0.086186148,-0.657577319,-0.48148606,-0.920818754,-0.769551079,-0.744727495,-1.15490196,2.8,7.2,2.4,0.5,0.5,0.17,1.1,1.1
315,7,na,na,na,na,na,na,na,na,na,na,na,na,na,64,22,41,0.01,0,Z,P,,M,6,,60,0.858763958,0.512371412,2,2000,15,46.1,6.59,8,15.2,2.17,0.53,1.87,0.27,0.24,0.48,0.07,1.176380692,1.663795122,0.819543936,0.903632516,1.182129214,0.338456494,-0.26760624,0.274157849,-0.552841969,-0.602059991,-0.30980392,-1.096910013,15,65.4,9.34,4.9,121.4,10.12,na,na
317,5,na,na,na,na,na,na,na,na,na,na,na,na,na,58,21,na,0.25,1,1,P,S,M,3,,72,0.945596387,0.325342085,3,2000,2.3,10.1,2.02,0.8,1.4,0.28,0.09,0.37,0.07,0.03,0.07,0.01,0.36361198,1.004751156,0.307496038,-0.091514981,0.149219113,-0.537602002,-1,-0.420216403,-1.096910013,-1.397940009,-1.096910013,-1.698970004,6.6,27.4,5.48,1.6,3.2,0.64,0,0
320,17,na,na,na,na,na,na,na,na,na,na,na,na,na,61,23,40,1.23,6.1,4.1,P,S,M,3,10,87,0.997324973,0.07309513,3,2000,1.9,24.9,1.46,0.3,1.5,0.09,0.14,1.76,0.1,0.03,0.14,0.01,0.281033367,1.396373728,0.167317335,-0.508638306,0.178976947,-1,-0.823908741,0.247973266,-0.958607315,-1.397940009,-0.823908741,-1.698970004,6.1,80.6,4.74,1,4.6,0.27,0.41,0.41
347,2,na,na,na,na,na,na,na,na,na,na,na,na,na,46,24,34,0.3,0,U,P,,M,3,,331,-0.552435313,0.833555772,11,2000,1.2,2.3,1.15,0.31,0.52,0.26,0.06,0.12,0.06,0.01,0.02,0.01,0.08278537,0.36361198,0.064457989,-0.494850022,-0.27572413,-0.568636236,-1.15490196,-0.886056648,-1.15490196,-1.698970004,-1.522878745,-1.698970004,4.7,9.1,4.55,0.3,0.3,0.15,na,na
349,2,na,na,na,na,na,na,na,na,na,na,na,na,na,29,5,17,0.18,2.6,1,P,S,M,3,10,342,-0.385663406,0.922639549,12,2000,0.99,1.93,0.97,0.1,0.15,0.08,0.05,0.11,0.05,0,0,0,0,0.28780173,-0.008773924,-0.958607315,-0.795880017,-1.045757491,-1.22184875,-0.920818754,-1.22184875,-2,-2,-2,4,7.8,3.9,0.2,0.2,0.1,0.1,0.1
350,5,na,na,na,na,na,na,na,na,na,na,na,na,na,38,-5,18,0.23,2.5,4,P,S,M,3,8.13,348,-0.288482433,0.957485188,12,2000,0.77,3.58,0.72,0.1,0.23,0.05,0.04,0.19,0.04,0,0,0,-0.107905397,0.555094449,-0.13667714,-0.958607315,-0.619788758,-1.22184875,-1.301029996,-0.698970004,-1.301029996,-2,-2,-2,3.1,14.4,2.88,0.4,0.8,0.16,0.33,0.33
351,2,na,na,na,na,na,na,na,na,na,na,na,na,na,22,0,14,na,6,U,P,S,M,3,8.18,354,-0.18822671,0.982125606,12,2000,0.65,1.27,0.64,0.05,0.07,0.04,0.04,0.07,0.03,0.01,0.01,0.01,-0.180456064,0.10720997,-0.187086643,-1.22184875,-1.096910013,-1.301029996,-1.301029996,-1.096910013,-1.397940009,-1.698970004,-1.698970004,-1.698970004,2.6,5.1,2.55,0.1,0.1,0.05,na,na
352,3,na,na,na,na,na,na,na,na,na,na,na,na,na,32,16,na,na,na,18.2,P,S,M,3,9.52,365,6.43E-16,1,12,2000,0.6,1.75,0.58,0.03,0.09,0.03,0.03,0.09,0.03,0,0,0,-0.214670165,0.245512668,-0.229147988,-1.397940009,-1,-1.397940009,-1.397940009,-1,-1.397940009,-2,-2,-2,2.4,7,2.33,0.3,0.6,0.2,1.73,1.73
353,4,na,na,na,na,na,na,na,na,na,na,na,na,na,40,-1,23,0.02,0.3,2,P,S,M,3,11.9,3,0.051619667,0.998666816,1,2001,0.65,2.29,0.57,0.05,0.11,0.03,0.04,0.12,0.03,0.01,0.01,0,-0.180456064,0.361727836,-0.236572006,-1.22184875,-0.920818754,-1.397940009,-1.301029996,-0.886056648,-1.397940009,-1.698970004,-1.698970004,-2,2.6,9.2,2.3,0.5,0.7,0.18,0.24,0.24
354,3,na,na,na,na,na,na,na,na,na,na,na,na,na,41,4,26,0,0,3,,,M,5,14.19,9,0.154308821,0.988022666,1,2001,1.3,3.04,1.01,0.66,1.12,0.37,0.12,0.27,0.09,0.08,0.14,0.05,0.117271296,0.484299839,0.008600172,-0.173925197,0.053078443,-0.420216403,-0.886056648,-0.552841969,-1,-1.045757491,-0.823908741,-1.22184875,3.2,8.6,2.87,0.2,0.2,0.07,0.43,0.43
359,10,na,na,na,na,na,na,na,na,na,na,na,na,na,49,9,30,0.01,0,Z,P,,M,6,29.48,60,0.858763958,0.512371412,3,2001,8.5,44.7,4.47,4.8,8.3,0.83,0.25,1.45,0.14,0.13,0.24,0.02,0.92992956,1.65040467,0.651278014,0.682145076,0.919601024,-0.075720714,-0.585026652,0.164352856,-0.823908741,-0.853871964,-0.602059991,-1.522878745,14,101.4,10.14,4.1,13.6,1.36,na,na
360,5,na,na,na,na,na,na,na,na,na,na,na,na,na,41,20,32,0.27,0,U,P,,M,3,11.67,71,0.939856058,0.341570769,3,2001,24,46.4,9.28,7,10.6,2.12,0.87,1.62,0.32,0.24,0.26,0.05,1.38039216,1.666611568,0.968015714,0.845718018,1.025715384,0.328379603,-0.055517328,0.212187604,-0.48148606,-0.602059991,-0.568636236,-1.22184875,19,66.4,13.28,8,19.4,3.88,na,na
361,6,na,na,na,na,na,na,na,na,na,na,na,na,na,48,21,36,0,0,Z,,,M,6,,77,0.970063922,0.242849722,3,2001,41,183,30.5,13,45,7.5,2.94,11.38,1.9,1.17,3.08,0.51,1.612889769,2.262474821,1.484442208,1.114277297,1.653309013,0.875639937,0.469822016,1.056523724,0.281033367,0.071882007,0.489958479,-0.283996656,32,174,29,15,30,5,na,na
362,4,na,na,na,na,na,na,na,na,na,na,na,na,na,47,23,36,0.01,0,Z,P,,M,6,,87,0.997324973,0.07309513,3,2001,7.8,18.6,4.65,0.9,1.8,0.45,0.38,1.04,0.26,0.02,0.03,0.01,0.892651034,1.269746373,0.668385917,-0.040958608,0.257678575,-0.337242168,-0.408935393,0.021189299,-0.568636236,-1.522878745,-1.397940009,-1.698970004,12,41.6,10.4,2,3.3,0.83,na,na
363,3,na,na,na,na,na,na,na,na,na,na,na,na,na,49,26,37,0.29,1,1,P,S,M,3,,91,0.99999074,0.004303538,4,2001,9.3,21.1,7.03,2.4,3.4,1.13,0.52,1.23,0.41,0.14,0.25,0.08,0.968949681,1.324488233,0.847572659,0.382017043,0.532754379,0.056904851,-0.27572413,0.093421685,-0.37675071,-0.823908741,-0.585026652,-1.045757491,17,44,14.67,5,8,2.67,0,0
394,8,na,na,na,na,na,na,na,na,na,na,na,na,na,54,19,36,na,na,1,,,M,5,10,22,0.369724543,0.929141411,1,2002,2.05,14.28,1.79,0.66,1.9,0.24,0.25,1.46,0.18,0.1,0.34,0.04,0.31386722,1.155032229,0.255272505,-0.173925197,0.281033367,-0.602059991,-0.585026652,0.167317335,-0.721246399,-0.958607315,-0.455931956,-1.301029996,5.7,37.06,4.63,0.77,3.57,0.32,0.1,0.1
395,2,na,na,na,na,na,na,na,na,na,na,na,na,na,38,15,28,0.47,6.1,3.1,P,S,M,3,10,31,0.508670944,0.860961016,1,2002,1.36,2.7,1.35,0.04,0.06,0.03,0.12,0.23,0.12,0.02,0.03,0.02,0.136720567,0.432969291,0.133538908,-1.301029996,-1.15490196,-1.397940009,-0.886056648,-0.619788758,-0.886056648,-1.522878745,-1.397940009,-1.522878745,4.3,8.5,4.25,0.3,0.3,0.15,0.31,0.31
396,2,na,na,na,na,na,na,na,na,na,na,na,na,na,48,24,36,0,0,1,,,M,5,10,38,0.60847687,0.793571609,2,2002,1.45,2.79,1.4,0.25,0.39,0.2,0.12,0.23,0.12,0.03,0.05,0.03,0.164352856,0.447158031,0.149219113,-0.585026652,-0.397940009,-0.677780705,-0.886056648,-0.619788758,-0.886056648,-1.397940009,-1.22184875,-1.397940009,4.3,8.4,4.2,0.2,0.2,0.1,0.1,0.1
397,3,na,na,na,na,na,na,na,na,na,na,na,na,na,40,6,27,na,na,1.25,P,S,M,3,10,41,0.648629561,0.761104259,2,2002,2.48,6.17,2.06,0.75,0.97,0.32,0.23,0.57,0.19,0.08,0.12,0.04,0.396199347,0.790988475,0.315970345,-0.119186408,-0.008773924,-0.48148606,-0.619788758,-0.236572006,-0.698970004,-1.045757491,-0.886056648,-1.301029996,7,17.6,5.87,1.8,2,0.67,0.13,0.13
398,4,na,na,na,na,na,na,na,na,na,na,na,na,na,49,19,34,0,0,Z,na,na,M,6,na,45,0.699458327,0.714673386,2,2002,2.21,8.1,2.03,0.22,0.39,0.1,0.17,0.64,0.16,0.02,0.04,0.01,0.346352974,0.909020854,0.309630167,-0.638272164,-0.397940009,-0.958607315,-0.744727495,-0.187086643,-0.769551079,-1.522878745,-1.301029996,-1.698970004,6.76,24.6,6.15,0.9,1.72,0.43,na,na
400,2,na,na,na,na,na,na,na,na,na,na,na,na,na,48,22,36,0,0,Z,na,na,M,6,na,55,0.811539059,0.584298174,2,2002,9.5,17.8,8.9,3.4,5.6,2.8,0.72,1.34,0.67,0.27,0.44,0.22,0.978180517,1.250663919,0.949877704,0.532754379,0.748962861,0.44870632,-0.13667714,0.130333768,-0.167491087,-0.552841969,-0.346787486,-0.638272164,14.04,26.82,13.41,3.04,3.04,1.52,na,na
401,2,na,na,na,na,na,na,na,na,na,na,na,na,na,36,10,23,0.7,8.5,N,P,S,M,3,10,61,0.867456355,0.497513289,3,2002,2.21,4.17,2.09,0.39,0.53,0.27,0.2,0.38,0.19,0.03,0.04,0.02,0.346352974,0.621176282,0.322219295,-0.397940009,-0.26760624,-0.552841969,-0.677780705,-0.408935393,-0.698970004,-1.397940009,-1.301029996,-1.522878745,6.5,12.5,6.25,0.4,0.4,0.2,na,na
403,7,na,na,na,na,na,na,na,na,na,na,na,na,na,56,19,35,0,0,N,na,na,M,7,na,71,0.939856058,0.341570769,3,2002,20,74.85,10.69,12.05,21.62,3.09,2.2,8.2,1.17,1.5,3.36,0.48,1.301247089,1.874249823,1.029383778,1.081347308,1.335056519,0.491361694,0.344392274,0.914343157,0.071882007,0.178976947,0.527629901,-0.30980392,21.21,109.68,15.67,4.96,102.3,8.53,na,na
405,2,na,na,na,na,na,na,na,na,na,na,na,na,na,40,19,na,0,0,N,na,na,M,7,10,82,0.987349442,0.158559385,3,2002,3.04,5.38,2.69,0.9,1.1,0.55,0.27,0.48,0.24,0.07,0.08,0.04,0.484299839,0.731588765,0.431363764,-0.040958608,0.045322979,-0.251811973,-0.552841969,-0.30980392,-0.602059991,-1.096910013,-1.045757491,-1.301029996,8.6,15.4,7.7,0.9,0.9,0.45,na,na
406,6,na,na,na,na,na,na,na,na,na,na,na,na,na,46,na,na,0,0,N,na,na,M,7,na,85,0.994217907,0.107381347,3,2002,2.29,12.25,2.04,0.22,0.73,0.12,0.21,1.12,0.19,0.02,0.07,0.01,0.361727836,1.08849047,0.311753861,-0.638272164,-0.13076828,-0.886056648,-0.657577319,0.053078443,-0.698970004,-1.522878745,-1.096910013,-1.698970004,7.21,38.38,6.4,1.26,2.76,0.46,na,na
1,3,1,0.41,0.6,0.54,0.52,0.4,0.27,1.182,7.67,0.053,0,0,0,80,47,62,0.66,0,0,P,na,na,1,na,276,-0.999250011,0.038722281,10,1990,0.86,2.38,0.79,0.11,0.23,0.08,0.03,0.1,0.03,0,0,0,-0.060480747,0.378397901,-0.096910013,-0.920818754,-0.619788758,-1.045757491,-1.397940009,-0.958607315,-1.397940009,-2,-2,-2,3.2,8.9,2.97,0.4,0.9,0.3,0,0.41
2,2,1,0.37,0.36,0.36,0.28,0.26,0.17,0.63,13.83,0.027,0,0.04,0.39,50,43,47,0.25,0,0,P,na,na,1,na,281,-0.992222209,0.124479264,10,1990,0.86,1.58,0.79,0.15,0.16,0.08,0.03,0.06,0.03,0,0,0,-0.060480747,0.201397124,-0.096910013,-0.795880017,-0.769551079,-1.045757491,-1.397940009,-1.15490196,-1.397940009,-2,-2,-2,3.2,5.9,2.95,0.6,0.7,0.35,0,0.37
3,3,1,0.52,0.24,0.18,0.16,0.14,0.12,0.453,11.92,0.044,0,0.37,0.41,64,33,48,0.84,0,0,P,na,na,1,na,283,-0.987349442,0.158559385,10,1990,1.6,4.2,1.4,0.32,0.36,0.12,0.06,0.17,0.06,0.01,0.01,0,0.206825876,0.624282096,0.149219113,-0.48148606,-0.431798276,-0.886056648,-1.15490196,-0.744727495,-1.15490196,-1.698970004,-1.698970004,-2,5.9,15.5,5.17,1.2,1.4,0.47,0,0.52
4,3,1,0.26,0.36,0.3,0.28,0.22,0.18,0.388,2.75,0.095,0,0,0.52,60,41,51,0.35,0,0,P,na,na,1,na,287,-0.974100455,0.226115686,10,1990,1.39,3.89,1.3,0.22,0.41,0.14,0.06,0.16,0.05,0.01,0.01,0,0.146128036,0.591064607,0.117271296,-0.638272164,-0.37675071,-0.823908741,-1.15490196,-0.769551079,-1.22184875,-1.698970004,-1.698970004,-2,5.1,14.4,4.8,0.8,1.6,0.53,0,0.26
5,3,1,0.28,0.48,0.36,0.28,0.26,0.25,0.527,2.5,0.112,0,0.04,0.3,68,30,50,0.28,0,0,P,na,na,1,na,290,-0.961129784,0.276096973,10,1990,1.94,4.58,1.53,0.8,0.99,0.33,0.08,0.18,0.06,0.03,0.04,0.01,0.290034611,0.661812686,0.187520721,-0.091514981,0,-0.468521083,-1.045757491,-0.721246399,-1.15490196,-1.397940009,-1.301029996,-1.698970004,7.2,17,5.67,3,3.7,1.23,0,0.28
7,2,1,0.24,0.24,0.18,0.16,0.16,0.13,0.244,2.75,0.087,0.01,0.03,0.82,44,30,37,0.26,0.8,0,P,S,na,1,na,313,-0.780295851,0.625410573,11,1990,5.46,10.56,5.28,0.95,1.54,0.77,0.24,0.47,0.23,0.03,0.04,0.02,0.737987326,1.024074987,0.723455672,-0.017728767,0.190331698,-0.107905397,-0.602059991,-0.318758763,-0.619788758,-1.397940009,-1.301029996,-1.522878745,7.5,14.2,7.1,1,1.2,0.6,0,0.24
