date	phos_tot	solids_tot	q_tot	phos_storm	solids_storm	q_storm
4/29/1991	3818.38	2094.15	62	3809.15	2090.99	47
4/30/1991	90.2	52.42	21	77.31	46.9	6
5/1/1991	21.33	8.77	15	8.44	3.25	0
5/2/1991	12.89	5.52	13	0	0	2
5/3/1991	10.56	4.33	11	0.67	0.41	0
5/4/1991	9.89	3.92	11	0	0	0
5/5/1991	221.47	65.39	25	211.58	61.47	11
5/6/1991	55.86	20.58	19	32.67	11.03	5
5/7/1991	23.19	9.55	14	0	0	0
5/8/1991	27.2	12.77	15	4.01	3.22	3
5/9/1991	13.39	5.62	14	3.57	1.97	2
5/10/1991	10.41	4.33	12	0.59	0.68	0
5/11/1991	9.82	3.65	11	0	0	1
5/12/1991	8.94	3.3	10	0.65	0.09	0
5/13/1991	9.29	3.51	11	1	0.3	1
5/14/1991	8.29	3.21	10	0	0	0
5/15/1991	11.7	4.9	11	0	0	1
5/16/1991	4680.03	3170.1	76	4668.33	3165.2	66
5/17/1991	89.93	34.11	21	78.23	29.21	4
5/18/1991	19.74	21.2	19	6.77	8.03	2
5/19/1991	14.36	16.68	17	1.39	3.51	0
5/20/1991	12.97	13.17	15	0	0	1
5/21/1991	12.06	10.7	14	0.42	2.81	0
5/22/1991	11.66	9.05	14	0.02	1.16	0
5/23/1991	11.64	7.89	14	0	0	1
5/24/1991	10.95	6.5	13	0.49	1.31	0
5/25/1991	10.46	5.43	13	0	0.24	0
5/26/1991	11.41	5.19	14	0.95	0	2
5/27/1991	9.7	3.85	12	0	0	0
5/28/1991	46.41	57.15	18	36.71	53.3	6
5/29/1991	9.94	7.2	12	0.24	3.35	0
5/30/1991	10.46	6.9	13	0	0	1
5/31/1991	287.26	255.11	21	276.8	248.21	9
6/1/1991	76.4	12.32	15	65.94	5.42	4
6/2/1991	17.41	7.15	12	9.06	4.46	1
6/3/1991	11.83	4.3	11	3.48	1.61	0
6/4/1991	8.35	2.69	10	0	0	0.7
6/5/1991	6.32	1.82	9.5	0.51	0.28	0.2
6/6/1991	6	1.65	9.3	0.19	0.11	0
6/7/1991	5.81	1.54	9	0	0	0.5
6/8/1991	5.67	1.44	8.8	0.17	0.1	0.3
6/9/1991	5.5	1.34	8.5	0	0	0
6/10/1991	5.84	1.37	9	0.34	0.03	0.9
6/11/1991	5.44	1.23	8.4	0.27	0.15	0.3
6/12/1991	5.25	1.14	8.1	0.08	0.06	0
6/13/1991	5.17	1.08	8	0	0	0
6/14/1991	16.19	3.66	9.5	0	2.53	1.5
6/15/1991	97.76	17.97	14	81.57	16.84	6
6/16/1991	27.24	1.13	8.9	11.05	0	0.9
6/17/1991	10.63	0.93	8.3	6.86	0.18	0.3
6/18/1991	4.58	0.8	8	0.81	0.05	0
6/19/1991	3.77	0.75	7.8	0	0	0.2
6/20/1991	3.74	0.73	7.7	0.1	0.03	0.1
6/21/1991	3.69	0.72	7.6	0.05	0.02	0
6/22/1991	3.64	0.7	7.5	0	0	0.3
6/23/1991	3.5	0.66	7.2	0.02	0.01	0
6/24/1991	3.48	0.65	7.2	0	0	0
6/25/1991	3.49	0.65	7.2	0.01	0	0.3
6/26/1991	3.45	0.63	7.1	0.13	0.03	0.2
6/27/1991	3.36	0.61	6.9	0.04	0.01	0
6/28/1991	3.32	0.6	6.8	0	0	0
6/29/1991	3.31	0.59	6.8	0	0.01	0
6/30/1991	3.31	0.58	6.8	0	0	0
7/1/1991	3.53	0.61	7.3	0.22	0.03	0.5
7/2/1991	3.34	0.58	6.8	0	0	0
7/3/1991	3.37	0.59	6.8	0.03	0.01	0
7/4/1991	3.57	0.63	7.1	0.23	0.05	0.4
7/5/1991	3.57	0.64	6.9	0.07	0	0.2
7/6/1991	3.5	0.64	6.7	0	0	0
7/7/1991	3.55	0.65	6.6	0.05	0.01	0.1
7/8/1991	3.6	0.67	6.6	0	0	0.1
7/9/1991	3.61	0.69	6.5	0.01	0.02	0
7/10/1991	3.67	0.71	6.5	0.07	0.04	0
7/11/1991	3.82	0.75	6.6	0	0	0.1
7/12/1991	10.4	3.8	8.7	6.58	3.05	2.2
7/13/1991	4.13	0.83	6.9	0.31	0.08	0.5
7/14/1991	3.98	0.81	6.5	0.01	0	0.1
7/15/1991	3.97	0.82	6.4	0	0.01	0
7/16/1991	4	0.85	6.4	0.03	0.04	0
7/17/1991	9.4	3.2	8.4	4.67	2.2	2
7/18/1991	8.2	1.11	8.1	3.47	0.11	1.7
7/19/1991	4.73	1	7.3	0	0	0
7/20/1991	17.2	5.9	10	0	0	2.7
7/21/1991	436.13	218.33	24	418.93	212.43	16.7
7/22/1991	59.21	21.94	16	42.01	16.03	8
7/23/1991	21.67	5.63	8.9	7.99	2.39	0.9
7/24/1991	16.86	4.18	8	3.18	0.94	0
7/25/1991	13.68	3.24	7.5	0	0	0.4
7/26/1991	11.33	2.56	7.2	1.6	0.51	0.1
7/27/1991	9.73	2.1	7.1	0	0.05	0
7/28/1991	9.9	2.05	8.3	0.17	0	1.1
7/29/1991	7.72	1.52	7.5	2.3	0.54	0.3
7/30/1991	6.43	1.21	7.2	1.01	0.23	0
7/31/1991	5.42	0.98	7	0	0	0.3
8/1/1991	4.5	0.77	6.7	1.02	0.22	0
8/2/1991	3.95	0.65	6.8	0.47	0.1	0.1
8/3/1991	3.48	0.55	6.9	0	0	0.6
8/4/1991	2.91	0.44	6.6	0.53	0.1	0.3
8/5/1991	2.45	0.35	6.3	0.07	0.01	0
8/6/1991	2.38	0.34	6.3	0	0	0
8/7/1991	6.57	2.03	7.4	0	0	1.1
8/8/1991	141.51	62.3	19	134.94	60.27	12.7
8/9/1991	14.43	3.51	9	7.86	1.48	1.5
8/10/1991	10.52	2.47	8	4.06	1.05	0.5
8/11/1991	8.21	1.87	7.5	1.75	0.45	0
8/12/1991	6.46	1.42	7.2	0	0	0.6
8/13/1991	5.06	1.08	6.8	1.05	0.23	0.2
8/14/1991	4.11	0.85	6.6	0.1	0	0
8/15/1991	4.01	0.87	6.5	0	0.02	0
8/16/1991	4.3	0.99	6.7	0	0	0.2
8/17/1991	4.73	1.17	7	0.43	0.18	0.5
8/18/1991	4.62	1.21	6.5	0.32	0.22	0.4
8/19/1991	4.67	1.31	6.3	0	0	0.2
8/20/1991	4.74	1.42	6.1	0.07	0.11	0
8/21/1991	4.95	1.59	6.1	0.28	0.28	0.1
8/22/1991	5.1	1.74	6	0	0	0
8/23/1991	5.37	1.96	6	0.27	0.22	0
8/24/1991	5.61	2.19	6	0.51	0.45	0
8/25/1991	5.84	2.43	6	0	0	0
8/26/1991	6.13	2.7	6	0.29	0.27	0
8/27/1991	6	2.56	6	0.16	0.13	0
8/28/1991	5.75	2.34	6	0.47	0.4	0
8/29/1991	5.55	2.15	6	0.27	0.21	0
8/30/1991	5.28	1.94	5.9	0	0	0.3
8/31/1991	5	1.75	5.8	0.43	0.31	0.2
9/1/1991	4.73	1.57	5.6	0.16	0.13	0
9/2/1991	4.57	1.44	5.6	0	0	0.1
9/3/1991	4.39	1.32	5.6	0.38	0.23	0.1
9/4/1991	4.13	1.18	5.5	0.12	0.09	0
9/5/1991	4.01	1.09	5.5	0	0	0
9/6/1991	3.98	1.03	5.6	0.13	0.08	0.1
9/7/1991	3.85	0.95	5.6	0	0	0.1
9/8/1991	4.6	1.5	6.9	0.75	0.55	0.8
9/9/1991	4.36	0.97	6.8	0.59	0.17	0.7
9/10/1991	3.77	0.8	6.1	0	0	0
9/11/1991	5.7	1.9	7.3	1.93	1.1	1
9/12/1991	5.1	0.89	7.1	1.16	0.06	0.8
9/13/1991	3.94	0.83	6.3	0	0	0
9/14/1991	11.8	4.3	9	7.86	3.47	2.4
9/15/1991	4.68	1.04	7.2	0.34	0.03	0.6
9/16/1991	4.42	1.01	6.6	0.08	0	0
9/17/1991	4.34	1.02	6.3	0	0.01	0
9/18/1991	4.44	1.08	6.3	0	0	0
9/19/1991	4.55	1.13	6.3	0.11	0.05	0
9/20/1991	4.55	1.17	6.2	0.11	0.09	0.2
9/21/1991	4.55	1.2	6	0	0	0
9/22/1991	4.71	1.28	6.1	0.16	0.08	0.1
9/23/1991	4.79	1.33	6.1	0.24	0.13	0
9/24/1991	5.34	1.53	6.6	0.28	0.08	0.5
9/25/1991	5.34	1.53	6.6	0.28	0.08	0.5
9/26/1991	5.06	1.45	6.2	0	0	0.2
9/27/1991	5.12	1.47	6.3	0.27	0.08	0.3
9/28/1991	4.85	1.39	6	0	0	0
9/29/1991	4.85	1.39	6	0	0	0
9/30/1991	4.85	1.39	6	0.25	0.06	0
10/1/1991	4.75	1.36	6	0.15	0.03	0
10/2/1991	4.6	1.33	6.1	0	0	0
10/3/1991	4.48	1.3	6.2	0.17	0.05	0.1
10/4/1991	4.31	1.25	6.2	0	0	0.1
10/5/1991	4.33	1.27	6.5	0.02	0.02	0.1
10/6/1991	4.39	1.29	6.9	0.67	0.18	0.5
10/7/1991	3.94	1.16	6.4	0.22	0.05	0
10/8/1991	3.72	1.11	6.3	0	0	0
10/9/1991	3.57	1.06	6.3	0.29	0.07	0
10/10/1991	3.42	1.02	6.3	0.14	0.03	0
10/11/1991	3.28	0.99	6.3	0	0	0.1
10/12/1991	3.16	0.96	6.4	0.24	0.07	0.2
10/13/1991	2.96	0.9	6.2	0.04	0.01	0
10/14/1991	2.92	0.89	6.4	0	0	0
10/15/1991	2.84	0.87	6.5	0.16	0.04	0.1
10/16/1991	2.76	0.85	6.6	0.08	0.02	0.2
10/17/1991	2.68	0.83	6.7	0	0	0.4
10/18/1991	2.46	0.77	6.4	0.26	0.08	0.1
10/19/1991	2.33	0.73	6.3	0.13	0.04	0
10/20/1991	2.2	0.69	6.2	0	0	0
10/21/1991	2.11	0.67	6.3	0.05	0.02	0.1
10/22/1991	2.06	0.65	6.3	0	0	0.1
10/23/1991	2.2	0.67	6.4	0.14	0.02	0
10/24/1991	207.9	52.4	14	197.26	51.41	7.6
10/25/1991	13.76	1.01	7.6	3.12	0.02	1.2
10/26/1991	10.64	0.99	7.6	0	0	1
10/27/1991	7.7	0.91	7.1	3.23	0.08	0.5
10/28/1991	5.49	0.83	6.6	1.02	0	0
10/29/1991	4.47	0.83	6.7	0	0	0.2
10/30/1991	4.21	0.81	6.5	0	0	0
10/31/1991	4.44	0.87	6.8	0.23	0.06	0.3
11/1/1991	1387.68	631.85	82	1383.47	631.04	71
11/2/1991	78.67	39.64	14	53.98	37.2	3
11/3/1991	40.77	8.04	11	16.08	5.6	0
11/4/1991	24.69	2.44	9.6	0	0	1
11/5/1991	18.32	2.06	9.2	6.24	0.47	0.6
11/6/1991	14.84	1.8	8.6	2.76	0.21	0
11/7/1991	12.08	1.59	8	0	0	0.1
11/8/1991	10.27	1.46	7.9	2.48	0.17	0
11/9/1991	8.92	1.37	7.9	1.13	0.08	0
11/10/1991	7.79	1.29	8	0	0	0.1
11/11/1991	6.73	1.21	7.9	1.2	0.06	0
11/12/1991	5.91	1.15	8.1	0.38	0	0.2
11/13/1991	5.53	1.16	8.7	0	0.01	0
11/14/1991	40.61	12.75	12	21.4	9.94	3.3
11/15/1991	74.31	7.92	14	55.1	5.11	5.3
11/16/1991	19.21	2.81	10	0	0	0
11/17/1991	70.94	39.92	14	43.58	33.88	4
11/18/1991	228.31	94.14	23	200.95	88.1	13
11/19/1991	27.36	6.04	12	0	0	2
11/20/1991	10.85	1.82	11	2.57	0.23	1
11/21/1991	9.53	1.71	10	1.25	0.12	0
11/22/1991	8.28	1.59	9.7	0	0	0
11/23/1991	7.55	1.56	9.8	1.71	0.18	0.1
11/24/1991	6.99	1.54	9.9	1.15	0.16	0.2
11/25/1991	5.84	1.38	9.1	0	0	0.5
11/26/1991	5	1.26	8.6	0.82	0.05	0
11/27/1991	4.65	1.26	8.8	0.47	0.05	0.2
11/28/1991	4.18	1.21	8.7	0	0	0
11/29/1991	21	10.6	12	1.27	8.73	3.3
11/30/1991	38.26	13.12	15	18.53	11.25	6.3
12/1/1991	19.73	1.87	11	0	0	2.2
12/2/1991	14.76	1.58	9.6	5.36	0.29	0.8
12/3/1991	11.41	1.38	8.8	2.01	0.09	0
12/4/1991	9.4	1.29	8.6	0	0	0.2
12/5/1991	7.92	1.23	8.6	2.07	0.08	0.2
12/6/1991	6.52	1.15	8.4	0.67	0	0
12/7/1991	5.85	1.17	9	0	0.02	0
12/8/1991	4.97	1.13	9	1.5	0.12	0
12/9/1991	4.2	1.08	9.1	0.73	0.07	0.1
12/10/1991	3.47	1.01	8.9	0	0	0.3
12/11/1991	2.86	0.93	8.6	0	0	0
12/12/1991	35.97	17.41	14	33.11	16.48	5.4
12/13/1991	11.68	2.04	11	8.82	1.11	2.2
12/14/1991	5.36	1.65	9.6	1.02	0.25	0.8
12/15/1991	4.64	1.49	8.8	0.3	0.09	0
12/16/1991	4.34	1.4	8.4	0	0	0.6
12/17/1991	4.24	1.38	8.3	0.5	0.16	0.5
12/18/1991	3.92	1.28	7.8	0.18	0.06	0
12/19/1991	3.74	1.22	7.6	0	0	0
12/20/1991	3.71	1.22	7.7	0.09	0.02	0.1
12/21/1991	3.72	1.23	7.8	0.1	0.03	0.2
12/22/1991	3.62	1.2	7.8	0	0	0.4
12/23/1991	3.55	1.18	7.8	0.32	0.09	0.4
12/24/1991	3.34	1.12	7.4	0.11	0.03	0
12/25/1991	3.23	1.09	7.3	0	0	0.1
12/26/1991	3.13	1.06	7.2	0.11	0.03	0
12/27/1991	3.07	1.04	7.2	0.05	0.01	0
12/28/1991	3.02	1.03	7.2	0	0	0
12/29/1991	2.96	1.01	7.2	0.1	0.02	0
12/30/1991	2.91	1	7.2	0.05	0.01	0
12/31/1991	2.86	0.99	7.2	0	0	0
1/1/1992	2.81	0.97	7.2	0.1	0.02	0
1/2/1992	2.76	0.96	7.2	0.05	0.01	0
1/3/1992	2.71	0.95	7.2	0	0	0
1/4/1992	2.66	0.93	7.2	0.1	0.02	0
1/5/1992	2.61	0.92	7.2	0.05	0.01	0
1/6/1992	2.56	0.91	7.2	0	0	0
1/7/1992	2.52	0.9	7.2	0	0	0
1/8/1992	2.59	0.93	7.6	0.07	0.03	0.4
1/9/1992	2.66	0.96	7.9	0.14	0.06	0.4
1/10/1992	2.48	0.89	7.5	0.06	0.01	0
1/11/1992	2.47	0.9	7.6	0.05	0.02	0.1
1/12/1992	2.42	0.88	7.6	0	0	0.2
1/13/1992	2.33	0.85	7.4	0.16	0.05	0
1/14/1992	2.26	0.83	7.4	0.09	0.03	0
1/15/1992	2.17	0.8	7.2	0	0	0.8
1/16/1992	1.9	0.7	6.4	0.13	0.04	0
1/17/1992	1.86	0.69	6.4	0.09	0.03	0
1/18/1992	1.77	0.66	6.2	0	0	0.3
1/19/1992	1.66	0.62	5.9	0	0	0
1/20/1992	1.7	0.64	6.2	0.04	0.02	0.3
1/21/1992	1.69	0.64	6.2	0.03	0.02	0
1/22/1992	1.82	0.68	6.7	0	0.01	0.5
1/23/1992	1.89	0.7	7	0.07	0.03	0.8
1/24/1992	1.84	0.67	6.8	0.02	0	0.3
1/25/1992	1.76	0.63	6.5	0	0.02	0
1/26/1992	1.76	0.62	6.5	0	0.01	0
1/27/1992	1.76	0.61	6.5	0	0	0
1/28/1992	1.76	0.61	6.5	0.02	0.02	0
1/29/1992	1.74	0.59	6.5	0	0	0
1/30/1992	1.78	0.6	6.6	0.04	0.01	0.1
1/31/1992	1.8	0.6	6.7	0.04	0.03	0.2
2/1/1992	1.76	0.57	6.5	0	0	0
2/2/1992	1.77	0.57	6.6	0.01	0	0
2/3/1992	1.88	0.6	7	0.01	0.02	0.4
2/4/1992	1.88	0.59	7	0.01	0.01	0.4
2/5/1992	1.87	0.58	6.9	0	0	0.1
2/6/1992	1.9	0.58	7	0.23	0.09	0.2
2/7/1992	1.84	0.55	6.8	0.17	0.06	0
2/8/1992	1.67	0.49	6.2	0	0	0.1
2/9/1992	1.65	0.48	6.1	0	0.01	0
2/10/1992	1.65	0.47	6.1	0	0	0
2/11/1992	1.74	0.49	6.4	0.09	0.02	0
2/12/1992	1.73	0.48	6.4	0	0	0
2/13/1992	1.76	0.48	6.5	0.03	0	0.1
2/14/1992	1.76	0.48	6.5	0.03	0	0.1
2/15/1992	1.72	0.46	6.4	0	0.01	0
2/16/1992	1.72	0.45	6.4	0	0	0
2/17/1992	7.47	1.38	8	5.75	0.93	1.1
2/18/1992	3.99	1.16	7.5	2.19	0.68	0.6
2/19/1992	2.03	0.55	6.9	0.23	0.07	0
2/20/1992	1.8	0.48	6.9	0	0	0
2/21/1992	1.74	0.48	6.9	0.11	0.01	0
2/22/1992	1.69	0.47	6.9	0.06	0	0
2/23/1992	1.63	0.47	6.9	0	0	0
2/24/1992	1.61	0.48	7	0.06	0.01	0.1
2/25/1992	1.55	0.47	7	0	0	0.1
2/26/1992	7.98	1.43	8	6.43	0.96	0
2/27/1992	67.66	19.42	12	53.94	14.92	4
2/28/1992	29.49	9.47	13	15.77	4.97	5
2/29/1992	13.72	4.5	9.8	0	0	0
3/1/1992	218.12	139.29	17	197.05	129.92	7.2
3/2/1992	21.07	9.37	12	0	0	2.2
3/3/1992	46.21	18.64	12	25.14	9.27	0
3/4/1992	117.41	38.54	15	96.13	33.75	3
3/5/1992	26.39	6.23	12	5.12	1.44	0
3/6/1992	21.27	4.79	12	0	0	1
3/7/1992	16.34	3.51	11	3.27	0.83	0
3/8/1992	13.07	2.68	11	0	0	0
3/9/1992	181.14	77.68	19	168.07	75	8
3/10/1992	18.34	8.42	12	6.91	5.19	1
3/11/1992	11.67	3.65	11	0.24	0.42	0
3/12/1992	11.43	3.23	10	0	0	0.1
3/13/1992	9.11	2.14	9.9	4.56	0.13	0
3/14/1992	5.34	2.11	9.9	0.79	0.1	0
3/15/1992	4.55	2.01	9.5	0	0	0
3/16/1992	4.33	2.05	9.9	0.11	0.14	0.4
3/17/1992	4.32	2.02	10	0.1	0.11	0.5
3/18/1992	4.22	1.91	10	0	0	0.5
3/19/1992	4	1.75	9.8	0.23	0.19	0.3
3/20/1992	3.77	1.6	9.5	0	0.04	0
3/21/1992	3.79	1.56	9.7	0.02	0	0.1
3/22/1992	3.66	1.46	9.6	0	0.07	0
3/23/1992	3.73	1.44	10	0.07	0.05	0.4
3/24/1992	3.72	1.39	10	0.06	0	0.5
3/25/1992	3.52	1.28	9.8	0.42	0.23	0.3
3/26/1992	3.34	1.17	9.5	0.24	0.12	0
3/27/1992	3.1	1.05	9	0	0	0
3/28/1992	3.1	1.02	9.1	0.02	0.07	0.1
3/29/1992	3.44	1.1	10	0.36	0.15	1
3/30/1992	3.08	0.95	9.5	0	0	0.3
3/31/1992	2.89	0.88	9.3	0.29	0.1	0.1
4/1/1992	2.72	0.82	9.2	0.12	0.04	0
4/2/1992	2.6	0.78	9.2	0	0	0.2
4/3/1992	2.48	0.74	9.2	0.33	0.11	0.2
4/4/1992	2.33	0.69	9	0.18	0.06	0
4/5/1992	2.15	0.63	8.7	0	0	0.1
4/6/1992	2.04	0.59	8.7	0.25	0.08	0.1
4/7/1992	1.92	0.55	8.6	0.13	0.04	0
4/8/1992	1.79	0.51	8.3	0	0	0
4/9/1992	1.74	0.49	8.5	0.16	0.05	0.2
4/10/1992	1.66	0.46	8.5	0.08	0.02	0.2
4/11/1992	1.58	0.44	8.5	0	0	0.4
4/12/1992	1.46	0.4	8.2	0.13	0.04	0.1
4/13/1992	1.38	0.37	8.1	0.05	0.01	0
4/14/1992	1.33	0.36	8.2	0	0	0
4/15/1992	9.86	1.81	10	4.32	0.67	1.8
4/16/1992	19.38	4.91	11	13.84	3.77	2.8
4/17/1992	5.54	1.14	9.4	0	0	0
4/18/1992	3.3	0.67	9.4	0	0	0
4/19/1992	8.62	3.34	12	5.32	2.67	2.6
4/20/1992	240.1	164.2	20	236.8	163.53	7
4/21/1992	88.73	52.09	18	76.01	46.03	5
4/22/1992	18.63	8.94	13	5.91	2.88	0
4/23/1992	12.72	6.06	12	0	0	1
4/24/1992	9.84	4.63	11	3.62	1.79	0
4/25/1992	7.75	3.59	11	1.53	0.75	0
4/26/1992	6.22	2.84	10	0	0	0.1
4/27/1992	4.99	2.25	9.9	0.52	0.21	0
4/28/1992	4.67	2.12	9.9	0.2	0.08	0
4/29/1992	4.47	2.04	9.7	0	0	0.3
4/30/1992	4.18	1.92	9.4	0.39	0.15	0
5/1/1992	4.06	1.88	9.4	0.27	0.11	0
5/2/1992	3.79	1.77	9	0	0	0.2
5/3/1992	3.59	1.69	8.8	0.23	0.08	0
5/4/1992	3.5	1.66	8.8	0.14	0.05	0
5/5/1992	3.36	1.61	8.7	0	0	0.3
5/6/1992	3.21	1.55	8.6	0.32	0.14	0.2
5/7/1992	3.07	1.49	8.4	0.18	0.08	0
5/8/1992	2.89	1.41	8.2	0	0	0.2
5/9/1992	2.81	1.38	8.2	0.15	0.05	0.2
5/10/1992	2.68	1.33	8	0.02	0	0
5/11/1992	2.66	1.33	8.2	0	0	0.5
5/12/1992	2.61	1.28	8	0.1	0.08	0.3
5/13/1992	2.51	1.22	7.7	0	0.02	0
5/14/1992	2.53	1.2	7.8	0.02	0	0
5/15/1992	2.56	1.2	7.9	0	0	0.1
5/16/1992	156.46	84.5	13	153.9	83.3	5.2
5/17/1992	58.86	38.75	12	56.3	37.55	3.3
5/18/1992	10.92	5.7	9.1	4.78	1.86	0.4
5/19/1992	8.1	4.63	8.7	1.96	0.79	0
5/20/1992	6.14	3.84	8.4	0	0	0
5/21/1992	28.66	9.05	9.8	0	0.15	1.4
5/22/1992	84.15	25.06	11	55.49	16.16	2.6
5/23/1992	47.88	8.9	9.7	19.22	0	1.2
5/24/1992	24.02	2.98	8.5	14.73	0.75	0
5/25/1992	14.86	2.57	8.5	5.57	0.34	0
5/26/1992	9.29	2.23	8.5	0	0	0.4
5/27/1992	5.81	1.89	8.2	0.49	0.11	0.1
5/28/1992	5.32	1.81	8.1	0	0.03	0
5/29/1992	5.33	1.78	8	0.01	0	0
5/30/1992	5.49	1.8	8.1	0	0.03	0.1
5/31/1992	5.54	1.79	8	0.05	0.02	0
6/1/1992	5.59	1.77	8	0.1	0	0.1
6/2/1992	5.68	1.77	8	0	0.05	0.1
6/3/1992	5.72	1.75	7.9	0.04	0.03	0
6/4/1992	5.74	1.72	7.8	0.06	0	0
6/5/1992	5.82	1.72	7.8	0	0.02	0
6/6/1992	5.91	1.71	7.8	0.09	0.01	0
6/7/1992	5.96	1.7	7.7	0.14	0	0.1
6/8/1992	5.95	1.67	7.6	0	0.01	0
6/9/1992	6.05	1.66	7.6	0.1	0	0
6/10/1992	6.11	1.66	7.6	0.16	0	0
6/11/1992	6.03	1.68	7.7	0.39	0	0.1
6/12/1992	5.86	1.7	7.8	0.22	0.02	0.2
6/13/1992	5.64	1.69	7.8	0	0.01	0
6/14/1992	5.42	1.69	7.8	0.2	0.01	0
6/15/1992	5.22	1.68	7.8	0	0	0
6/16/1992	10.31	2.7	8.6	5.09	1.02	0
6/17/1992	29.48	8.06	9.9	21.51	5.59	1.3
6/18/1992	16.52	5.14	9.4	8.55	2.67	0.8
6/19/1992	7.97	2.47	8.6	0	0	0.6
6/20/1992	7.01	2.21	8.1	0.99	0.22	0.1
6/21/1992	6.45	2.08	8	0.43	0.09	0
6/22/1992	6.02	1.99	8	0	0	0
6/23/1992	8.76	3.01	8.5	1.32	0.23	0.5
6/24/1992	8.14	3.12	8.5	0.7	0.34	0.5
6/25/1992	7.44	2.78	8.1	0	0	0.3
6/26/1992	7.08	2.58	8	0.75	0.38	0.2
6/27/1992	6.59	2.34	7.8	0.26	0.14	0
6/28/1992	6.33	2.2	7.8	0	0	0
6/29/1992	6.09	2.06	7.8	0.46	0.25	0
6/30/1992	5.86	1.93	7.8	0.23	0.12	0
7/1/1992	5.63	1.81	7.8	0	0	0
7/2/1992	35.7	15.92	10	28.18	13.34	2.2
7/3/1992	8.38	3.12	8.2	0.86	0.54	0.4
7/4/1992	7.52	2.58	7.8	0	0	0
7/5/1992	7.06	2.24	7.8	0.73	0.5	0
7/6/1992	6.64	1.95	7.8	0.31	0.21	0
7/7/1992	6.33	1.74	7.8	0	0	0
7/8/1992	6.76	1.84	8.3	0.3	0.1	0.5
7/9/1992	6.46	1.75	8	0	0.01	0.2
7/10/1992	6.46	1.74	8	0	0	0
7/11/1992	6.46	1.74	8	0	0.01	0
7/12/1992	6.46	1.73	8	0	0	0
7/13/1992	84.13	44.08	13	77.67	42.35	4.2
7/14/1992	20.1	4.49	9.4	10.46	2.07	0.6
7/15/1992	11.95	2.9	8.8	2.31	0.48	0
7/16/1992	9.64	2.42	8.2	0	0	0.4
7/17/1992	7.8	2.03	7.8	2.11	0.44	0
7/18/1992	6.7	1.81	7.8	1.01	0.22	0
7/19/1992	5.69	1.59	7.7	0	0	0.4
7/20/1992	4.71	1.36	7.4	0.69	0.16	0.1
7/21/1992	4.02	1.2	7.3	0	0	0
7/22/1992	32.21	14.81	10	28.19	13.61	2.1
7/23/1992	14.03	3.55	9.1	6.9	1.17	1.2
7/24/1992	9.21	2.65	7.9	2.08	0.27	0
7/25/1992	7.13	2.38	7.8	0	0	0.5
7/26/1992	5.55	2.15	7.7	2.45	0.52	0.4
7/27/1992	4.14	1.87	7.3	1.04	0.24	0
7/28/1992	3.1	1.63	6.9	0	0	0
7/29/1992	2.45	1.49	6.9	0.92	0.23	0
7/30/1992	1.93	1.37	6.9	0.4	0.11	0
7/31/1992	1.53	1.26	6.9	0	0	0
8/1/1992	30.01	16.3	9.8	25.97	14.79	2.9
8/2/1992	6.28	2.96	9.8	2.24	1.45	2.9
8/3/1992	4.04	1.51	7.5	0	0	0.3
8/4/1992	3.92	1.23	7.3	0.22	0.15	0.1
8/5/1992	3.79	1.14	7.2	0.09	0.06	0
8/6/1992	3.7	1.08	7.2	0	0	0
8/7/1992	3.95	1.12	7.9	0.43	0.18	0.7
8/8/1992	3.98	1.1	8.2	0.46	0.16	1
8/9/1992	3.52	0.94	7.4	0	0	0.4
8/10/1992	3.39	0.88	7.3	0.34	0.13	0.3
8/11/1992	3.14	0.8	7	0.09	0.05	0
8/12/1992	3.05	0.75	6.9	0	0	0
8/13/1992	2.98	0.71	6.9	0.17	0.07	0
8/14/1992	2.9	0.68	6.9	0.09	0.04	0
8/15/1992	2.81	0.64	6.9	0	0	0.1
8/16/1992	2.73	0.6	6.8	0.1	0.05	0
8/17/1992	2.64	0.56	6.8	0.01	0.01	0
8/18/1992	2.63	0.55	6.9	0	0	0
8/19/1992	2.62	0.54	7	0.07	0.02	0.1
8/20/1992	2.59	0.53	7	0.04	0.01	0.1
8/21/1992	2.55	0.52	7	0	0	0.1
8/22/1992	2.51	0.52	6.9	0.03	0.01	0
8/23/1992	2.48	0.51	6.9	0	0	0
8/24/1992	2.48	0.51	7	0	0	0.1
8/25/1992	2.43	0.49	6.9	0.04	0.01	0
8/26/1992	2.42	0.49	7	0.03	0.01	0.1
8/27/1992	2.39	0.48	7	0	0	0.1
8/28/1992	2.36	0.48	7	0.09	0.02	0.1
8/29/1992	2.3	0.46	6.9	0.03	0	0
8/30/1992	2.27	0.46	6.9	0	0	0.5
8/31/1992	2.13	0.43	6.5	0.05	0.01	0.1
9/1/1992	2.08	0.42	6.4	0	0	0
9/2/1992	2.27	0.46	7	0.19	0.04	0
9/3/1992	2.31	0.47	7.1	0	0	0.1
9/4/1992	2.35	0.48	7.3	0.04	0.01	0.3
9/5/1992	16.11	4.54	8.5	13.8	4.07	1.1
9/6/1992	13.89	7.38	9.3	10.14	4.13	1.9
9/7/1992	3.86	3.4	7.4	0.11	0.15	0
9/8/1992	3.75	3.25	7.4	0	0	0
9/9/1992	4.14	3.52	8.4	0.78	0.77	1
9/10/1992	3.56	2.97	7.4	0.2	0.22	0
