11,2,"na","na","na","na","na","na","na","na","na","na","na","na","na","29","-8","10",0.03,0,NA,"P","0","M","3","23.81",23,0.385663406,0.922639549,1,"1991",0.89,1.7,0.85,0.09,0.16,0.08,0.15,0.28,0.14,0.02,0.03,0.02,-0.045757491,0.23299611,-0.065501549,-1,-0.769551079,-1.045757491,-0.795880017,-0.537602002,-0.823908741,-1.522878745,-1.397940009,-1.522878745,5,9.5,4.75,0.9,1.3,0.65,"na","na",0,1.9372238824
12,4,"na","na","na","na","na","na","na","na","na","na","na","na","na","31","-1","15",0,0,NA,"0","0","M","7","24.65",26,0.432775593,0.901501684,1,"1991",0.9,3.31,0.83,0.08,0.1,0.03,0.15,0.55,0.14,0.02,0.04,0.01,-0.040958608,0.521138084,-0.075720714,-1.045757491,-0.958607315,-1.397940009,-0.795880017,-0.251811973,-0.823908741,-1.522878745,-1.301029996,-1.698970004,4.9,18,4.5,0.7,1.1,0.28,"na","na",0,1.9372238824
13,15,"na","na","na","na","na","na","na","na","na","na","na","na","na","50","-6","29",0,0,8,"0","0","M","5","27.44",32,0.523415607,0.852077521,2,"1991",1.15,15.58,1.04,0.2,0.65,0.04,0.19,2.55,0.17,0.03,0.12,0.01,0.064457989,1.192846115,0.021189299,-0.677780705,-0.180456064,-1.301029996,-0.698970004,0.408239965,-0.744727495,-1.397940009,-0.886056648,-1.698970004,5.7,78.3,5.22,0.9,2.7,0.18,"2.2","2.2",0,1.9372238824
14,5,"na","na","na","na","na","na","na","na","na","na","na","na","na","47","9","26",0.05,0,1,"0","0","M","5","32.94",51,0.769414827,0.638749422,2,"1991",1.3,5.87,1.17,0.2,0.53,0.11,0.21,0.94,0.19,0.03,0.08,0.02,0.117271296,0.769377326,0.071882007,-0.677780705,-0.26760624,-0.920818754,-0.657577319,-0.022276395,-0.698970004,-1.397940009,-1.045757491,-1.522878745,5.9,26.7,5.34,0.9,2.1,0.42,"0.33","0.33",0,1.9372238824
15,5,"2","0.87","6.576","0.084","0.08","0.062","0.054","-8.91","26.333","0.033","na","0","0","40","13","27",0.47,0,4,"P","0","M","2","17.95",59,0.849817092,0.527077709,2,"1991",1.77,6.56,1.31,0.52,0.54,0.11,0.97,1.81,0.36,0.78,0.88,0.18,0.250420002,0.81756537,0.120573931,-0.27572413,-0.259637311,-0.920818754,-0.008773924,0.260071388,-0.431798276,-0.102372909,-0.050609993,-0.721246399,7.5,27.6,5.52,2.9,3.8,0.76,"0.72","1.59",0,1.9372238824
16,3,"na","na","na","na","na","na","na","na","na","na","na","na","na","53","10","33",0.1,0,NA,"P","0","M","3","10",64,0.891981346,0.452072204,3,"1991",2.25,5.3,1.77,1.03,1.39,0.46,0.58,0.99,0.33,0.38,0.38,0.13,0.354108439,0.725094521,0.250420002,0.017033339,0.146128036,-0.327902142,-0.229147988,0,-0.468521083,-0.408935393,-0.408935393,-0.853871964,9.2,21.6,7.2,3.4,5,1.67,"na","na",0,1.9372238824
17,2,"1","0.362","3.96","1.98","1.32","0.66","0.33","2.433","7.25","0.05","na","0","0.056","44","23","34",0,0,0,"P","0","0","1","10",67,0.914127988,0.405425728,3,"1991",1.46,2.93,1.46,0,0,0,0.21,0.42,0.21,0,0,0,0.167317335,0.46834733,0.167317335,-2,-2,-2,-0.657577319,-0.366531544,-0.657577319,-2,-2,-2,5.8,11.6,5.8,0,0,0,"0","0.36",0,1.9372238824
18,3,"na","na","na","na","na","na","na","na","na","na","na","na","na","47","24","38",0.03,0,NA,"0","0","M","6","na",69,0.927541684,0.373719715,3,"1991",2.1,5.43,1.81,0.59,0.91,0.3,1.3,1.77,0.59,1.09,1.13,0.38,0.324282455,0.7355989,0.260071388,-0.22184875,-0.036212173,-0.508638306,0.117271296,0.250420002,-0.22184875,0.041392685,0.056904851,-0.408935393,8.1,21,7,2.3,3.4,1.13,"na","na",0,1.9372238824
19,5,"na","na","na","na","na","na","na","na","na","na","na","na","na","49","26","38",0.04,0,NA,"P","0","M","3","na",73,0.951056516,0.309016994,3,"1991",1.94,8.91,1.78,0.21,0.56,0.11,0.26,1.2,0.24,0.03,0.07,0.01,0.290034611,0.950364854,0.252853031,-0.657577319,-0.244125144,-0.920818754,-0.568636236,0.08278537,-0.602059991,-1.397940009,-1.096910013,-1.698970004,7,32.9,6.58,0.4,0.7,0.14,"na","na",0,1.9372238824
20,6,"2","1.361","0.432","0.396","0.36","0.312","0.301","2.385","67.167","0.02","na","0.015","0.581","61","29","44",1.5,0,0,"P","0","0","1","na",79,0.977848342,0.209314646,3,"1991",51.4,74.33,12.39,48.19,57.95,9.66,22,30.45,5.08,21.59,28.35,4.73,1.711047604,1.871222557,1.093421685,1.683047038,1.763128377,0.985426474,1.342620043,1.483729899,0.706717782,1.334453751,1.452706227,0.675778342,18,67.9,11.32,8.5,14.2,2.37,"0","1.36",0,1.9372238824
21,3,"1","0.515","0.48","0.468","0.408","0.332","0.216","1.037","13.5","0.038","na","0.37","0.79","61","23","36",0.4,0,0,"P","0","0","1","na",86,0.995918996,0.09025161,3,"1991",12,17.71,5.9,9.29,10.01,3.34,5.2,5.99,2,4.9,5.05,1.68,1.079543007,1.248463718,0.771587481,0.968482949,1.000867722,0.525044807,0.716837723,0.77815125,0.303196057,0.691081492,0.704150517,0.227886705,12,30.8,10.27,2.9,3.5,1.17,"0","0.52",0,1.9372238824
22,3,"1","0.979","0.828","0.78","0.716","0.632","0.486","4.595","14.417","0.068","na","0","0.06","70","29","46",1.36,0,0,"P","0","0","1","na",98,0.993256849,-0.1159346,4,"1991",6,14.31,4.77,2.32,4.65,1.55,5.2,6.45,2.15,4.9,4.91,1.64,0.778874472,1.155943018,0.679427897,0.367355921,0.668385917,0.193124598,0.716837723,0.810232518,0.334453751,0.691081492,0.691965103,0.217483944,12,30.8,10.27,3.1,4.1,1.37,"0","0.98",0,1.9372238824
23,5,"1","0.877","0.264","0.222","0.212","0.204","0.163","0.946","51.917","0.017","na","0.008","0.786","56","33","43",1.23,0,0,"P","0","0","1","na",102,0.982926552,-0.183998352,4,"1991",16,37.65,7.53,11.31,12.53,2.51,6.9,11.41,2.28,6.04,6.25,1.25,1.204391332,1.575880316,0.877371346,1.053846427,1.098297536,0.401400541,0.839478047,1.057666104,0.359835482,0.781755375,0.796574333,0.100370545,13,54.9,10.98,3.1,8.8,1.76,"0","0.88",0,1.9372238824
24,3,"1","0.592","0.144","0.126","0.104","0.1","0.09","0.296","17.25","0.034","na","0.16","0.815","55","38","48",0,0,0,"P","0","0","1","na",108,0.958717817,-0.284359187,4,"1991",24.91,41.22,13.74,17.56,19.17,6.39,8.92,15.86,5.29,5.8,6.49,2.16,1.396548038,1.615213335,1.138302698,1.244771761,1.282848603,0.806179974,0.950851459,1.200576927,0.72427587,0.764176132,0.812913357,0.336459734,13,33.2,11.07,3.8,5.6,1.87,"0","0.59",0,1.9372238824
25,3,"1","0.394","0.54","0.528","0.416","0.278","0.183","0.701","17.583","0.022","na","0","0.639","68","38","51",0.2,0,0,"P","0","0","1","na",112,0.936881346,-0.349647455,4,"1991",11.45,24.47,8.16,4.81,6.56,2.19,5.25,10.04,3.35,3.17,4.14,1.38,1.059184618,1.388811413,0.912222057,0.683047038,0.81756537,0.342422681,0.720985744,1.002166062,0.526339277,0.50242712,0.618048097,0.1430148,11,29.7,9.9,3.9,6.3,2.1,"0","0.39",0,1.9372238824
26,2,"2","0.848","0.636","0.54","0.508","0.458","0.36","2.247","14.667","0.058","na","0.01","0.016","71","50","61",1.04,0,0,"P","0","0","1","na",116,0.91060463,-0.413278608,4,"1991",26.8,35.98,17.99,17.57,22.11,11.06,11.5,14.56,7.28,8.34,9.66,4.83,1.428296814,1.556181847,1.255272505,1.245018871,1.344785123,1.044147621,1.061075324,1.163459552,0.862727528,0.921686475,0.985426474,0.684845362,15,22.8,11.4,7.2,7.2,3.6,"0","0.85",0,1.9372238824
27,3,"1","2.008","1.392","1.344","1.144","1.068","0.829","16.675","18.5","0.109","na","0","0.01","75","40","53",2.92,0,0,"P","0","0","1","na",119,0.888057323,-0.459732739,4,"1991",3818.38,3929.91,1309.97,3809.15,3894.9,1298.3,2094.15,2155.34,718.45,2090.99,2141.14,713.71,3.581880284,3.59438371,3.117264665,3.580829215,3.590497427,3.113378402,3.32100986,3.333517804,2.856402594,3.320354033,3.330647093,2.853527867,62,98,32.67,47,53,17.67,"0","2.01",1,1.9372238824
28,2,"1","1.236","0.264","0.252","0.252","0.236","0.231","1.755","36.417","0.034","na","0","0","53","37","45",1.29,0,0,"P","0","0","1","na",125,0.835925479,-0.548842958,5,"1991",221.47,277.33,138.66,211.58,244.25,122.13,65.39,85.96,42.98,61.47,72.5,36.25,2.345334515,2.443012511,2.141982516,2.325495139,2.387852353,2.086857916,1.815577748,1.934346927,1.633367445,1.788733859,1.860397905,1.5594278,25,44,22,11,16,8,"0","1.24",0,1.9372238824
29,3,"1","0.32","0.12","0.12","0.1","0.1","0.071","0.162","11.5","0.028","na","0.482","0.482","78","40","58",0.35,0,0,"P","0","0","1","na",128,0.806479946,-0.591261445,5,"1991",27.2,51,17,4.01,8.17,2.72,12.77,22.71,7.57,3.22,5.87,1.96,1.434728542,1.707655324,1.230704314,0.604226053,0.912753304,0.436162647,1.106530854,1.356408327,0.879669206,0.509202522,0.769377326,0.294466226,15,41,13.67,3,5,1.67,"0","0.32",0,1.9372238824
30,1,"1","0.259","0.696","0.678","0.524","0.286","0.155","0.523","2.25","0.115","na","0.553","0.553","86","66","76",0,0,0,"P","0","0","1","na",133,0.752666828,-0.658401585,5,"1991",9.29,9.29,9.29,1,1,1,3.51,3.51,3.51,0.3,0.3,0.3,0.968482949,0.968482949,0.968482949,0.004321374,0.004321374,0.004321374,0.546542663,0.546542663,0.546542663,-0.508638306,-0.508638306,-0.508638306,11,11,11,1,1,0.5,"0","0.26",0,1.9372238824
31,5,"3","2.604","1.608","1.446","1.328","0.988","0.627","16.264","66.75","0.039","na","0","0.173","85","38","62",1.95,0,0,"P","0","0","1","na",135,0.729557554,-0.683919422,5,"1991",4680.03,4815.76,963.15,4668.33,4754.72,950.94,3170.1,3246.99,649.4,3165.2,3205.95,641.19,3.670249565,3.682665737,2.983698438,3.669162479,3.67712586,2.978157683,3.501074332,3.511482289,2.812518972,3.500402529,3.505958099,2.806993514,76,144,28.8,66,73,14.6,"0","2.6",1,1.9372238824
32,2,"1","0.327","0.216","0.174","0.136","0.11","0.084","0.192","17.417","0.019","na","0","0.006","81","57","67",0.52,0,0,"P","0","0","1","na",145,0.601624063,-0.798779373,5,"1991",11.41,21.86,10.93,0.95,0.95,0.48,5.43,10.62,5.31,0.24,0.24,0.12,1.057666104,1.339848783,1.039017322,-0.017728767,-0.017728767,-0.30980392,0.7355989,1.026533265,0.725911632,-0.602059991,-0.602059991,-0.886056648,14,27,13.5,2,2,1,"0","0.33",0,1.9372238824
33,2,"1","0.506","1.464","1.44","0.996","0.526","0.282","2.016","35.583","0.014","na","0.477","1.631","89","67","79",0.19,0,0,"P","0","0","1","na",148,0.559589262,-0.828770087,5,"1991",46.41,56.35,28.18,36.71,36.95,18.48,57.15,64.35,32.18,53.3,56.65,28.33,1.666705136,1.750970984,1.450095076,1.564902673,1.567731963,1.266936911,1.75709222,1.808616035,1.507720977,1.726808683,1.75327657,1.452399846,18,30,15,6,6,3,"0","0.51",0,1.9372238824
34,5,"3","1.136","1.56","1.26","1.156","0.734","0.401","4.592","58.333","0.019","na","0","0.344","85","67","75",1.91,0,0,"P","0","0","1","na",150,0.530730048,-0.847540923,5,"1991",287.26,403.36,80.67,276.8,355.28,71.06,255.11,285.77,57.15,248.21,259.7,51.94,2.458290274,2.605703595,1.90676589,2.442181775,2.550582984,1.851686315,2.406744506,2.456031832,1.75709222,2.394836771,2.414488672,1.715585552,21,72,14.4,9,15,3,"0","1.14",1,1.9372238824
35,3,"1","0.453","0.504","0.474","0.348","0.206","0.195","0.625","4.833","0.094","na","0.102","0.114","na","na","na",0.32,0,0,"P","0","0","1","na",161,0.361713731,-0.932289213,6,"1991",5.84,16.53,5.51,0.34,0.69,0.23,1.37,3.74,1.25,0.15,0.24,0.08,0.767155866,1.218535505,0.741939078,-0.455931956,-0.15490196,-0.619788758,0.139879086,0.574031268,0.100370545,-0.795880017,-0.602059991,-1.045757491,9,25.5,8.5,0.9,1.2,0.4,"0","0.45",0,1.9372238824
36,6,"2","1.254","2.016","1.542","1.392","0.83","0.457","7.263","33.167","0.038","na","0","0","na","na","na",1.03,0,0,"P","0","0","1","na",164,0.313107041,-0.949717843,6,"1991",97.76,161.57,26.93,81.57,100.29,16.72,17.97,25.57,4.26,16.84,19.6,3.27,1.990205615,2.208387604,1.430397591,1.911583701,2.001300933,1.223495941,1.254789687,1.40790054,0.630427875,1.226599905,1.292477594,0.515873844,14,56.7,9.45,6,8.7,1.45,"0","1.25",0,1.9372238824
37,1,"1","0.252","0.312","0.234","0.236","0.22","0.155","0.358","3.75","0.067","na","0","0","88","68","78",0.26,0,0,"P","0","0","1","na",182,0.008606997,-0.999962959,7,"1991",3.53,3.53,3.53,0.22,0.22,0.22,0.61,0.61,0.61,0.03,0.03,0.03,0.549003262,0.549003262,0.549003262,-0.638272164,-0.638272164,-0.638272164,-0.207608311,-0.207608311,-0.207608311,-1.397940009,-1.397940009,-1.397940009,7.3,7.3,7.3,0.5,0.5,0.25,"0","0.25",0,1.9372238824
38,4,"1","0.875","0.48","0.396","0.336","0.314","0.304","1.899","15.667","0.056","na","0.002","0.014","85","62","75",1.2,0,0,"P","0","0","1","na",192,-0.162807013,-0.986657933,7,"1991",10.4,22.33,5.58,6.58,6.9,1.73,3.8,6.18,1.55,3.05,3.13,0.78,1.01745073,1.349083169,0.747411808,0.818885415,0.839478047,0.240549248,0.580924976,0.791690649,0.193124598,0.485721426,0.496929648,-0.102372909,8.7,28.7,7.18,2.2,2.9,0.73,"0","0.88",0,1.9372238824
39,2,"1","1.052","0.78","0.636","0.436","0.308","0.268","2.31","16.333","0.064","na","0","0.697","91","68","78",1.38,0,0,"P","0","0","1","na",198,-0.263665493,-0.964614176,7,"1991",9.4,17.6,8.8,4.67,8.14,4.07,3.2,4.31,2.16,2.2,2.31,1.16,0.973589623,1.245759356,0.944975908,0.670245853,0.911157609,0.610660163,0.506505032,0.635483747,0.336459734,0.344392274,0.365487985,0.068185862,8.4,16.5,8.25,2,3.7,1.85,"0","1.05",0,1.9372238824
40,5,"2","2.298","1.104","0.9","0.904","0.754","0.591","10.1","50.083","0.046","na","0","0.637","88","58","76",2.94,0,0,"P","0","0","1","na",201,-0.313107041,-0.949717843,7,"1991",436.13,551.07,110.21,418.93,472.11,94.42,218.33,255.98,51.2,212.43,231.79,46.36,2.639625919,2.74121465,2.042260407,2.622151828,2.674052398,1.97510999,2.339133306,2.408223,1.709354776,2.327236293,2.365113432,1.666237096,24,66.9,13.38,16.7,28.3,5.66,"0","2.3",1,1.9372238824
41,4,"1","0.547","0.204","0.192","0.168","0.124","0.093","0.353","29.333","0.019","na","0.377","0.381","79","50","65",0.56,0,0,"P","0","0","1","na",208,-0.42500034,-0.90519319,7,"1991",9.9,33.78,8.45,2.3,3.48,0.87,2.1,6.89,1.72,0.54,0.82,0.21,0.996073654,1.528788192,0.927370363,0.36361198,0.542825427,-0.055517328,0.324282455,0.838849091,0.238046103,-0.259637311,-0.080921908,-0.657577319,8.3,30.1,7.53,1.1,1.4,0.35,"0","0.55",0,1.9372238824
42,5,"1","2.162","0.576","0.558","0.484","0.37","0.316","5.486","19.333","0.112","na","0","0.018","88","58","70",2.45,0,0,"P","0","0","1","na",219,-0.587785252,-0.809016994,8,"1991",141.51,181.24,36.25,134.94,148.61,29.72,62.3,72.18,14.44,60.27,63.25,12.65,2.15081782,2.258278015,1.5594278,2.130172889,2.172077257,1.473194909,1.794557751,1.858477042,1.159867847,1.780173244,1.801129188,1.102433706,19,50.9,10.18,12.7,15.8,3.16,"0","2.16",0,1.9372238824
43,3,"1","0.243","0.3","0.27","0.252","0.22","0.178","0.338","8.5","0.029","na","0.01","0.141","83","63","73",0.35,0,0,"P","0","0","1","na",228,-0.70558361,-0.708626678,8,"1991",4.73,13.65,4.55,0.43,0.75,0.25,1.21,3.37,1.12,0.22,0.4,0.13,0.675778342,1.135450699,0.658964843,-0.356547324,-0.119186408,-0.585026652,0.086359831,0.5289167,0.053078443,-0.638272164,-0.387216143,-0.853871964,7,20.2,6.73,0.5,1.1,0.37,"0","0.24",0,1.9372238824
44,2,"1","0.643","0.48","0.414","0.36","0.322","0.278","1.446","6.833","0.094","na","0","0.05","85","64","75",1.01,0,0,"P","0","0","1","na",251,-0.924290722,-0.38168922,9,"1991",4.6,8.96,4.48,0.75,1.34,0.67,1.5,2.47,1.23,0.55,0.72,0.36,0.663700925,0.952792443,0.652246341,-0.119186408,0.130333768,-0.167491087,0.178976947,0.394451681,0.093421685,-0.251811973,-0.13667714,-0.431798276,6.9,13.7,6.85,0.8,1.5,0.75,"0","0.64",0,1.9372238824
45,2,"1","0.796","0.408","0.378","0.328","0.28","0.261","1.423","15.083","0.053","na","0","0","72","57","64",0.8,0,0,"P","0","0","1","na",254,-0.942761143,-0.333468779,9,"1991",5.7,10.8,5.4,1.93,3.09,1.55,1.9,2.79,1.39,1.1,1.16,0.58,0.756636108,1.033825694,0.733197265,0.28780173,0.491361694,0.193124598,0.281033367,0.447158031,0.146128036,0.045322979,0.068185862,-0.229147988,7.3,14.4,7.2,1,1.8,0.9,"0","0.8",0,1.9372238824
46,4,"1","0.673","1.164","0.972","0.744","0.392","0.222","1.951","14.417","0.047","na","0","0","82","50","70",0.8,0,0,"P","0","0","1","na",256,-0.953680997,-0.300819808,9,"1991",11.8,24.84,6.21,7.86,8.28,2.07,4.3,7.19,1.8,3.47,3.5,0.88,1.072249898,1.395326393,0.793790385,0.895974732,0.918554531,0.318063335,0.63447727,0.857332496,0.257678575,0.541579244,0.545307116,-0.050609993,9,29.1,7.28,2.4,3,0.75,"0","0.67",0,1.9372238824
47,4,"1","0.299","0.12","0.084","0.084","0.074","0.067","0.106","10.5","0.028","na","0.083","0.085","62","31","47",0.57,0,0,"P","0","0","1","na",267,-0.993256849,-0.1159346,9,"1991",5.34,20.86,5.22,0.28,0.83,0.21,1.53,5.98,1.49,0.08,0.24,0.06,0.728353782,1.319522449,0.718501689,-0.537602002,-0.075720714,-0.657577319,0.187520721,0.777426822,0.176091259,-1.045757491,-0.602059991,-1.15490196,6.6,25.7,6.43,0.5,1.5,0.38,"0","0.3",0,1.9372238824
48,3,"1","0.211","0.096","0.084","0.084","0.074","0.065","0.075","10.167","0.021","0.19","0.193","0.199","59","27","42",0.43,0,0,"P","0","0","1","na",278,-0.997324973,0.07309513,10,"1991",4.39,12.66,4.22,0.67,0.91,0.3,1.29,3.72,1.24,0.18,0.25,0.08,0.643452676,1.102776615,0.626340367,-0.167491087,-0.036212173,-0.508638306,0.113943352,0.571708832,0.096910013,-0.721246399,-0.585026652,-1.045757491,6.9,19.8,6.6,0.5,0.6,0.2,"0","0.21",0,1.9372238824
49,3,"1","1.036","1.488","1.392","1.308","1.124","0.823","9.958","3.083","0.336","0","0","0.002","71","36","50",0.96,0,0,"P","0","0","1","na",296,-0.927541684,0.373719715,10,"1991",207.9,223.86,74.62,197.26,200.52,66.84,52.4,54.07,18.02,51.41,51.45,17.15,2.317875378,2.349995899,1.872913442,2.295061045,2.302179354,1.825101412,1.71941416,1.733036683,1.255995727,1.711132072,1.711469782,1.234517284,14,28,9.33,7.6,8.8,2.93,"0","1.04",0,1.9372238824
50,4,"1","2.742","2.484","2.364","1.656","0.974","0.612","19.291","37.667","0.073","0","0.09","0.09","38","11","23",3.11,0,0,"P","0","0","1","12.98",304,-0.867456355,0.497513289,10,"1991",1387.68,1511.55,377.89,1383.47,1453.76,363.44,631.85,680.4,170.1,631.04,673.9,168.48,3.142292459,3.179425391,2.577376892,3.140972885,3.162495703,2.560444673,2.800620863,2.832770688,2.230729845,2.800063771,2.828601901,2.22657413,82,113.8,28.45,71,74.3,18.58,"0","2.74",1,1.9372238824
51,2,"na","na","na","na","na","na","na","na","na","na","na","na","na","37","8","22",0,0,1,"0","0","M","5","14.98",312,-0.790945657,0.611886401,11,"1991",10.27,19.2,9.6,2.48,3.61,1.81,1.46,2.83,1.42,0.17,0.25,0.13,1.011993115,1.283527365,0.982723388,0.396199347,0.558708571,0.260071388,0.167317335,0.45331834,0.155336037,-0.744727495,-0.585026652,-0.853871964,7.9,15.8,7.9,0,0,0,"0.15","0.15",0,1.9372238824
52,2,"1","0.668","0.24","0.234","0.212","0.208","0.184","0.812","17.25","0.039","0","0","0.008","46","30","39",0.56,0,2,"P","0","M","2","33.75",318,-0.723644038,0.690173388,11,"1991",74.31,114.92,57.46,55.1,76.5,38.25,12.75,20.68,10.34,9.94,15.05,7.53,1.871105701,2.060433407,1.759441197,1.741230411,1.883718202,1.582744966,1.105850674,1.315760491,1.01494035,0.997823081,1.177824972,0.877371346,14,26,13,5.3,8.6,4.3,"0.68","1.34",0,1.9372238824
53,2,"1","1.25","0.264","0.252","0.24","0.222","0.21","1.756","17.333","0.072","0.002","0.672","0.672","50","24","39",1.29,0,1,"P","0","M","2","38",321,-0.687052767,0.726607525,11,"1991",228.31,299.25,149.62,200.95,244.53,122.27,94.14,134.06,67.03,88.1,121.98,60.99,2.358543956,2.476048672,2.175018676,2.303109622,2.388349908,2.08735543,1.973820324,2.127331609,1.826334006,1.945025201,2.086324231,1.785329835,23,37,18.5,13,17,8.5,"0.38","1.63",1,1.9372238824
54,2,"na","na","na","na","na","na","na","na","na","na","na","na","na","47","26","41",0,0,NA,"0","0","M","6","na",324,-0.648629561,0.761104259,11,"1991",10.85,20.38,10.19,2.57,3.82,1.91,1.82,3.54,1.77,0.23,0.35,0.18,1.035829825,1.309417226,1.008600172,0.411619706,0.583198774,0.283301229,0.26245109,0.550228353,0.250420002,-0.619788758,-0.443697499,-0.721246399,11,21,10.5,1,1,0.5,"na","na",0,1.9372238824
55,2,"na","na","na","na","na","na","na","na","na","na","na","na","na","34","10","22",0.25,0,NA,"P","0","M","3","7.2",327,-0.60847687,0.793571609,11,"1991",7.55,14.54,7.27,1.71,2.86,1.43,1.56,3.1,1.55,0.18,0.34,0.17,0.878521796,1.162862993,0.862131379,0.235528447,0.457881897,0.158362492,0.195899652,0.492760389,0.193124598,-0.721246399,-0.455931956,-0.744727495,9.9,19.7,9.85,0.2,0.3,0.15,"na","na",0,1.9372238824
