storm_num,num_days,startdatetime,enddatetime,num_events,theisen,p5max,p10max,p15max,p30max,p60max,ei,duration,intense,ap_1day,ap_2day,ap_3day,tmax,tmin,tmean,nws_prec,nws_snow,melt_snow,p,s,m,event_type,sweq,start_day,end_day,month,year,ptot_max,ptot_tot,ptot_avg,pstorm_max,pstorm_tot,pstorm_avg,stot_max,stot_tot,stot_avg,sstorm_max,sstorm_tot,sstorm_avg,qtot_max,qtot_tot,qtot_avg,qstorm_max,qstorm_tot,qstorm_avg,melt_water,total_water
23,5,4/12/1991 6:05,4/14/1991 10:00,1,0.877,0.264,0.222,0.212,0.204,0.163,0.946,51.917,0.017,NA,0.008,0.786,56,33,43,1.23,0,0,P,0,0,1,,4/12/1991,4/16/1991,4,1991,16,37.65,7.53,11.31,12.53,2.51,6.9,11.41,2.28,6.04,6.25,1.25,13,54.9,10.98,3.1,8.8,1.76,0,0.88
24,3,4/18/1991 13:50,4/19/1991 7:05,1,0.592,0.144,0.126,0.104,0.1,0.09,0.296,17.25,0.034,NA,0.16,0.815,55,38,48,NA,0,0,P,0,0,1,,4/18/1991,4/20/1991,4,1991,24.91,41.22,13.74,17.56,19.17,6.39,8.92,15.86,5.29,5.8,6.49,2.16,13,33.2,11.07,3.8,5.6,1.87,0,0.59
25,3,4/22/1991 15:30,4/23/1991 9:05,1,0.394,0.54,0.528,0.416,0.278,0.183,0.701,17.583,0.022,NA,0,0.639,68,38,51,0.2,0,0,P,0,0,1,,4/22/1991,4/24/1991,4,1991,11.45,24.47,8.16,4.81,6.56,2.19,5.25,10.04,3.35,3.17,4.14,1.38,11,29.7,9.9,3.9,6.3,2.1,0,0.39
26,2,4/26/1991 14:45,4/27/1991 5:25,2,0.848,0.636,0.54,0.508,0.458,0.36,2.247,14.667,0.058,NA,0.01,0.016,71,50,61,1.04,0,0,P,0,0,1,,4/26/1991,4/27/1991,4,1991,26.8,35.98,17.99,17.57,22.11,11.06,11.5,14.56,7.28,8.34,9.66,4.83,15,22.8,11.4,7.2,7.2,3.6,0,0.85
27,3,4/29/1991 1:20,4/29/1991 19:50,1,2.008,1.392,1.344,1.144,1.068,0.829,16.675,18.5,0.109,NA,0,0.01,75,40,53,2.92,0,0,P,0,0,1,,4/29/1991,5/1/1991,4,1991,3818.38,3929.91,1309.97,3809.15,3894.9,1298.3,2094.15,2155.34,718.45,2090.99,2141.14,713.71,62,98,32.67,47,53,17.67,0,2.01
28,2,5/5/1991 2:55,5/6/1991 15:20,1,1.236,0.264,0.252,0.252,0.236,0.231,1.755,36.417,0.034,NA,0,0,53,37,45,1.29,0,0,P,0,0,1,,5/5/1991,5/6/1991,5,1991,221.47,277.33,138.66,211.58,244.25,122.13,65.39,85.96,42.98,61.47,72.5,36.25,25,44,22,11,16,8,0,1.24
29,3,5/8/1991 1:40,5/8/1991 13:10,1,0.32,0.12,0.12,0.1,0.1,0.071,0.162,11.5,0.028,NA,0.482,0.482,78,40,58,0.35,0,0,P,0,0,1,,5/8/1991,5/10/1991,5,1991,27.2,51,17,4.01,8.17,2.72,12.77,22.71,7.57,3.22,5.87,1.96,15,41,13.67,3,5,1.67,0,0.32
30,1,5/13/1991 3:35,5/13/1991 5:50,1,0.259,0.696,0.678,0.524,0.286,0.155,0.523,2.25,0.115,NA,0.553,0.553,86,66,76,0,0,0,P,0,0,1,,5/13/1991,5/13/1991,5,1991,9.29,9.29,9.29,1,1,1,3.51,3.51,3.51,0.3,0.3,0.3,11,11,11,1,1,0.5,0,0.26
31,5,5/15/1991 19:25,5/18/1991 14:10,3,2.604,1.608,1.446,1.328,0.988,0.627,16.264,66.75,0.039,NA,0,0.173,85,38,62,1.95,0,0,P,0,0,1,,5/15/1991,5/19/1991,5,1991,4680.03,4815.76,963.15,4668.33,4754.72,950.94,3170.1,3246.99,649.4,3165.2,3205.95,641.19,76,144,28.8,66,73,14.6,0,2.6
32,2,5/25/1991 12:35,5/26/1991 6:00,1,0.327,0.216,0.174,0.136,0.11,0.084,0.192,17.417,0.019,NA,0,0.006,81,57,67,0.52,0,0,P,0,0,1,,5/25/1991,5/26/1991,5,1991,11.41,21.86,10.93,0.95,0.95,0.48,5.43,10.62,5.31,0.24,0.24,0.12,14,27,13.5,2,2,1,0,0.33
